review_index,sentence_index,sentence_text,sentiment_label,sentiment_score,sentiment_confidence,emotion,x,nmd_score,num_sentences,username,date,rating,source
6,0,"""Perception is Real and the Truth is NOT"": With the Marcoses' consistent effort to rewrite history, this documentary reminds us that behind the grandeur and elaborate schemes of the Marcoses are the stories of pain and sorrows of the victims, which are not mere perception but the truth.",positive,0.5543699264526367,0.5543699264526367,1,0.5543699264526367,48.090869188308716,3,george_posadasii,2022-05-05 00:00:00.000,90.0,imdb
6,1,"As Greenfield's style is apparent in the documentary, it did not fail to capture the depressing history of the Philippines under the Marcoses and what may be an apparent future if they were put again into position.",positive,0.9038562774658204,0.9038562774658204,1,0.9038562774658204,48.090869188308716,3,george_posadasii,2022-05-05 00:00:00.000,90.0,imdb
6,2,The contrasting images presented by Greenfield is a great divider between Perception and Reality.,negative,0.786387026309967,0.786387026309967,-2,-1.572774052619934,48.090869188308716,3,george_posadasii,2022-05-05 00:00:00.000,90.0,imdb
7,0,The Kingmaker - Film Review: The Kingmaker is a documentary written and directed by Lauren Greenfield.,positive,0.8179473876953125,0.8179473876953125,1,0.8179473876953125,95.64617238938808,8,RobertN1,2025-10-04 00:00:00.000,70.0,imdb
7,1,"The film follows the political career of Imelda Marcos from the start of her political career with her husband Ferdinand Marcos, the fall of their power and exhile to Hawaii, and then their resurgence after her husbands death and rise of the political career of her children - especially her son Bongbong Marcos.",positive,0.9707280993461608,0.9707280993461608,1,0.9707280993461608,95.64617238938808,8,RobertN1,2025-10-04 00:00:00.000,70.0,imdb
7,2,This film does a good job of contrasting the story Imelda portrays versus the reality of those under her rule.,positive,0.9631298780441284,0.9631298780441284,1,0.9631298780441284,95.64617238938808,8,RobertN1,2025-10-04 00:00:00.000,70.0,imdb
7,3,Imelda will say how great her husbands reign was.,positive,0.9929183125495912,0.9929183125495912,1,0.9929183125495912,95.64617238938808,8,RobertN1,2025-10-04 00:00:00.000,70.0,imdb
7,4,Then you have individuals speak about the atrocities of what occurred.,positive,0.6157066822052002,0.6157066822052002,1,0.6157066822052002,95.64617238938808,8,RobertN1,2025-10-04 00:00:00.000,70.0,imdb
7,5,I found the film very informative as someone who did not know about the subject matter going in.,positive,0.9972041845321656,0.9972041845321656,1,0.9972041845321656,95.64617238938808,8,RobertN1,2025-10-04 00:00:00.000,70.0,imdb
7,6,I also appreciated how the film showed the current scene of the Philippines with Bongbong running for Vice-President (and who is President as I write this 6 years after the film came out).,positive,0.9838463068008424,0.9838463068008424,1,0.9838463068008424,95.64617238938808,8,RobertN1,2025-10-04 00:00:00.000,70.0,imdb
7,7,"Overall, I think this is a worthwhile watch to learn about the history of the Philippines political dynasty from 1965 - 1986, and then again around 2016. - 7/10.",positive,0.9619067311286926,0.9619067311286926,1,0.9619067311286926,95.64617238938808,8,RobertN1,2025-10-04 00:00:00.000,70.0,imdb
8,0,Uncovering the Fantasy World of the Marcoses: Brilliant documentary.,positive,0.9965079426765442,0.9965079426765442,1,0.9965079426765442,91.5193647146225,2,josephnueva01,2020-11-07 00:00:00.000,90.0,imdb
8,1,It shows how much you can do with money; it can turn lies to history.,positive,0.6642666459083557,0.6642666459083557,1,0.6642666459083557,91.5193647146225,2,josephnueva01,2020-11-07 00:00:00.000,90.0,imdb
9,0,An eye opener: Highly recommend this.,positive,0.9977163076400756,0.9977163076400756,1,0.9977163076400756,66.58392399549484,4,andrewpeterconnell,2020-03-02 00:00:00.000,80.0,imdb
9,1,Like her or loathe her you can't deny the blatant pesos for politics.,negative,0.6005728244781494,0.6005728244781494,-2,-1.2011456489562988,66.58392399549484,4,andrewpeterconnell,2020-03-02 00:00:00.000,80.0,imdb
9,2,Watching Marcos hand out wads of cash to kids in a hospital ward in front of the cameras was as cynical as it was sickening.,positive,0.5497697591781616,0.5497697591781616,1,0.5497697591781616,66.58392399549484,4,andrewpeterconnell,2020-03-02 00:00:00.000,80.0,imdb
9,3,I've never paid much (read: any) attention to Filipino politics but will be following along the 2022 election with interest!,positive,0.9803735017776488,0.9803735017776488,1,0.9803735017776488,66.58392399549484,4,andrewpeterconnell,2020-03-02 00:00:00.000,80.0,imdb
10,0,Dark truths are there if your eyes are open: This is an incredibly well put together documentary.,positive,0.9776365160942078,0.9776365160942078,1,0.9776365160942078,95.23456345001857,6,PipAndSqueak,2019-12-21 00:00:00.000,80.0,imdb
10,1,"Imelda Marcos doesn't exactly shoot herself in the foot - she is too smart to do that, but you nonetheless get to see the realities she so flagrantly ignores whilst living in her self made fantasy world.",positive,0.9110260009765624,0.9110260009765624,1,0.9110260009765624,95.23456345001857,6,PipAndSqueak,2019-12-21 00:00:00.000,80.0,imdb
10,2,How many billions has this power crazed matriarch squirreled away in 140 countries across the world.,positive,0.9183135628700256,0.9183135628700256,1,0.9183135628700256,95.23456345001857,6,PipAndSqueak,2019-12-21 00:00:00.000,80.0,imdb
10,3,There are only 8 and a bit billion people on the planet and handing each one a single dollar might seem like generosity but this very much hides the manipulations of the Marcos clan.,positive,0.8545244932174683,0.8545244932174683,1,0.8545244932174683,95.23456345001857,6,PipAndSqueak,2019-12-21 00:00:00.000,80.0,imdb
10,4,We note other world leaders seem to be in the same exclusive club as this gurning despot.,positive,0.8446758985519409,0.8446758985519409,1,0.8446758985519409,95.23456345001857,6,PipAndSqueak,2019-12-21 00:00:00.000,80.0,imdb
10,5,Lord help us all.,positive,0.9219711422920228,0.9219711422920228,1,0.9219711422920228,95.23456345001857,6,PipAndSqueak,2019-12-21 00:00:00.000,80.0,imdb
11,0,"Outstanding and riveting documentary: ""The Kingmaker"" (2019 release; 100 min.) is a documentary about the life and times of Imelda Marcos, erstwhile First Lady of the Philippines (1965-1986).",positive,0.9928516745567322,0.9928516745567322,1,0.9928516745567322,87.57319152355194,14,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb
11,1,"As the movie opens, we are in ""Manile, 2014"", and Imelda is visiting the old neighborhood (the Presidential Palace). ""I miss the clout of being First Lady"", she laments, while wondering if her appearance and make-up for the interview is ok.",positive,0.9720152020454408,0.9720152020454408,1,0.9720152020454408,87.57319152355194,14,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb
11,2,"We then go back in time, as we look at her very modest upbringing until she catches the eye of Ferdinand Marcos while in a beauty contest.",positive,0.94384104013443,0.94384104013443,1,0.94384104013443,87.57319152355194,14,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb
11,3,"Before we know it, they marry and Marcos vies to become President of the Philippines...",positive,0.9310226440429688,0.9310226440429688,1,0.9310226440429688,87.57319152355194,14,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb
11,4,At this point we are 10 min. into the documentary.,positive,0.808800220489502,0.808800220489502,1,0.808800220489502,87.57319152355194,14,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb
11,5,"Couple of comments: this is the latest documentary from writer-director Lauren Greenfield, best known for her 2012 documentary ""The Queen of Versailles"".",positive,0.9746851325035096,0.9746851325035096,1,0.9746851325035096,87.57319152355194,14,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb
11,6,"Here she seemingly gets unfettered access to Imelda and her entourage, and she lets Imelda tell her side of the story, one in which of course Imelda is but a shining bright star in the darkness that is the Filipino sea of poverty.",positive,0.979697287082672,0.979697287082672,1,0.979697287082672,87.57319152355194,14,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb
11,7,"The great thing is that Greenfield doesn't have to ""manufacture"" anything: Imelda does it for her!",positive,0.9952440857887268,0.9952440857887268,1,0.9952440857887268,87.57319152355194,14,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb
11,8,"Greenfield of course give ample screen time to opposing views, including survivirs of the Martial Lawera (1972-1980), during which torturing was rampant, And oh, lest we forget: the Marcoses stole an estimated $8-10 billion (with a ""b"") while in office.",positive,0.8326842784881592,0.8326842784881592,1,0.8326842784881592,87.57319152355194,14,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb
11,9,"And if all of this isn't enough, Greenfield follows the Vice Predential election campaign in 2015-16 of Bongbong Marcos (son of Imelda), which itself becomes as revelating as anyting (just watch!).",positive,0.9763376116752625,0.9763376116752625,1,0.9763376116752625,87.57319152355194,14,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb
11,10,"When confronted with issues of ""ill-gotten wealth"", Imelda simply shrugs it off (as does Bongbong). ""Perception is real, and the truth is not"", she states as a matter of fact.",positive,0.7680290341377258,0.7680290341377258,1,0.7680290341377258,87.57319152355194,14,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb
11,11,"Hmmm, where have we heard this elsewhere in recent times?",negative,0.8062929511070251,0.8062929511070251,-2,-1.6125859022140503,87.57319152355194,14,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb
11,12,"Bottom line: ""The Kingmaker"" is an oustanding and riveting documentar, period.

""The Kingmaker"" premiered on Showtime in 2019, which I somehow missed, but I recently caught it on Showtime on Demand and it is available on other VOD platforms too.",positive,0.9934686422348022,0.9934686422348022,1,0.9934686422348022,87.57319152355194,14,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb
12,0,insight in something unseen: Interesting story about something i knew nothing about.,positive,0.9200206995010376,0.9200206995010376,1,0.9200206995010376,96.42886072397232,2,simonekjansen,2020-09-06 00:00:00.000,100.0,imdb
12,1,a political insight in a very important story of a world in unbalance.,positive,0.9371337294578552,0.9371337294578552,1,0.9371337294578552,96.42886072397232,2,simonekjansen,2020-09-06 00:00:00.000,100.0,imdb
13,0,"I wish this would be played in schools...: You can find it in YouTube FOR FREE, this documentary was not made for malicious purposes.",positive,0.9852856993675232,0.9852856993675232,1,0.9852856993675232,97.60522991418839,2,cyankindasus,2022-08-17 00:00:00.000,100.0,imdb
13,1,"The Marcos family themselves tell the story, not some director who can't even do their research properly.",positive,0.9189234972000122,0.9189234972000122,1,0.9189234972000122,97.60522991418839,2,cyankindasus,2022-08-17 00:00:00.000,100.0,imdb
14,0,Marcos Heist: One line that caught me off guard is what Bongbong's son said about his career.,positive,0.8102631568908691,0.8102631568908691,1,0.8102631568908691,94.10898834466934,4,matachrstn,2021-10-13 00:00:00.000,90.0,imdb
14,1,"Cause you know he wanted to do Physics, Math, Biology.",positive,0.901191234588623,0.901191234588623,1,0.901191234588623,94.10898834466934,4,matachrstn,2021-10-13 00:00:00.000,90.0,imdb
14,2,"But my grandfather (the late president) is like ""There's no money in that, switch to Politics""

That explains a lot about their family.",positive,0.8329494595527649,0.8329494595527649,1,0.8329494595527649,94.10898834466934,4,matachrstn,2021-10-13 00:00:00.000,90.0,imdb
14,3,Precise and well-researched documentary.,positive,0.9843152165412904,0.9843152165412904,1,0.9843152165412904,94.10898834466934,4,matachrstn,2021-10-13 00:00:00.000,90.0,imdb
15,0,It's not about shoes!: Loved The Kingmaker!,positive,0.9976890087127686,0.9976890087127686,1,0.9976890087127686,73.33473324775696,5,sfcrab,2019-12-12 00:00:00.000,80.0,imdb
15,1,One of those docs that start out one way and slowly reveal another darker side.,negative,0.6542215347290039,0.6542215347290039,-2,-1.3084430694580078,73.33473324775696,5,sfcrab,2019-12-12 00:00:00.000,80.0,imdb
15,2,And also one of those subjects so sure of themselves that they have no problem saying things that are incriminating.,positive,0.7753458023071289,0.7753458023071289,1,0.7753458023071289,73.33473324775696,5,sfcrab,2019-12-12 00:00:00.000,80.0,imdb
15,3,Imelda reveals a lot without caring.,positive,0.8876333236694336,0.8876333236694336,1,0.8876333236694336,73.33473324775696,5,sfcrab,2019-12-12 00:00:00.000,80.0,imdb
15,4,The correlation between her and Trump are closer than you think!,positive,0.9812482595443726,0.9812482595443726,1,0.9812482595443726,73.33473324775696,5,sfcrab,2019-12-12 00:00:00.000,80.0,imdb
16,0,"It's not a surprise that the marcoses is paving the way for their return to power: This movie's purpose is to reclaim the narrative that the Martial Law is the ""Golden Age"" of the Philippine politics but it sure as hell backfire to them.",negative,0.596633791923523,0.596633791923523,-2,-1.193267583847046,70.74081562459469,8,jihoonpark-58947,2022-03-13 00:00:00.000,80.0,imdb
16,1,"The movie/documentary is well research, balanced and no biases towards any of the personality featured.",positive,0.989204466342926,0.989204466342926,1,0.989204466342926,70.74081562459469,8,jihoonpark-58947,2022-03-13 00:00:00.000,80.0,imdb
16,2,Fact checking is evident towards any of the claims by Imelda that none was killed nor tortured that only good things happened during the regime.,positive,0.9248882532119752,0.9248882532119752,1,0.9248882532119752,70.74081562459469,8,jihoonpark-58947,2022-03-13 00:00:00.000,80.0,imdb
16,3,"Personally, growing up I love reading especially history about Philippines so its not a surprise to me that the Marcos regime is bad but this information is inaccessible to everyone unless you specifically look for it and the gov't provided textbooks is riddled with wrong information.",negative,0.5493001341819763,0.5493001341819763,-2,-1.0986002683639526,70.74081562459469,8,jihoonpark-58947,2022-03-13 00:00:00.000,80.0,imdb
16,4,Its now 2022 and the presidential election is coming and the son's dictator is running for the highest position against the same person who beats him during the 2016 vice presidential election.,positive,0.9421701431274414,0.9421701431274414,1,0.9421701431274414,70.74081562459469,8,jihoonpark-58947,2022-03-13 00:00:00.000,80.0,imdb
16,5,The tide is changing this time because of the emergence of young voters gearing towards the new wave of politicians but its harder to fight for votes knowing that the machinery handling them is leaning towards the Marcoses.,positive,0.8095918893814087,0.8095918893814087,1,0.8095918893814087,70.74081562459469,8,jihoonpark-58947,2022-03-13 00:00:00.000,80.0,imdb
16,6,This movie helped me get to know what type of person Imelda and their family.,positive,0.9932720065116882,0.9932720065116882,1,0.9932720065116882,70.74081562459469,8,jihoonpark-58947,2022-03-13 00:00:00.000,80.0,imdb
16,7,"Their tagline Babangon Muli is not for the filipino people suffering for the effects of COVID-19, its for their family to go back to the Malacañan Palace and get back the power and clear their names from all the charges.",positive,0.9512715935707092,0.9512715935707092,1,0.9512715935707092,70.74081562459469,8,jihoonpark-58947,2022-03-13 00:00:00.000,80.0,imdb
17,0,"Excellent Documentary: To all the people believing in somebody coming in and just giving away crumbs to make you shut up and just stop complaining, while they are living the grand life with money stolen from you and your countryman ...this documentary is a pearl.",positive,0.9971513152122498,0.9971513152122498,1,0.9971513152122498,96.94432715574901,3,wikiblue,2020-03-02 00:00:00.000,100.0,imdb
17,1,You just can see how they really are.,positive,0.9562671780586244,0.9562671780586244,1,0.9562671780586244,96.94432715574901,3,wikiblue,2020-03-02 00:00:00.000,100.0,imdb
17,2,True selves because they can't help it.,positive,0.8632411360740662,0.8632411360740662,1,0.8632411360740662,96.94432715574901,3,wikiblue,2020-03-02 00:00:00.000,100.0,imdb
18,0,Marcos Regime the darkest in Philippines history: My opinion: The Marcoses siphoned and plundered the country's fund and Imelda is convicted with graft and corruption but she wasn't jailed because sadly that's how the justice system works for the powerful.,positive,0.5472165942192078,0.5472165942192078,1,0.5472165942192078,88.5663628578186,2,serodolfo,2020-08-23 00:00:00.000,100.0,imdb
18,1,Beautiful documentary.,positive,0.9954379200935364,0.9954379200935364,1,0.9954379200935364,88.5663628578186,2,serodolfo,2020-08-23 00:00:00.000,100.0,imdb
19,0,Became president to maximize wealth: Imelda said it herself.,positive,0.9474480152130128,0.9474480152130128,1,0.9474480152130128,96.72641545534134,10,jladimayuga,2020-04-09 00:00:00.000,100.0,imdb
19,1,Marcos wanted to be president because he wanted to maximize his wealth and talent when a president supposedly gets fewer pesos than a private entity execs.,positive,0.9570772647857666,0.9570772647857666,1,0.9570772647857666,96.72641545534134,10,jladimayuga,2020-04-09 00:00:00.000,100.0,imdb
19,2,This documentary offers an interesting take on the Marcoses.,positive,0.9287091493606568,0.9287091493606568,1,0.9287091493606568,96.72641545534134,10,jladimayuga,2020-04-09 00:00:00.000,100.0,imdb
19,3,It serves as a prelude to the current political landscape in the Philippines.,positive,0.8861680626869202,0.8861680626869202,1,0.8861680626869202,96.72641545534134,10,jladimayuga,2020-04-09 00:00:00.000,100.0,imdb
19,4,"It brings two contrasting narration of events but with a nice treatment where the viewer, no matter how naive, will understand who's telling the truth.",positive,0.8502263426780701,0.8502263426780701,1,0.8502263426780701,96.72641545534134,10,jladimayuga,2020-04-09 00:00:00.000,100.0,imdb
19,5,This modern take on story telling is designed for the youtube generation.,positive,0.9653245806694032,0.9653245806694032,1,0.9653245806694032,96.72641545534134,10,jladimayuga,2020-04-09 00:00:00.000,100.0,imdb
19,6,It quickly moves from one topic to the other so as to keep the audience attention.,positive,0.8726754784584045,0.8726754784584045,1,0.8726754784584045,96.72641545534134,10,jladimayuga,2020-04-09 00:00:00.000,100.0,imdb
19,7,Didnt waste any minute.,positive,0.9645041227340698,0.9645041227340698,1,0.9645041227340698,96.72641545534134,10,jladimayuga,2020-04-09 00:00:00.000,100.0,imdb
19,8,Thank you for this documentary.,positive,0.9892113208770752,0.9892113208770752,1,0.9892113208770752,96.72641545534134,10,jladimayuga,2020-04-09 00:00:00.000,100.0,imdb
19,9,Every Filipino should watch this.,positive,0.9839387536048888,0.9839387536048888,1,0.9839387536048888,96.72641545534134,10,jladimayuga,2020-04-09 00:00:00.000,100.0,imdb
20,0,Corruption Unraveled: The Marcos regime is one of the most corrupt in the history of Philippine politics.,negative,0.7474107146263123,0.7474107146263123,-2,-1.4948214292526245,55.26752471923828,3,tomjonespowz,2020-06-02 00:00:00.000,90.0,imdb
20,1,This is truly and eye opener.,positive,0.8151296973228455,0.8151296973228455,1,0.8151296973228455,55.26752471923828,3,tomjonespowz,2020-06-02 00:00:00.000,90.0,imdb
20,2,I'd recommend for you to watch this.,positive,0.995743215084076,0.995743215084076,1,0.995743215084076,55.26752471923828,3,tomjonespowz,2020-06-02 00:00:00.000,90.0,imdb
21,0,Imelda shines a light!: This documents the darkest side of human nature.,positive,0.9621564149856568,0.9621564149856568,1,0.9621564149856568,62.77369037270546,4,no-el,2020-03-07 00:00:00.000,80.0,imdb
21,1,"The Kingmaker shines a light on those who wish only wealth and power, and don't care how they get it.",positive,0.8436262011528015,0.8436262011528015,1,0.8436262011528015,62.77369037270546,4,no-el,2020-03-07 00:00:00.000,80.0,imdb
21,2,"These narcissists are totally out of touch with reality, the ends totally justifies the means.",negative,0.8840455412864685,0.8840455412864685,-2,-1.768091082572937,62.77369037270546,4,no-el,2020-03-07 00:00:00.000,80.0,imdb
21,3,The correlation between her and Hillary Clinton are closer than you think!,positive,0.9842036962509156,0.9842036962509156,1,0.9842036962509156,62.77369037270546,4,no-el,2020-03-07 00:00:00.000,80.0,imdb
22,0,"Top directing: The great thing about this documentary is the way it switches after the first hour,from feeling sorry for the monster that is Imelda to feeling disgust.",positive,0.9774551391601562,0.9774551391601562,1,0.9774551391601562,99.19722378253937,2,pauliewalnuts-49356,2021-07-22 00:00:00.000,100.0,imdb
22,1,"but not only that,listening to the people who have tried to change things and their punishment thearafter trying to defend what is arguably one of the most beautiful places on earth.",positive,0.9904338121414183,0.9904338121414183,1,0.9904338121414183,99.19722378253937,2,pauliewalnuts-49356,2021-07-22 00:00:00.000,100.0,imdb
23,0,best documentary i watched in a while.,positive,0.9933316111564636,0.9933316111564636,1,0.9933316111564636,99.77480918169022,2,rusluc,2025-12-07 00:00:00.000,100.0,ltbx
23,1,"a very sharp and witty journalism, every clip is included for a reason and contributes so well to the storytelling.",positive,0.997660756111145,0.997660756111145,1,0.997660756111145,99.77480918169022,2,rusluc,2025-12-07 00:00:00.000,100.0,ltbx
24,0,everybody saying we shouldn’t have given Imelda any air time is 1) missing the point 2) misunderstanding the creative contextthis movie is a great glimpse into everything that’s wrong w the philippines and uses stellar cinematography to achieve that.,positive,0.9594694972038268,0.9594694972038268,1,0.9594694972038268,97.97347486019135,1,sabinoyb,2025-12-07 00:00:00.000,80.0,ltbx
25,0,Revealed a lot of controversies about the Marcoses that were never taught in History class.,positive,0.7715767621994019,0.7715767621994019,1,0.7715767621994019,42.44596064090729,2,ligayaaaaa,2025-12-02 00:00:00.000,70.0,ltbx
25,1,It is infuriating that we let this family =erase their atrocities of the past.,negative,0.5368691682815552,0.5368691682815552,-2,-1.0737383365631104,42.44596064090729,2,ligayaaaaa,2025-12-02 00:00:00.000,70.0,ltbx
26,0,the filipinos are stupid.,negative,0.9106073975563048,0.9106073975563048,-2,-1.8212147951126096,4.330567121505737,5,yxanerev,2025-12-02 00:00:00.000,70.0,ltbx
26,1,that is basically it.,positive,0.7451695203781128,0.7451695203781128,1,0.7451695203781128,4.330567121505737,5,yxanerev,2025-12-02 00:00:00.000,70.0,ltbx
26,2,we are stupid.,negative,0.9236989617347716,0.9236989617347716,-2,-1.8473979234695432,4.330567121505737,5,yxanerev,2025-12-02 00:00:00.000,70.0,ltbx
26,3,stupid enough to let our ignorance lead the way to marcoses reign in leadership.,negative,0.5242346525192261,0.5242346525192261,-2,-1.0484693050384521,4.330567121505737,5,yxanerev,2025-12-02 00:00:00.000,70.0,ltbx
