movie_name,review_text,date,topic
The Kingmaker,"A really really good documentary.I learned a lot about the history of my maternal country which I admittedly only knew surface level before. It didn't go super super deep into every historical aspect as this was more of a character study of Imelda, the charming, manipulative, flamboyant, delusinal first lady behind some of the worst years of philippine dictatorship. But it does go into the present day as well as talk about some of the atrocities of the Marcos dictatorship period. It makes me sad knowing that the country is LITERALLY repeating history because people haven't learned from the mistakes of the past-- because it isn't taught and propaganda is powerful. It also makes me sad to see the parallels between the US and the Philippines in this regard. Also gross to see how the US has its hands in the pies of foreign govts. Like we know that already but yeah it's just gross. This was filmed before bongbong became president and it warns us that it's coming and it's frustrating and infuriating.Anyway. I really think Imelda believes her job is to mother everyone, to mother the country. I think she really believes that is her purpose. But she's an abusive mother. She doesn't care about the needs of her children.Anyway going to high school in the Philippines was crazy bc I've literally been at the same parties as the children of these politicians and dictators. Like literally Gossip Girl Philippines. It's disgusting to think about the wealth disparity and the pain that some of these people have brought on the country.",2025-10-30,0
The Kingmaker,Imelda Marcus should've been a comedian,2025-10-30,0
The Kingmaker,"“Perception is real, the truth is not”I watched this documentary way back on December 25, 2022—the same year when Ferdinand Marcos Jr., the son of the late dictator, won the presidential election. During that time, I was still grieving (and honestly, I still am) over the fact that despite his family’s wickedness, despite their crimes against the Filipino people—his son still managed to win.I was new to these things back then, and English was still a challenge for me. But when I heard Imelda Marcos utter those words, my jaw dropped. Every word that comes out of this woman’s mouth is either a lie, arrogance, delusion, or fabrication. It’s ironic that they gave her the benefit of the doubt, but it turns out to be a reason for us to hate her even more. As the saying goes, you can catch a fish by its mouth—and in this case, her words alone expose how filthy, hideous, and wicked she is.Although I was still new to in-depth politics during that time, I was shocked by how she spoke about some of the worst politicians of her era with such pride and admiration. Not to mention how rich she became, not through hard work or service, but through theft disguised as glamour.She’s delusional. You’re not mothering—Imelda, you’re manipulating.P.S. That Picasso painting cameo? It would send you to a coma. Just imagine how much money they stole, all because she wanted her life to be “Imeldefic.”",2025-10-26,3
The Kingmaker,"Now this might strike some viewers as harsh, but I believe everyone involved in this story should die.",2025-10-22,-1
The Kingmaker,feeling mother putanginamo imelda,2025-10-16,1
The Kingmaker,I love fas(cism)hion - Imelda Marcos,2025-10-16,0
The Kingmaker,putanginaniyo,2025-10-15,1
The Kingmaker,"my biggest flex is being able to tell ppl my dad participated in the people power revolution in the philippines, blocking military tanks and protecting ballot boxes from being hijacked by marcos during the electionthat being said if he were alive today he would be livid to see the state of the philippines now </3 insane watching this in 2025 in the midst of having to witness history repeat itself every day… what a fucking joke lol",2025-10-12,0
The Kingmaker,,2025-10-13,-1
The Kingmaker,Imelda starts spouting lies whenever she gets the chance,2025-10-08,0
The Kingmaker,.,2020-08-06,1
The Kingmaker,Ahhhh yes the classic tale of a corrupt queen.,2025-10-06,0
The Kingmaker,"Unfortunately the media is more powerful than the gun. The gun can kill only up to your grave, but the media can kill you beyond your grave and to infinity.",2025-10-05,-1
The Kingmaker,"What I love the most about Lauren Greenfield’s films is that she lets her subject and the material speak so clearly that you can understand everything that she’s implying. The film opens up with Mrs. Marcos driving through an impoverished street in the Philippines, looking sorrowful covered in designer clothing and pieces of jewelry that could probably remake the entire neighborhood. She takes out her wallet and hands out 50 pesos to each of the residents who clamor to her window once they see who she is and what she has in her hands. Her hands move with the precision of a Coin-o-matic, only dispersing one crisp bill per person. This is all she can manage to provide and all she thinks the deserve. The film documents the atrocities, glamour, abuses, and scandal of the Marcos regime while covering Bong Bong Marcos’s bid for vice president. The parallels to America’s current fascist regime are apparent. The image of Mrs. Marcos that emerges is that she never grew out of the child who was abandoned by her mother and was not taught the true meaning of love. Love to her is money and show, not progress. Those who do not know the meaning of love cannot give it.",2025-09-25,0
The Kingmaker,sabi n’ya sila nagrun sa politics para dumami pera lol,2025-10-02,0
The Kingmaker,i get pissed off every time i have to rewatch ts and see their faces.,2025-09-24,2
The Kingmaker,baleng sapakin pagmumukha ng mga marcos !!!!,2025-08-28,1
The Kingmaker,The Google rabbit hole I entered after watching this was brutal,2025-09-27,0
The Kingmaker,gusto ko lang magalit ulit tagal mamatay ni mother melds eno,2025-09-27,1
The Kingmaker,"tama si lino brocka, the marcoses should have been fucking killed ",2025-09-26,2
The Kingmaker,paawa effect,2025-09-26,1
The Kingmaker,"tuta, diktador, pasista",2025-09-26,1
The Kingmaker,kupal marcos,2025-09-25,1
The Kingmaker,"ang basura, kahit bihisan mo ng ginto, basura pa rin TANGINA MO IMELDA TANGINA NG BUONG PAMILYA MO MAY ARAW DIN KAYO",2025-09-22,1
The Kingmaker,PA'NO N'YO SILA NAPAPAYAG NA GAWIN 'TONG DOCU NA TO? WHAHAHAHHA,2025-09-19,1
The Kingmaker,bruh,2025-09-23,1
The Kingmaker,would love to see another documentary following this with now that marcos jr. became the president. this shit is crazy.,2025-09-23,0
The Kingmaker,People who forget the mistakes of the past are condemned to repeat them.MARCOS DUTERTE WALANG PINAG-IBA!,2025-09-23,0
The Kingmaker,tangina niyo. #NeverAgain #NeverForget,2025-09-23,4
The Kingmaker,IKULONG NA ‘YAN MGA KURAKOT!,2025-09-23,1
The Kingmaker,"“he [marcos sr.] wanted to be president so he could maximize his wealth.”“he [marcos jr.] was interested in physics, math, and biology, but my grandfather told him, ‘there’s no money in that! switch to politics instead.’”these lines, coming straight from their fucking mouths, make my blood boil. ANG KAKAPAL NG MGA MUKHA!!! they never wanted to serve the people. they just wanted power so they could enrich themselves. i agree so much with direk lino brocka. they should’ve been killed. NO tears for them. but as painful as it is to admit, the real enemy of the filipino people is often their fellow filipinos. we keep electing the same shameless, thieving animals who plunder the nation’s coffers without remorse. we never learn. it’s the same cycle, over and over again. we should never have been kind to the marcoses, because they were never kind to the filipino people.",2025-09-22,-1
The Kingmaker,And fuck you Miriam Defensor Santiago for giving marcos a platform again ,2025-09-22,2
The Kingmaker,WOOOH NAKAKAPUTANGINA,2025-09-22,1
The Kingmaker,i cant believe i actually know people who still shamelessly support these out of touch fuckers,2025-09-22,-1
The Kingmaker,I swear to god if I hear another “mother” from her mouth one more time…,2025-09-22,0
The Kingmaker,Dumbass shaded two presidents in the ballot,2025-09-21,0
The Kingmaker,"“Perception is real and the truth is not,” words from a woman who was essentially the face of the darkest moments in Filipino history. This documentary was not just meant to inform the people; it was a warning a warning that the sins of the past would come back to haunt the Filipino people, and they have. In recent months, the Philippines has been marred by controversies involving ghost projects and corrupt officials. Yet, after speaking with many people about this matter, one question always prevails: How? How did the corruption, plunder, and blatant theft from the Filipino people become so severe?Upon watching this, the answer became clear as day: it is because we allowed those who started the problem to get away with it. We, as Filipinos, glorified the rich and powerful, while the poor who fought back were treated as criminals. The rich became gods, the supposed benefactors of the poor, when in truth, what they gave was only a fraction of what they had stolen. The Marcoses became the blueprint of Philippine corruption today. They set the rules on how to plunder the people. To fix this issue, we must first hold accountable those who began it in the first place.Democracy no longer truly exists in the Philippines, for it has long been the government against the people ever since the Marcoses were allowed back into the political landscape. Forgetting the past horrors, terrors, and sins has only allowed history to repeat itself. It may not always be under the same name or family, but it is carried out in the same way. If we want change, we must believe that it is not a question of when but of how. We must commit to a long-term process of change, not fall for empty promises. A nation cannot be built in a day, and solutions to systemic issues will never materialize in just a few years.Despite all this, I remain optimistic that these recent issues of corruption will open the eyes of those who were once blinded by words and false promises. The Filipino people should no longer be bound by biased perceptions; we are slowly beginning to see the truth. We are being played and I hope these events will finally serve as the catalyst for change: a change in governance, a change in mentality, and a change for the betterment of the Philippines.",2025-09-21,3
The Kingmaker,ube ube ube,2025-09-21,1
The Kingmaker,HAJAJWJDHSHAHAHAHDJWNABWSBAHAHA LANGYA ANG RANDOM NUNG 1K ahaha pero cge kung tingin mo ayan makakatulong sa cancer patient ,2025-09-21,1
The Kingmaker,"I thought that Ismelda Marcos was dead (!) but she's very much alive and still politically active. She's surely one of the most abhorrent, hypocritical and amoral scumbags of recent political history, and here she is, freely talking (lying) to camera and exposing herself in all her greed and hypocrisy. Somehow Greenfield, given this access to this great monster, doesn't manage to make any more out of it than this decent, solid TV doc/biopic: it can't help feeling like a massive missed opportunity.",2019-12-26,0
The Kingmaker,Any,2025-09-10,1
The Kingmaker,"Los poderosos solo quieren más poder. Pinchi vieja. La gente son borregos. Los cambios los hacemos nosotros, somos líderes de nuestras propias decisiones, no las decisiones de los intereses de unos pocos. Lo bueno es que todos mueren",2025-09-08,0
The Kingmaker,"Seriously, who does this woman think she is? Who does this family think they are?! Putangina sana mapulbos n ang mga marcos sa mundo",2025-09-07,0
The Kingmaker,"This documentary filled me with utter sadness, seeing how we allowed tyranny to creep up into the mainstream. What the late former President, Noynoy Aquino, said especially resonated with me: ""People who forget the mistakes of the past are condemned to repat them. Have we not learned our lessons?""We must take great care of our history, otherwise we'll continue being the victims of our past. This documentary serves well to showcase of not just the horrors of the Marcos regime, but of the vileness the Marcos family still exudes today. We should've never have let them leave the country. We should've killed the tyrants. Never Again.",2025-09-05,0
The Kingmaker,We will never understand the mind of Imelda Marcos. It's not as if doing so would resolve any of her faults.,2025-09-04,0
The Kingmaker,"As a proud Filipino American it was truly shocking to learn about the corrupt history of the Philippines, and a big part as to why my family (on my mothers side) had to move to America when they did. The Marcos are despicable.",2025-09-01,0
The Kingmaker,okay naman ung documentary i think nababanas lang ako sa mukha ni imelda talaga,2025-08-27,1
The Kingmaker,kuhang kuha inis ko tangina,2025-08-26,1
The Kingmaker,ความโสมมประชาคมอาเซียนที่ถูกถ่ายทอดออกมาผ่านสารคดีเมียของมาร์กอสผู้นำฟิลิปปินส์ในยุค 70 ที่อยู่ในตำแหน่งมาอย่างยาวนาน และ มีการยึดครองของหลางมาเป็นของตัวเอง โดยการเล่าเรื่องผ่านมุมมองของอิเมลดา มาร์กอส เมียของเขาที่ยังคงมีชีวิตอยู่ เป็นส.ส. และ กำลังวางรากฐานอำนาจเพื่อที่จะให้ลูกนั้นก้าวไปสู่ตำแหน่งเดียวกับที่พ่อเคยเป็น นั่นก็คือประธานาธิบดีของฟิลิปปินส์การให้อิเมลดาเล่าเรื่องที่ตัวเองภูมิใจประกอบกับบทสัมภาษร์และภาพฟุตเทจในอดีตที่เกี่ยวข้อง มันเลยทำให้มันมีการทำภาพของคนที่เชื่อในสิ่งที่ตัวเองทำจริงแบบบริสุทธิ์ใจ แต่ในอีกแง่มุมนึง สิ่งที่เขาทำเอาไว้มาตลอดมันคือการกดทับชาวบ้าน ที่ไม่มีใครรู้เลยว่าเป็นเครื่องมือทางการเมืองของพวกเขา,2020-07-21,0
The Kingmaker,tanginamo imelda,2025-08-26,1
The Kingmaker,"i was crying until the very end of this docu film. i’m just full of pain and anger. when will filipino suffering ever end? i know that one day we’ll get the good things and the justice we’ve deserved since the beginning. despite everything that’s happened, and what’s still happening in our country, i’m still holding on to hope. but i can’t stop thinking about how we really failed ma’am Leni in the 2022 elections. putangina ng mga marcoses, dutertes, at sa lahat ng mga politicians na walang ginawa kundi mangyurak ng kapwa nila pilipino. hindi kayo tao. ni katiting na karapatan para mabuhay, hindi sainyo nararapat.",2025-08-26,0
The Kingmaker,"“I miss the clout of being a first lady”This documentary tells us how powerful a word is. Watch Imelda as she retells history from her point of view. And that line she said when she says that she misses the clout of being a first lady… I don’t know what to say about that, you choose.",2025-08-26,-1
The Kingmaker,Imelda Ilusyunada...,2025-08-26,0
The Kingmaker,And guess what?.. Who’s back in the presidency again?!?,2025-08-26,0
The Kingmaker,punyeta delusyonada,2025-08-24,-1
The Kingmaker,first of the month tas required viewing pa #retiredcinephile,2025-08-20,0
The Kingmaker,"she’s so crazy, delusional, and FIERCE like that’s Mother!!! my heart goes out to the people of The Philippines - I’m so sorry divas",2025-08-18,0
The Kingmaker,Mashallah I can leave this country  I’m sick as fuck,2025-08-15,2
The Kingmaker,The power of thesis-antithesis-synthesis storytelling. Real horror story.,2025-08-14,0
The Kingmaker,Imelda was kinda sickSick in the head,2025-08-13,0
The Kingmaker,wild character study,2025-08-11,0
