review_id,sentence_num,username,date,rating,source,sentence,sentiment,confidence,prob_negative,prob_neutral,prob_positive,sentiment_std,rating_numeric
7,7,RobertN1,2025-10-04 00:00:00.000,70.0,imdb,I also appreciated how the film showed the current scene of the Philippines with Bongbong running for Vice-President (and who is President as I write this 6 years after the film came out),positive,0.9836485385894775,0.01633981429040432,1.1569113667064812e-05,0.9836485385894775,positive,70.0
7,8,RobertN1,2025-10-04 00:00:00.000,70.0,imdb,"Overall, I think this is a worthwhile watch to learn about the history of the Philippines political dynasty from 1965 - 1986, and then again around 2016",positive,0.9947406649589539,0.005243000108748674,1.641303788346704e-05,0.9947406649589539,positive,70.0
7,9,RobertN1,2025-10-04 00:00:00.000,70.0,imdb,- 7/10,negative,0.8529111742973328,0.8529111742973328,0.00010618132364470512,0.14698275923728943,negative,70.0
8,1,josephnueva01,2020-11-07 00:00:00.000,90.0,imdb,Uncovering the Fantasy World of the Marcoses: Brilliant documentary,positive,0.9954245686531067,0.004550987388938665,2.4490358555340208e-05,0.9954245686531067,positive,90.0
8,2,josephnueva01,2020-11-07 00:00:00.000,90.0,imdb,It shows how much you can do with money; it can turn lies to history,positive,0.5885617136955261,0.41128918528556824,0.00014904966519679874,0.5885617136955261,positive,90.0
9,1,andrewpeterconnell,2020-03-02 00:00:00.000,80.0,imdb,An eye opener: Highly recommend this,positive,0.9977953433990479,0.0020780700724571943,0.0001266031467821449,0.9977953433990479,positive,80.0
9,2,andrewpeterconnell,2020-03-02 00:00:00.000,80.0,imdb,Like her or loathe her you can't deny the blatant pesos for politics,negative,0.6265992522239685,0.6265992522239685,5.1274910219945014e-05,0.37334951758384705,negative,80.0
9,3,andrewpeterconnell,2020-03-02 00:00:00.000,80.0,imdb,Watching Marcos hand out wads of cash to kids in a hospital ward in front of the cameras was as cynical as it was sickening,negative,0.548414945602417,0.548414945602417,4.841619011131115e-05,0.4515365660190582,negative,80.0
9,4,andrewpeterconnell,2020-03-02 00:00:00.000,80.0,imdb,I've never paid much (read: any) attention to Filipino politics but will be following along the 2022 election with interest,positive,0.9187973737716675,0.08117528259754181,2.737373324634973e-05,0.9187973737716675,positive,80.0
10,1,PipAndSqueak,2019-12-21 00:00:00.000,80.0,imdb,Dark truths are there if your eyes are open: This is an incredibly well put together documentary,positive,0.9831438660621643,0.01683623343706131,1.9876184524036944e-05,0.9831438660621643,positive,80.0
10,2,PipAndSqueak,2019-12-21 00:00:00.000,80.0,imdb,"Imelda Marcos doesn't exactly shoot herself in the foot - she is too smart to do that, but you nonetheless get to see the realities she so flagrantly ignores whilst living in her self made fantasy world",positive,0.9045315980911255,0.09544577449560165,2.260589099023491e-05,0.9045315980911255,positive,80.0
10,3,PipAndSqueak,2019-12-21 00:00:00.000,80.0,imdb,How many billions has this power crazed matriarch squirreled away in 140 countries across the world,positive,0.9205710291862488,0.07939866930246353,3.028716855624225e-05,0.9205710291862488,positive,80.0
10,4,PipAndSqueak,2019-12-21 00:00:00.000,80.0,imdb,There are only 8 and a bit billion people on the planet and handing each one a single dollar might seem like generosity but this very much hides the manipulations of the Marcos clan,positive,0.7954013347625732,0.20457139611244202,2.7324191250954755e-05,0.7954013347625732,positive,80.0
10,5,PipAndSqueak,2019-12-21 00:00:00.000,80.0,imdb,We note other world leaders seem to be in the same exclusive club as this gurning despot,positive,0.8469094038009644,0.1530561000108719,3.454309262451716e-05,0.8469094038009644,positive,80.0
10,6,PipAndSqueak,2019-12-21 00:00:00.000,80.0,imdb,Lord help us all,positive,0.9369052052497864,0.06306051462888718,3.424934038775973e-05,0.9369052052497864,positive,80.0
11,1,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb,"Outstanding and riveting documentary: ""The Kingmaker"" (2019 release; 100 min",positive,0.9948362112045288,0.00514499144628644,1.887502548925113e-05,0.9948362112045288,positive,80.0
11,2,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb,") is a documentary about the life and times of Imelda Marcos, erstwhile First Lady of the Philippines (1965-1986)",positive,0.8467544913291931,0.15320591628551483,3.961738184443675e-05,0.8467544913291931,positive,80.0
11,3,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb,"As the movie opens, we are in ""Manile, 2014"", and Imelda is visiting the old neighborhood (the Presidential Palace)",positive,0.9777008891105652,0.022284677252173424,1.4501587429549545e-05,0.9777008891105652,positive,80.0
11,4,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb,"""I miss the clout of being First Lady"", she laments, while wondering if her appearance and make-up for the interview is ok",positive,0.650908887386322,0.3490275740623474,6.349409522954375e-05,0.650908887386322,positive,80.0
11,5,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb,"We then go back in time, as we look at her very modest upbringing until she catches the eye of Ferdinand Marcos while in a beauty contest",positive,0.9465242624282837,0.05343515798449516,4.060000355821103e-05,0.9465242624282837,positive,80.0
11,6,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb,"Before we know it, they marry and Marcos vies to become President of the Philippines",positive,0.9301657676696777,0.06981340795755386,2.0817424228880554e-05,0.9301657676696777,positive,80.0
11,7,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb,At this point we are 10 min,positive,0.7906965017318726,0.20921073853969574,9.272980241803452e-05,0.7906965017318726,positive,80.0
11,8,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb,into the documentary,positive,0.8319122791290283,0.1680445820093155,4.3131341953994706e-05,0.8319122791290283,positive,80.0
11,9,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb,"Couple of comments: this is the latest documentary from writer-director Lauren Greenfield, best known for her 2012 documentary ""The Queen of Versailles""",positive,0.9793614745140076,0.020621713250875473,1.680363857303746e-05,0.9793614745140076,positive,80.0
11,10,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb,"Here she seemingly gets unfettered access to Imelda and her entourage, and she lets Imelda tell her side of the story, one in which of course Imelda is but a shining bright star in the darkness that is the Filipino sea of poverty",positive,0.980558454990387,0.019423728808760643,1.7748428945196792e-05,0.980558454990387,positive,80.0
11,11,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb,"The great thing is that Greenfield doesn't have to ""manufacture"" anything: Imelda does it for her",positive,0.9942599534988403,0.005725129973143339,1.4925059076631442e-05,0.9942599534988403,positive,80.0
11,12,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb,"Greenfield of course give ample screen time to opposing views, including survivirs of the Martial Lawera (1972-1980), during which torturing was rampant, And oh, lest we forget: the Marcoses stole an estimated $8-10 billion (with a ""b"") while in office",positive,0.8507713675498962,0.14917483925819397,5.3872616263106465e-05,0.8507713675498962,positive,80.0
11,13,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb,"And if all of this isn't enough, Greenfield follows the Vice Predential election campaign in 2015-16 of Bongbong Marcos (son of Imelda), which itself becomes as revelating as anyting (just watch",positive,0.97646164894104,0.02352464757859707,1.3749665413342882e-05,0.97646164894104,positive,80.0
11,15,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb,"When confronted with issues of ""ill-gotten wealth"", Imelda simply shrugs it off (as does Bongbong)",positive,0.7615922689437866,0.23836466670036316,4.312058081268333e-05,0.7615922689437866,positive,80.0
11,16,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb,"""Perception is real, and the truth is not"", she states as a matter of fact",negative,0.8751583695411682,0.8751583695411682,4.965843618265353e-05,0.12479200214147568,negative,80.0
11,17,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb,"Hmmm, where have we heard this elsewhere in recent times",negative,0.8010728359222412,0.8010728359222412,9.183678776025772e-05,0.19883528351783752,negative,80.0
11,18,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb,"Bottom line: ""The Kingmaker"" is an oustanding and riveting documentar, period",positive,0.9962598085403442,0.0037108019459992647,2.950419730041176e-05,0.9962598085403442,positive,80.0
11,19,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb,"""The Kingmaker"" premiered on Showtime in 2019, which I somehow missed, but I recently caught it on Showtime on Demand and it is available on other VOD platforms too",positive,0.9683645367622375,0.03162119910120964,1.4247881154005881e-05,0.9683645367622375,positive,80.0
11,20,paul-allaer,2021-01-01 00:00:00.000,80.0,imdb,"If you have any interest in ""lifestyles of the rich and famous"", or how depots fleece an entire country for decades, I'd readily suggest you check this out, and draw your own conclusion",positive,0.9707344770431519,0.029236076399683952,2.9359704058151692e-05,0.9707344770431519,positive,80.0
12,1,simonekjansen,2020-09-06 00:00:00.000,100.0,imdb,insight in something unseen: Interesting story about something i knew nothing about,positive,0.9258505702018738,0.07412682473659515,2.265404509671498e-05,0.9258505702018738,positive,100.0
12,2,simonekjansen,2020-09-06 00:00:00.000,100.0,imdb,a political insight in a very important story of a world in unbalance,positive,0.9545202255249023,0.04545699805021286,2.2790245566284284e-05,0.9545202255249023,positive,100.0
13,1,cyankindasus,2022-08-17 00:00:00.000,100.0,imdb,I wish this would be played in schools,positive,0.953214704990387,0.04673706367611885,4.814742715097964e-05,0.953214704990387,positive,100.0
13,2,cyankindasus,2022-08-17 00:00:00.000,100.0,imdb,": You can find it in YouTube FOR FREE, this documentary was not made for malicious purposes",positive,0.9640998840332031,0.035883862525224686,1.6219113604165614e-05,0.9640998840332031,positive,100.0
13,3,cyankindasus,2022-08-17 00:00:00.000,100.0,imdb,"The Marcos family themselves tell the story, not some director who can't even do their research properly",positive,0.9006949663162231,0.09928557276725769,1.9458355382084846e-05,0.9006949663162231,positive,100.0
14,1,matachrstn,2021-10-13 00:00:00.000,90.0,imdb,Marcos Heist: One line that caught me off guard is what Bongbong's son said about his career,positive,0.7717852592468262,0.2281792163848877,3.550616747816093e-05,0.7717852592468262,positive,90.0
14,2,matachrstn,2021-10-13 00:00:00.000,90.0,imdb,"Cause you know he wanted to do Physics, Math, Biology",positive,0.9060873985290527,0.09386111795902252,5.145231625647284e-05,0.9060873985290527,positive,90.0
14,3,matachrstn,2021-10-13 00:00:00.000,90.0,imdb,"But my grandfather (the late president) is like ""There's no money in that, switch to Politics""

That explains a lot about their family",positive,0.8515272736549377,0.14843909442424774,3.3610100217629224e-05,0.8515272736549377,positive,90.0
14,4,matachrstn,2021-10-13 00:00:00.000,90.0,imdb,Precise and well-researched documentary,positive,0.9823225140571594,0.017666194587945938,1.1254345736233518e-05,0.9823225140571594,positive,90.0
15,1,sfcrab,2019-12-12 00:00:00.000,80.0,imdb,It's not about shoes,positive,0.7598637938499451,0.24005059897899628,8.556488319300115e-05,0.7598637938499451,positive,80.0
15,2,sfcrab,2019-12-12 00:00:00.000,80.0,imdb,: Loved The Kingmaker,positive,0.9944031238555908,0.005578726530075073,1.817076736188028e-05,0.9944031238555908,positive,80.0
15,3,sfcrab,2019-12-12 00:00:00.000,80.0,imdb,One of those docs that start out one way and slowly reveal another darker side,negative,0.7046283483505249,0.7046283483505249,2.584761932666879e-05,0.29534584283828735,negative,80.0
15,4,sfcrab,2019-12-12 00:00:00.000,80.0,imdb,And also one of those subjects so sure of themselves that they have no problem saying things that are incriminating,positive,0.6804046034812927,0.3194888234138489,0.00010665666923159733,0.6804046034812927,positive,80.0
15,5,sfcrab,2019-12-12 00:00:00.000,80.0,imdb,Imelda reveals a lot without caring,positive,0.892973005771637,0.10700393468141556,2.313845106982626e-05,0.892973005771637,positive,80.0
15,6,sfcrab,2019-12-12 00:00:00.000,80.0,imdb,The correlation between her and Trump are closer than you think,positive,0.9125310778617859,0.0874338448047638,3.4973531001014635e-05,0.9125310778617859,positive,80.0
16,1,jihoonpark-58947,2022-03-13 00:00:00.000,80.0,imdb,"It's not a surprise that the marcoses is paving the way for their return to power: This movie's purpose is to reclaim the narrative that the Martial Law is the ""Golden Age"" of the Philippine politics but it sure as hell backfire to them",negative,0.5738829970359802,0.5738829970359802,5.6226373999379575e-05,0.4260607659816742,negative,80.0
16,2,jihoonpark-58947,2022-03-13 00:00:00.000,80.0,imdb,"The movie/documentary is well research, balanced and no biases towards any of the personality featured",positive,0.9907953143119812,0.009194077923893929,1.0651086995494552e-05,0.9907953143119812,positive,80.0
16,3,jihoonpark-58947,2022-03-13 00:00:00.000,80.0,imdb,Fact checking is evident towards any of the claims by Imelda that none was killed nor tortured that only good things happened during the regime,positive,0.9031733274459839,0.09678994864225388,3.67252723663114e-05,0.9031733274459839,positive,80.0
16,4,jihoonpark-58947,2022-03-13 00:00:00.000,80.0,imdb,"Personally, growing up I love reading especially history about Philippines so its not a surprise to me that the Marcos regime is bad but this information is inaccessible to everyone unless you specifically look for it and the gov't provided textbooks is riddled with wrong information",negative,0.6137951612472534,0.6137951612472534,4.8664827772881836e-05,0.3861561417579651,negative,80.0
16,5,jihoonpark-58947,2022-03-13 00:00:00.000,80.0,imdb,Its now 2022 and the presidential election is coming and the son's dictator is running for the highest position against the same person who beats him during the 2016 vice presidential election,positive,0.9416429400444031,0.05833258479833603,2.4429584300378338e-05,0.9416429400444031,positive,80.0
16,6,jihoonpark-58947,2022-03-13 00:00:00.000,80.0,imdb,The tide is changing this time because of the emergence of young voters gearing towards the new wave of politicians but its harder to fight for votes knowing that the machinery handling them is leaning towards the Marcoses,positive,0.816387951374054,0.1835734248161316,3.8621732528554276e-05,0.816387951374054,positive,80.0
16,7,jihoonpark-58947,2022-03-13 00:00:00.000,80.0,imdb,This movie helped me get to know what type of person Imelda and their family,positive,0.9935245513916016,0.006463966332376003,1.1483323760330677e-05,0.9935245513916016,positive,80.0
16,8,jihoonpark-58947,2022-03-13 00:00:00.000,80.0,imdb,"Their tagline Babangon Muli is not for the filipino people suffering for the effects of COVID-19, its for their family to go back to the Malacañan Palace and get back the power and clear their names from all the charges",positive,0.9562957286834717,0.04368652030825615,1.781782520993147e-05,0.9562957286834717,positive,80.0
17,1,wikiblue,2020-03-02 00:00:00.000,100.0,imdb,"Excellent Documentary: To all the people believing in somebody coming in and just giving away crumbs to make you shut up and just stop complaining, while they are living the grand life with money stolen from you and your countryman",positive,0.9946712851524353,0.005307587794959545,2.1145682694623247e-05,0.9946712851524353,positive,100.0
17,2,wikiblue,2020-03-02 00:00:00.000,100.0,imdb,this documentary is a pearl,negative,0.9101577401161194,0.9101577401161194,5.607190541923046e-05,0.08978614956140518,negative,100.0
17,3,wikiblue,2020-03-02 00:00:00.000,100.0,imdb,You just can see how they really are,positive,0.9474757313728333,0.052499834448099136,2.4416100131929852e-05,0.9474757313728333,positive,100.0
17,4,wikiblue,2020-03-02 00:00:00.000,100.0,imdb,True selves because they can't help it,positive,0.8479889631271362,0.1519487053155899,6.234041211428121e-05,0.8479889631271362,positive,100.0
18,1,serodolfo,2020-08-23 00:00:00.000,100.0,imdb,Marcos Regime the darkest in Philippines history: My opinion: The Marcoses siphoned and plundered the country's fund and Imelda is convicted with graft and corruption but she wasn't jailed because sadly that's how the justice system works for the powerful,negative,0.5296879410743713,0.5296879410743713,4.1444054659223184e-05,0.4702706038951874,negative,100.0
18,2,serodolfo,2020-08-23 00:00:00.000,100.0,imdb,Beautiful documentary,positive,0.9939666986465454,0.006020915694534779,1.2381343367451336e-05,0.9939666986465454,positive,100.0
19,1,jladimayuga,2020-04-09 00:00:00.000,100.0,imdb,Became president to maximize wealth: Imelda said it herself,positive,0.9540055394172668,0.045972760766744614,2.174321525671985e-05,0.9540055394172668,positive,100.0
19,2,jladimayuga,2020-04-09 00:00:00.000,100.0,imdb,Marcos wanted to be president because he wanted to maximize his wealth and talent when a president supposedly gets fewer pesos than a private entity execs,positive,0.9586769938468933,0.04130507633090019,1.7974085494643077e-05,0.9586769938468933,positive,100.0
19,3,jladimayuga,2020-04-09 00:00:00.000,100.0,imdb,This documentary offers an interesting take on the Marcoses,positive,0.9528551697731018,0.047118447721004486,2.6299674573238008e-05,0.9528551697731018,positive,100.0
19,4,jladimayuga,2020-04-09 00:00:00.000,100.0,imdb,It serves as a prelude to the current political landscape in the Philippines,positive,0.911214292049408,0.08874411135911942,4.164243000559509e-05,0.911214292049408,positive,100.0
19,5,jladimayuga,2020-04-09 00:00:00.000,100.0,imdb,"It brings two contrasting narration of events but with a nice treatment where the viewer, no matter how naive, will understand who's telling the truth",positive,0.8699765801429749,0.12995599210262299,6.744940765202045e-05,0.8699765801429749,positive,100.0
19,6,jladimayuga,2020-04-09 00:00:00.000,100.0,imdb,This modern take on story telling is designed for the youtube generation,positive,0.9681656956672668,0.031818415969610214,1.586091639182996e-05,0.9681656956672668,positive,100.0
19,7,jladimayuga,2020-04-09 00:00:00.000,100.0,imdb,It quickly moves from one topic to the other so as to keep the audience attention,positive,0.8592054843902588,0.14068886637687683,0.00010561303497524932,0.8592054843902588,positive,100.0
19,8,jladimayuga,2020-04-09 00:00:00.000,100.0,imdb,Didnt waste any minute,positive,0.9143456816673279,0.08561065047979355,4.359418380772695e-05,0.9143456816673279,positive,100.0
19,9,jladimayuga,2020-04-09 00:00:00.000,100.0,imdb,Thank you for this documentary,positive,0.9926406741142273,0.007342053577303886,1.73216758412309e-05,0.9926406741142273,positive,100.0
19,10,jladimayuga,2020-04-09 00:00:00.000,100.0,imdb,Every Filipino should watch this,positive,0.9728220105171204,0.027160681784152985,1.730435178615153e-05,0.9728220105171204,positive,100.0
20,1,tomjonespowz,2020-06-02 00:00:00.000,90.0,imdb,Corruption Unraveled: The Marcos regime is one of the most corrupt in the history of Philippine politics,negative,0.801366925239563,0.801366925239563,5.176569538889453e-05,0.1985812932252884,negative,90.0
20,2,tomjonespowz,2020-06-02 00:00:00.000,90.0,imdb,This is truly and eye opener,positive,0.9006630182266235,0.09929686784744263,4.0049624658422545e-05,0.9006630182266235,positive,90.0
20,3,tomjonespowz,2020-06-02 00:00:00.000,90.0,imdb,I'd recommend for you to watch this,positive,0.9956821203231812,0.004269871860742569,4.7938694478943944e-05,0.9956821203231812,positive,90.0
