username,rating,review_text,date,likes,comments,viewing_type,user_liked
theorollason,8,"Sets off as an Imelda Marcos profile with a wicked sense of humour, and slowly morphs into a disturbing exposé of the inbreeding of a political dynasty poised for a comeback (more accurately, the point is that they never really went away). The film is largely about image maintenance, and it’s fascinating to see Marcos so obviously convinced that this film is just another propaganda vehicle. It’s maybe a little too sprawling too quickly, and the story remains ominously unfinished, but I admired the film’s ambition and clarity. “Perception is real, and the truth is not” says Marcos. The film’s relevance extends far beyond the Philippines.",2019-10-06,1,0,watch,False
darrencb,7,"""Perception is real, and the truth is not"". These terrifying words come from the delusional Imelda Marcos, whose influence on politics in the Philippines is scary. The Kingmaker interviews Marcos at length, only for it to become clear that she is a greedy liar seeking to play the victim. Her opulent lifestyle and desire to birth a paradise is slowly realised to come from a scary place. As The Kingmaker is mostly a conventional documentary, aside from its lack of chronology, it feels likely to become a neoliberal piece of mild condemnation without the guts to pick apart Filipino politics. Yet The Kingmaker does find a voice, and manages to find fault in the more liberal governments in the Philippines. Their inability to solve the problems are shown by the film's eventual focus on the resurgence of the Marcos family and their proxy candidate, the evil Rodrigo Duterte. It is a sad and scary time for the Philippines and really this story is still breaking. Who knows if The Kingmaker is telling this slice of history at its beginning or end.There's horrifying moments in The Kingmaker, such as the chilling accounts of torture, the children who openly like martial law, and the fact that Rodrigo Duterte has any power. As a documentary this may not be very inspired, but the subject matter is vital for us all to know. The inbreeding nature of politics has allowed one family to have influence, either overtly or covertly, over an entire country for decades. Perhaps Imelda Marcos does have a plan for paradise, but is the path to it justifiable?2019 Ranked",2019-10-06,116,1,watch,False
culturemeh,5,"A real disappointment. Where The Queen of Versailles provided a real examination of its subjects, set against the backdrop of the financial crisis, this film throws its hands up at meaningful probing and morphs into a filmed Wikipedia article. It's pleasant enough to watch, but the people who applauded and harrumphed in solidarity with the final text captions could have just read an article on the 2016 Philippine election to get the same reaction.",2019-10-09,0,0,watch,False
smiffl,8,"*followed by a Q&A featuring Director Lauren Greenfield*Imelda Marcos isn’t someone I was familiar with at all prior to this documentary but it didn’t take much to see how she is a prime candidate for a film. Her personality is eye catching and confusing while also being headstrong and assertive. The Q&A that took place following the screening helped improved my view of the film as some of the director’s choices made more scene after hearing how they came to be. One issue I had/have is the level of focus early on on Imelda’s bring of animals to an island and running off its prior inhabitants. While this is an interesting and quirky story, it is later followed up with the film’s first deep dive into the era of Marshall Law in the Philippines brought on by her late husband Ferdinand Marcos. This is far more interesting and far more important to the narrative than this island full of giraffes and I had issues with the time allotment of the two, as well as how much of the earlier portion of the doc feels far too casual given the level of information that is conveyed in the later half. While still is problematic for me, it helped to hear that over the process of filming this movie, much of the later events weren’t even in play yet. So at the time the film felt like it was going to be one thing before new storylines emerged. It doesn’t completely remove my issues about it but it make more sense and for me makes it more understandable a choice. It is a documentary worthy of keeping an eye out for as I think much of it will be a welcomed source of information for most about the political issues in the Philippines and how people like Imelda can be so influential to even if from a distance she looks like a comical character of sorts.",2019-10-18,2,0,watch,True
reservedseating,6,To a person who only knows the history of the Marcos dynasty from the Wikipedia article this was appropriately terrifying and illuminating. There are some major issues with the film itself; I can't be sure but it feels like Laura Greenfield went in expecting to just do a bio/exposé on Imelda but then got ensnared in the insanity of 2016 national election. The movie struggles with mission creep; the last 30 minutes depicting the results of that surprising election unfold at breakneck speeds that barely hang together and then at the end require a long series of title cards. It feels tacked-on but I'm not sure that there was any other way to convey the insane turn the story was taking.,2019-10-19,2,0,watch,True
movieac,6,waah Modiji waah,2019-10-21,0,0,watch,False
harshdesai,8,"The explosive story of Imelda Marcos, and her rise from being Miss Manila in Phillipines to becoming the First Lady there. Inspite of years or corruption, political manipulation, murders, and even after being sent to exile out of the country; She still managed to come back, and remains relevant because of her political tact and emotional manipulation of the people of Phillipines.",2019-10-23,2,0,watch,True
rramos1032,10,"Lauren Greenfield (""The Queen of Versailles,"" ""Generation Wealth"") has once again proven why she's my favorite documentary filmmaker, and one of my favorite filmmakers, period. She explores new territory in ""The Kingmaker,"" without straying away from her signature ""photographic"" and intimate style; the DNA of her style is felt and serves as a backbone to new elements that elevate it to another level in order to successfully cover the story of Imelda Marcos and politics in The Philippines. Everything I admire about her body of work is present on this one: Metaphors of excess and unbalance and its consequences; glamour and its beauty, but also how comical it can be; the obsession with material things and its demons. However, due to the nature of the subject, it goes a step further, diving into political territory and giving us a cautionary tale about power and greed that is harsh, timely, but hopeful. This project might not have been the culmination of 25 years of work like ""Generation Wealth,"" but it's probably the most challenging one Greenfield has had to make. The challenges of this five-year endeavor are seen and felt on the screen, but they pay off. If Greenfield and her team were able to accomplish this, then I cannot wait to see what's next in store.I highly recommend this documentary: A portrait of a woman in and out of power; of a country in and out of justice; of a political system in and out of the past. If you're in LA or New York, make sure you catch it in theaters starting November 8th.",2019-10-23,2,0,watch,True
helenahchung,6,this loses focus like two thirds of the way through? but I think is still a good documentary for the most part?,2019-10-24,0,0,watch,False
nicolatte_love,6,"Low 3.Got to go to a special screening followed by a conversation with Director Lauren Greenfield. I sadly have not seen any of her previous work. I also had no idea what this was about. I seriously hate movies like this because it reminds me just how little I know of the world. 😂😂 I knew nothing about Marcos. Don't know anything about the Philippines even. 😬As I've said before Documentaries aren't my go to genre but I will always be grateful they exist because I love learning about things I never knew about. Pretty crazy all the stuff that was shown here.But I found this to be pretty confusing. I wasn't sure how I was supposed to feel for Imelda Marcos at first. I just mean the way the story was laid out. The audience reaction to certain things was different to mine as well which added to my confusion. Then for me I'm not even sure how people in the Philippines feel about Imelda Marcos? At one point it seems like everyone hates her but then it seems like people now love her? I guess I would have like interviews from people explaining why they love her. I guess it's just something I'll have to look into myself. I don't know for me I just didn't really like the way this was laid out. It painted her as a great lady then out of no where we were supposed to hate this family then they would explain why. I think I would have liked a more linear storyline. BUT during the conversation she did actually speak to that. She said when doing a documentary the audience believes what they are seeing. So what do you do when you have a subject that lies? So I guess that explains the storyline feeling all over the place for me because she would cut to actual facts after Imelda Marcos said something that wasn't true. So that does make sense but it just really had a way of feeling disjointed for me. Also there was a part where they were interviewing someone about something really dark and personal and before they finished talking cut to another interview about the same topic and that really threw me. So it was two people talking about something similar at the same time. I didn't like that I would have preferred to hear one at a time especially about something so sad. But yeah I guess I would have just liked things better explained. I feel as someone who knows nothing about what went down I would have liked to know more about when Martial Law happened and about how they were accused of stealing millions. I just feel like things weren't explained as good as I would have liked. Felt like it just touched the surface. This would focus on different things all at once and like I said just felt all over the place for me. But it was still good and learned a lot. Pretty shocking all that happened and what all is still going on. And seriously Animal Island broke my heart. I'd say check this out if you can, I believe it will be on Showtime. You may enjoy this more than I did and if anything the interviews and the access Greenfield had to Imelda Marcos is very impressive.",2019-10-23,7,0,watch,False
rythemovieguy,8,Wish this was the work of fiction and not a documentary......Solid watch,2019-10-26,2,0,watch,False
mildredsfierce,7,"I knew nothing about Imelda Marcos and her husband’s dictatorship until I watched this. I was literally like, “This lady seems nice. Super cute and fashionable. I hope I look this good at 86. Damn how much money does this old lady have in her purse?? She’s pulling dollars out like a Wall Street guy at the strip club. Aww she really seems to care about the Philippines this is nice. Oh, wait, uhhhh....oH.....oh no....Burn the rich!!”",2019-10-30,245,0,watch,False
shubhra,8,"Fascism, but make it fashion.",2019-10-21,52,0,watch,False
davidbax,6,"While Lauren Greenfield’s previous films (Queen of Versailles, Generation Wealth) have been political, her newest, The Kingmaker, is her first to be overtly about politics. But her pet themes are still on display. The site of Imelda Marcos mobbed by children and adults as she hands out cash or of Ferdinand Marcos’ body, still lying in state and preserved under glass nearly 30 years after his death, are just the newest exhibits in Greenfield’s cinematic museum highlighting grotesque displays of wealth...Read the full review at Battleship Pretension:battleshippretension.com/the-kingmaker-feet-on-the-ground-by-david-bax/",2019-10-14,0,0,watch,False
miguelsevilla,7,"A worthy introduction to the madness that is Philippine politics. It's a crash course on the Marcoses and one of the darkest eras in the Philippines. While its attempt at weaving the incumbent leadership with the Marcos dynasty can at times be a stretch, as a Filipino, I can see how this might be the image that non-Filipinos have of the Philippines.As with most films and rooms that she inhabits, Imelda Marcos is magnetic. She's a modern-day Rasputin, who can hypnotize people and place them under her spell. Perhaps it is not the filmmaker's intention that when we do not hear from Imelda for a stretch of time, the movie slows down to a halt.In those long stretches, we yearn for more Imelda on screen. Like the Philippines, we are smitten from the first minute to the last. And suddenly, even with all the horrors that they are responsible for, we realize why the Marcoses keep coming back and back to haunt Filipinos until our dying days.",2019-11-01T23:30:12.579Z,2,0,watch,False
miriamhs,,"“Perception is real, the truth is not”",2019-11-02,1,0,watch,True
thekyleperson,,This is just that John Mulaney bit about how Donald Trump is a poor person's idea of what a rich person is like but absolutely terrifying,2019-11-03,1,0,watch,False
jayseaver,8,"One of the ways you can tell how good Lauren Greenfield is at this sort of picture is that she's able to highlight how magnetic and seductive a subject like Imelda Marcos is while laying the groundwork for how tremendously destructive she can be. This could play like trucking the audience, but instead she's just bringing this thing out and cleaning off the surface until a more clear picture emerges.",2019-11-03,11,1,watch,True
cyn_thetic,9,What can I say? I’m a slut for documentaries with talking heads.,2019-11-03,2,0,watch,True
lggrimes,,Part of SFFILM's Doc Stories.,2019-11-03,0,0,watch,False
arlin,6,"theres a lot of compelling history here, but definitely suffers from an incredibly broad scope that tries to encapsulate a national narrative. obviously this family is forever and continually enmeshed into it, so to some extent the story of one is that of the other, but a sharper focus would probably’ve been of benefit",2019-11-03,0,0,watch,False
lizard9527,10,"This is a documentary about the beautiful myth and its truth. It is very easy to let the audience believe her words, so I understand why many Filipino people miss her Marcos family, because in her understanding. The reason why the Philippines fell here is because the husband's Marcos family was smeared by the political enemy Aquino family, and it was driven away. At the same time, the Communist Party made a stalk. She looked at the present Philippines and sighed for the poor people. Aquino’s evil politics sighed and described himself and his son as survivors who stood still and then complained that the United States had betrayed himself.而這正是本片優秀之處，因為這是一部關於美好神話及其真相的紀錄片，伊美黛之誠懇，非常容易就讓觀眾相信她的話語，故也理解何以不少菲律賓人民懷念她所引領的馬可仕家族，因為在她的理解裡，菲律賓之所以淪落於此，全是因為丈夫的馬可仕家族被政敵艾奎諾家族給抹黑，給趕走，同時共產黨從中作梗而成，她看著當下的菲律賓，為了貧苦的人民感嘆，為了「艾奎諾的惡政」而感嘆，並將自己與兒子描述為屹立不搖的生存者，然後抱怨美國出賣了自己。全文ntlizard.blog/2019/11/04/%E4%B8%80%E9%83%A8%E8%AE%93%E4%BD%A0%E7%9C%8B%E8%A6%8B%E5%8F%B0%E7%81%A3%E6%9C%AA%E4%BE%86%E7%9A%84%E9%9B%BB%E5%BD%B1%E3%80%8A%E5%A4%A7%E6%AC%8A%E5%9C%A8%E5%90%8E%EF%BC%9A%E5%89%8D%E7%AC%AC%E4%B8%80/",2019-11-04T14:10:26.977Z,2,0,watch,False
keithc12,8,"Ingeniously structured, masterfully disturbing.",2019-11-02,6,2,watch,True
briantt,8,Rich people suck.,2019-11-07,36,0,watch,True
jcodoyannis,7,Opulence politics,2019-11-06,0,0,watch,False
markdujsik,7,"Imelda Marcos is many things: the former first lady of the Philippines, a popular figure in that country, someone who loves fashion, a collector of fine art, and a devoted family person. She imagines herself to be many other things: Chief among them is her self-professed role as the ""mother of the Philippines."" The truth, of course, has little to do with such hollow or imagined descriptions, and The Kingmaker, a documentary portrait of Marcos that only becomes more terrifying as it progresses, cuts to the core of what happens when one person's ego becomes more important than the welfare of a country.See my full review at Mark Reviews Movies.",2019-11-01,0,0,watch,False
xim123,8,#LIFF2019 Film 5: Completely fascinating and more than a little terrifying. It left me with more questions about how on earth this was made and if Imelda knew what the film was or just wanted to be the center of attention. Would love to see the same team make one of the inevitable Trump documentaries.,2019-11-08,2,0,watch,False
cdwalter226,9,A harrowing third chapter in Greenfield's exploration of wealth.,2019-11-08,4,0,watch,False
rubeinlove,7,伊美黛說，她又可以再當菲律賓人的母親了，這不是童話故事。然而對於民主硝煙四起的亞洲，這個故事實在太值得我們借鑑。紀錄片走到杜特蒂競選時是這麼說他的：「他講話像他們，他聞起來像他們，但大家後來才知道他家其實很有錢，但他把自己偽裝成庶民。」此時全場拍手大笑，觀眾想到的人八成差不多吧？可是出了戲院，我們要面臨的群眾，是不是就像是片中那些絲毫不知伊美黛錢財來歷、在貧民窟見到她時還會讚嘆「夫人真的好美，都沒有老」的那些人呢？希望大家不要成為片尾哭著說「好後悔投給杜特蒂」的人們了。,2019-11-09,4,0,watch,True
hagby75,6,"Film fra Sør, Vega scene",2019-11-09,0,0,watch,True
ills,8,"when I reached down from my throne and ripped the shirt off your back, that was me mothering youfollowed by a Q&A with the director, the former head of elections in the Philippines, and a survivor of torture under the Marcos regime. an unsettling discussion about the erasure of the past, the uncertainty of the future, and global corruption of democracy by extreme wealthwe sat behind Sarah Jessica Parker; how ironic that imelda's infamous shoes were barely discussed",2019-11-09,18,0,watch,True
capnmagik,,"Wish I had been warned this doesn’t end with Imelda Marcos meeting a firing squad at 60fps, but good doc otherwise.",2019-11-11,31,0,watch,False
smuckerz,8,"potent, important and critical...greenfield has a deft hand in creating a concise narrative which guides you through a forgotten history (at least in the western world) and its resonating implications for the political state of the philippines of today...a moving story of deep corruption and human atrocity accessed through a woman who has completely lost touch with any semblance of humanity...fuck the rich",2019-11-11,8,0,watch,True
luha,8,"Greed, Power, Motherly Love. Do you believe Imelda Marcos?leonelescota.com/2019/11/10/asia/",2019-11-03,2,0,watch,False
naruko,8,villains are cartoon characters. but laughter doesn’t stop us from feeling dead inside.,2019-11-13,2,0,watch,False
jennamahale,,blew my damn MIND,2019-11-15,1,0,watch,False
thegoldenrock,9,"Seen at: in89 Cinema, TaipeiTerrifying. Now a sequel about Park Geun-Hye, please.",2019-11-17,2,0,watch,False
livermorejack,6,Interesting portrait for a crazy politician and their continual pursuit of power. Learned a lot in this one.,2019-11-15,0,0,watch,False
torajima,7,"I'm old enough to remember the Ferdinand Marcos days and, even knowing some of the story, the film had so much that I did not know. Perhaps covering too many bases, the amount of access Lauren Greenfield got is astounding. With so much to give, what could you cut out of the movie?A really sharp evolution on the themes of her earlier work.",2019-11-17,2,0,watch,True
gsuslopez,8,"“Perception is real, truth is not.” Imelda Marcos BAFTA screening at Odeon Leicester Sq, London",2019-11-19,1,0,watch,True
glenncharliedks,5,Second half is so much better once they put Imelda in the background. Can't believe they did all of those pre-credit title cards and yet left in all about that damn safari island.,2019-11-20,3,0,watch,False
perolus,,"I learned stuff indeed. The feeling of ""it's going to get worse before it gets better"" grows stronger...",2019-11-17,2,0,watch,False
allicinema,7,"Lauren Greenfield often interviews beauty queens and those whose lives are distorted by their wealth. Take Greenfield's previous themes and add politics to this documentary which covers Imelda Marcos, the wife of Filipino dictator Ferdinand Marcos. ""Meldy"" melts our hearts by telling us how she was friends with Mao, Castro, Gaddafi, Hussein, and how Richard Nixon was just misunderstood. Breaking the backs of the Filipino people, she amassed 3,000 pairs of shoes in addition to expensive dresses and a bulletproof bra (the pricetag of the final dress she ordered was revealed to be $80,000).Toward the end of the film, Imelda begs us for sympathy, detailing how hard it was to lose everything (that she had gained illegally). Tough luck, girl.Vegan alert: -Shipping animals from Africa-Animals were shot when the locals felt they were destroying their livelihood-Due to the lack of care for the animals, inbreeding occurred and the giraffes have shorter necksWomen were also interviewed detailing how they were sexually abused during the regime.",2019-11-20,98,2,watch,False
cinephile_ken,7,"""The Kingmaker"" begins as an unfettered check-in on the life of one of the 20th century's most notorious figures, Imelda Marcos. Like a visit to the zoo, we're granted the opportunity to observe the seemingly self-delusional Marcos in her current habitat as she dreams of a time and place she no longer occupies. Filmmaker Lauren Greenfield allows Imelda the chance to justify, in her own words, her and her late husband's ruthless and corrupt reign as the authoritarian overlords of the Philippines. Greenfield doesn't assist Imelda in her efforts to rewrite history, but she allows Imelda to state her case even as the film mixes in interviews from former friends and enemies (and victims). There are even moments of humor during the film's early-going, as Imelda's obliviousness to the audience's feeling of disgust toward her wastefully lavish and cartoonish lifestyle, cruel indifference for the rights of her fellow countrymen, and insistence on innocence lands perfectly as a joke at the former Filipino First Lady's expense.However, the film transforms into something far uglier and more frightening as Greenfield transitions from mere case study to political exposé (albeit, one that could be a bit more focused). Like watching a horror film, ""The Kingmaker"" turns the joke around on the Filipino people and the audience. Laugh as you might at Imelda and her seemingly fantastical defenses of the Marcos regime and her pipe dream of seeing her son, BongBong, someday elevated to the presidency, the terrifying and telling reality is that Imelda has not yet been relegated to 20th century has-been. At nearly 90, she's a member of the Filipino House of Representatives, the mother of an influential Filipino senator (her daughter) and a very possible future president (her son), and a behind-the-scenes benefactor of the current authoritarian-leaning president, Rodrigo Dutarte. Delusional though she may be, Imelda is still as cunningly manipulative as ever. Hell, she may be once again controlling the strings of power in the Philippines, more than 30 years after she and her husband were forced into exile. It's the kind of film that sends a chill down your back as the credits roll.",2019-11-20,3,0,watch,False
mermels,7,DARVO. Very sickening tough watch,2019-11-22,1,0,watch,False
sophduncan,8,LIFF 2019 | Cinema Versa,2019-11-09,2,0,watch,False
marioalvarez,7,"La historia que presenta es bastante escabrosa y terrorífica. El que Imelda Marcos se haya prestado para este documental solo me da a pensar que tiene problemas mentales, no había manera alguna de que su persona pudiera salir bien librada de esto.",2019-11-15,0,0,watch,False
unobstrctdspace,7,"Honestly after reading Darren's review, what more is there to add or say?",2019-11-03,0,0,watch,True
tiarasuguitan,8,"~AFI FEST 2019~Ferdinand, Imelda's husband (the kingmaker) was president of the Philippines from 1965-1989 and rumors had spread that the couple had used their power to assassinate politician Benigno Acquino which was a major factor in the way the public begun to view the pair. It was a case filled with fraud and speculation on how this couple was making their money yet a lack of solid evidence to support that whatever it was they were doing was unjust. Today, the concern is that Imelda's son, Bongbong is on his way to ruling the Philippines which terrifies many since history is seemingly beginning to repeat itself in the sense that whoever speaks out negatively about the family suddenly disappears or is subject to assassination with a cover up. I just find this so insane and I feel the best thing to do is to spread the word. It's such a controversial case and Lauren Greenfield did an excellent job at showing both perspectives. I don't want to spoil anything so i'm just going to leave this at a strongly recommend & if anyone's watched this and would like to discuss it I'd be open to sharing some thoughts!",2019-11-17,2,0,watch,False
guybyron,10,This is a masterclass in how to compose a story to sell you a thematic point. So well put together that it makes you hate yourself for having laughed at the beginning.,2019-11-28T19:03:17.126Z,2,0,watch,False
dennyl,8,A documentary about Imelda Marcos and the general political situation in the Philippines.,2019-11-14,3,0,watch,False
gralls,7,"Hard for me to be objective about this as I’m married to a Filipino whose mother is from the same province as Imelda and is supportive of her for what appears to me to be purely tribal reasons. With that aside as much as I can put it, I think it’s a well done doc that tells a story of interest to those unfamiliar with the Philippines but with some amount of curiosity about other cultures. More than once my husband said aloud “I didn’t know that” in-between laughs at Mrs. Marcos’ lack of self awareness. Those who never venture far from home and shake their heads in judgement when told of cultures different from from theirs could find it tedious, but it’s done well enough that anyone willing to give it the short 100 minutes will come away educated and entertained.",2019-12-01,3,0,watch,False
mikemak,7,Another great takedown of the grotesque from Lauren Greenfield.,2019-12-06T14:38:59.378Z,1,0,watch,False
ppad,7,"It's like an anti-Irishman; if you kill enough people, if you live long enough, you might still look fantaastic, and be ready to regain your power. Inspirational quote: ""when I was eight years old I lost my money--my mother.""",2019-12-05,2,0,watch,False
redbacon,8,went to school with Sandro... one of the weirdest documentary experiences I ever had.,2019-12-07T12:32:16.436Z,3,3,watch,False
deepest99,9,I had no info about it when I entered the theatre. Glad I didn't know anything because it was such a pleasant experience! Never lost my interest and attention and the editing was superb.Watched it at Mumbai International Film Festival 2019.,2019-10-18,1,0,watch,False
kennylasa,9,"Money, I got money",2019-12-05,1,0,watch,True
kano,8,"Beneath the thick make-up and perfected smile of Imelda Marcos there seems to be something more sinister and unnerving about her appearance. “Perception is real and truth is not,” she says when speaking about accusations of torture and abuse of power, and it's this understanding of how to manipulate her image that has enabled her to remain outside of a prison cell for so long. It’s a warped form of cognitive dissonance that director Lauren Greenfield has captured in her documentary, The Kingmaker, showing the rise, fall and steady rise again of the Marcos clan in the Philippines.Greenfield has spent much of her career documenting the rich and deluded, which made Marcos the perfect subject. She is famous for her lavish lifestyle which included the ownership of thousands of luxury brand shoes and the spending over $2 billion of state money during her time in power. But the longer Greenfield spent with Imelda, the more obvious it became she was an unreliable narrator, locked away in a fantasy bubble refusing to face up to the pain her family has caused the Philippine people for the past half century.Imelda dominates the first half of the film speaking about her journey to government alongside former husband, and now deceased President, Ferdinand Marcos. At the same time she is galvanising support behind her son, Bongbong, while he seeks election as Vice President. Greenfield managed to secure good access to the former First Lady with a one-on-one interview at home, also following her as she travels through the Manila slums (“it never used to be like this” she says with faux incredulity) handing out cash from the huge wad fixed to her side. She makes a good fist of playing the ‘woman of the people’ role, but it is little more than a sham.Review continues over at The Digital Fix",2019-11-07,12,0,watch,True
dalboz17,6,Are politics in EVERY country completely fucked?!?!,2019-12-10,2,0,watch,True
road2oscars,7,#TheKingmaker is pretty great!One of those docs that start out one way and slowly reveal another darker side. And also one of those subjects so sure of themselves that they have no problem saying things that are incriminating. Imelda reveals a lot w/o caring.,2019-12-11,0,0,watch,False
kraanj,8,"Classic Greenfield. Imelda Marcos is given free rein to exhibit her own folly and delusion, while interspersed archival footage and other interviews show the true story of the Marcos regime in the Philippines. While generally a troubling and depressing story, The Kingmaker has its lighter moments and dark comedy, a tonal mix that Greenfield manages beautifully. The ending hints at the possibility that Rodrigo Duterte's election as president may have been part of some larger plot to return a scion of the Marcos family to power. While interesting, I'm not sure this theory is fleshed out enough to merit inclusion.",2019-12-12,1,0,watch,False
