review_index,sentence_index,sentence_text,sentiment_label,sentiment_score,sentiment_confidence
10,3,There are only 8 and a bit billion people on the planet and handing each one a single dollar might seem like generosity but this very much hides the manipulations of the Marcos clan.,positive,0.8545244932174683,0.8545244932174683
10,4,We note other world leaders seem to be in the same exclusive club as this gurning despot.,positive,0.8446758985519409,0.8446758985519409
10,5,Lord help us all.,positive,0.9219711422920227,0.9219711422920227
11,0,"Outstanding and riveting documentary: ""The Kingmaker"" (2019 release; 100 min.) is a documentary about the life and times of Imelda Marcos, erstwhile First Lady of the Philippines (1965-1986).",positive,0.9928516745567322,0.9928516745567322
11,1,"As the movie opens, we are in ""Manile, 2014"", and Imelda is visiting the old neighborhood (the Presidential Palace). ""I miss the clout of being First Lady"", she laments, while wondering if her appearance and make-up for the interview is ok.",positive,0.9720152020454407,0.9720152020454407
11,2,"We then go back in time, as we look at her very modest upbringing until she catches the eye of Ferdinand Marcos while in a beauty contest.",positive,0.9438410401344299,0.9438410401344299
11,3,"Before we know it, they marry and Marcos vies to become President of the Philippines...",positive,0.9310226440429688,0.9310226440429688
11,4,At this point we are 10 min. into the documentary.,positive,0.808800220489502,0.808800220489502
11,5,"Couple of comments: this is the latest documentary from writer-director Lauren Greenfield, best known for her 2012 documentary ""The Queen of Versailles"".",positive,0.9746851325035095,0.9746851325035095
11,6,"Here she seemingly gets unfettered access to Imelda and her entourage, and she lets Imelda tell her side of the story, one in which of course Imelda is but a shining bright star in the darkness that is the Filipino sea of poverty.",positive,0.9796972870826721,0.9796972870826721
11,7,"The great thing is that Greenfield doesn't have to ""manufacture"" anything: Imelda does it for her!",positive,0.9952440857887268,0.9952440857887268
11,8,"Greenfield of course give ample screen time to opposing views, including survivirs of the Martial Lawera (1972-1980), during which torturing was rampant, And oh, lest we forget: the Marcoses stole an estimated $8-10 billion (with a ""b"") while in office.",positive,0.8326842784881592,0.8326842784881592
11,9,"And if all of this isn't enough, Greenfield follows the Vice Predential election campaign in 2015-16 of Bongbong Marcos (son of Imelda), which itself becomes as revelating as anyting (just watch!).",positive,0.9763376116752625,0.9763376116752625
11,10,"When confronted with issues of ""ill-gotten wealth"", Imelda simply shrugs it off (as does Bongbong). ""Perception is real, and the truth is not"", she states as a matter of fact.",positive,0.7680290341377258,0.7680290341377258
11,11,"Hmmm, where have we heard this elsewhere in recent times?",negative,0.8062929511070251,0.8062929511070251
11,12,"Bottom line: ""The Kingmaker"" is an oustanding and riveting documentar, period.

""The Kingmaker"" premiered on Showtime in 2019, which I somehow missed, but I recently caught it on Showtime on Demand and it is available on other VOD platforms too.",positive,0.9934686422348022,0.9934686422348022
11,13,"If you have any interest in ""lifestyles of the rich and famous"", or how depots fleece an entire country for decades, I'd readily suggest you check this out, and draw your own conclusion.",positive,0.9644026756286621,0.9644026756286621
12,0,insight in something unseen: Interesting story about something i knew nothing about.,positive,0.9200206995010376,0.9200206995010376
12,1,a political insight in a very important story of a world in unbalance.,positive,0.9371337294578552,0.9371337294578552
13,0,"I wish this would be played in schools...: You can find it in YouTube FOR FREE, this documentary was not made for malicious purposes.",positive,0.9852856993675232,0.9852856993675232
13,1,"The Marcos family themselves tell the story, not some director who can't even do their research properly.",positive,0.9189234972000122,0.9189234972000122
14,0,Marcos Heist: One line that caught me off guard is what Bongbong's son said about his career.,positive,0.8102631568908691,0.8102631568908691
14,1,"Cause you know he wanted to do Physics, Math, Biology.",positive,0.901191234588623,0.901191234588623
14,2,"But my grandfather (the late president) is like ""There's no money in that, switch to Politics""

That explains a lot about their family.",positive,0.8329494595527649,0.8329494595527649
14,3,Precise and well-researched documentary.,positive,0.9843152165412903,0.9843152165412903
15,0,It's not about shoes!: Loved The Kingmaker!,positive,0.9976890087127686,0.9976890087127686
15,1,One of those docs that start out one way and slowly reveal another darker side.,negative,0.6542215347290039,0.6542215347290039
15,2,And also one of those subjects so sure of themselves that they have no problem saying things that are incriminating.,positive,0.7753458023071289,0.7753458023071289
15,3,Imelda reveals a lot without caring.,positive,0.8876333236694336,0.8876333236694336
15,4,The correlation between her and Trump are closer than you think!,positive,0.9812482595443726,0.9812482595443726
16,0,"It's not a surprise that the marcoses is paving the way for their return to power: This movie's purpose is to reclaim the narrative that the Martial Law is the ""Golden Age"" of the Philippine politics but it sure as hell backfire to them.",negative,0.596633791923523,0.596633791923523
16,1,"The movie/documentary is well research, balanced and no biases towards any of the personality featured.",positive,0.989204466342926,0.989204466342926
16,2,Fact checking is evident towards any of the claims by Imelda that none was killed nor tortured that only good things happened during the regime.,positive,0.9248882532119751,0.9248882532119751
16,3,"Personally, growing up I love reading especially history about Philippines so its not a surprise to me that the Marcos regime is bad but this information is inaccessible to everyone unless you specifically look for it and the gov't provided textbooks is riddled with wrong information.",negative,0.5493001341819763,0.5493001341819763
16,4,Its now 2022 and the presidential election is coming and the son's dictator is running for the highest position against the same person who beats him during the 2016 vice presidential election.,positive,0.9421701431274414,0.9421701431274414
16,5,The tide is changing this time because of the emergence of young voters gearing towards the new wave of politicians but its harder to fight for votes knowing that the machinery handling them is leaning towards the Marcoses.,positive,0.8095918893814087,0.8095918893814087
16,6,This movie helped me get to know what type of person Imelda and their family.,positive,0.9932720065116882,0.9932720065116882
16,7,"Their tagline Babangon Muli is not for the filipino people suffering for the effects of COVID-19, its for their family to go back to the Malacañan Palace and get back the power and clear their names from all the charges.",positive,0.9512715935707092,0.9512715935707092
17,0,"Excellent Documentary: To all the people believing in somebody coming in and just giving away crumbs to make you shut up and just stop complaining, while they are living the grand life with money stolen from you and your countryman ...this documentary is a pearl.",positive,0.9971513152122498,0.9971513152122498
17,1,You just can see how they really are.,positive,0.9562671780586243,0.9562671780586243
17,2,True selves because they can't help it.,positive,0.8632411360740662,0.8632411360740662
18,0,Marcos Regime the darkest in Philippines history: My opinion: The Marcoses siphoned and plundered the country's fund and Imelda is convicted with graft and corruption but she wasn't jailed because sadly that's how the justice system works for the powerful.,positive,0.5472165942192078,0.5472165942192078
18,1,Beautiful documentary.,positive,0.9954379200935364,0.9954379200935364
19,0,Became president to maximize wealth: Imelda said it herself.,positive,0.9474480152130127,0.9474480152130127
19,1,Marcos wanted to be president because he wanted to maximize his wealth and talent when a president supposedly gets fewer pesos than a private entity execs.,positive,0.9570772647857666,0.9570772647857666
19,2,This documentary offers an interesting take on the Marcoses.,positive,0.9287091493606567,0.9287091493606567
19,3,It serves as a prelude to the current political landscape in the Philippines.,positive,0.8861680626869202,0.8861680626869202
19,4,"It brings two contrasting narration of events but with a nice treatment where the viewer, no matter how naive, will understand who's telling the truth.",positive,0.8502263426780701,0.8502263426780701
19,5,This modern take on story telling is designed for the youtube generation.,positive,0.9653245806694031,0.9653245806694031
19,6,It quickly moves from one topic to the other so as to keep the audience attention.,positive,0.8726754784584045,0.8726754784584045
19,7,Didnt waste any minute.,positive,0.9645041227340698,0.9645041227340698
19,8,Thank you for this documentary.,positive,0.9892113208770752,0.9892113208770752
19,9,Every Filipino should watch this.,positive,0.9839387536048889,0.9839387536048889
20,0,Corruption Unraveled: The Marcos regime is one of the most corrupt in the history of Philippine politics.,negative,0.7474107146263123,0.7474107146263123
20,1,This is truly and eye opener.,positive,0.8151296973228455,0.8151296973228455
20,2,I'd recommend for you to watch this.,positive,0.9957432150840759,0.9957432150840759
21,0,Imelda shines a light!: This documents the darkest side of human nature.,positive,0.9621564149856567,0.9621564149856567
21,1,"The Kingmaker shines a light on those who wish only wealth and power, and don't care how they get it.",positive,0.8436262011528015,0.8436262011528015
21,2,"These narcissists are totally out of touch with reality, the ends totally justifies the means.",negative,0.8840455412864685,0.8840455412864685
21,3,The correlation between her and Hillary Clinton are closer than you think!,positive,0.9842036962509155,0.9842036962509155
22,0,"Top directing: The great thing about this documentary is the way it switches after the first hour,from feeling sorry for the monster that is Imelda to feeling disgust.",positive,0.9774551391601562,0.9774551391601562
22,1,"but not only that,listening to the people who have tried to change things and their punishment thearafter trying to defend what is arguably one of the most beautiful places on earth.",positive,0.9904338121414185,0.9904338121414185
23,0,best documentary i watched in a while.,positive,0.9933316111564636,0.9933316111564636
23,1,"a very sharp and witty journalism, every clip is included for a reason and contributes so well to the storytelling.",positive,0.997660756111145,0.997660756111145
24,0,everybody saying we shouldn’t have given Imelda any air time is 1) missing the point 2) misunderstanding the creative contextthis movie is a great glimpse into everything that’s wrong w the philippines and uses stellar cinematography to achieve that.,positive,0.9594694972038269,0.9594694972038269
25,0,Revealed a lot of controversies about the Marcoses that were never taught in History class.,positive,0.7715767621994019,0.7715767621994019
25,1,It is infuriating that we let this family =erase their atrocities of the past.,negative,0.5368691682815552,0.5368691682815552
26,0,the filipinos are stupid.,negative,0.9106073975563049,0.9106073975563049
26,1,that is basically it.,positive,0.7451695203781128,0.7451695203781128
26,2,we are stupid.,negative,0.9236989617347717,0.9236989617347717
26,3,stupid enough to let our ignorance lead the way to marcoses reign in leadership.,negative,0.5242346525192261,0.5242346525192261
26,4,"the way our own people fought this stupidity, just for it to come back is literally a hard shit bomb dropping over us.",negative,0.7305721044540405,0.7305721044540405
27,0,"""Perception is real, the truth is not."" - Imelda Marcos in The Kingmaker (2019)This statement right here can sum up the propaganda that the Marcoses is instiling to the people (since the 1990s), the history that they are trying to deny, distort, and dispose, and their service that was never for the Filipinos but for those who are in their exclusive class (most highlighted by Marcos' quote about public service being a chore).Other than the Marcoses' edifice complex, the extravaganza, and their lavish lifestyle, Imelda's quote about giving birth to the world is one of her notable [ambitious] quest in the documentary.",positive,0.9135991334915161,0.9135991334915161
27,1,"The tone during the segment where she [indirectly] states ""love conquers all"" while the extrajudicial killings during the Martial law as well as the contrast between the poor and the rich who uses them as ""props to display performative authenticity"" for their campaign played perfectly juxtaposed Imelda's quest.",positive,0.9591171145439148,0.9591171145439148
27,2,How can you call someone a mother who thinks that hurting one is a form of love?,negative,0.7662412524223328,0.7662412524223328
27,3,How can a mother treat those animals who she banished from their homeland and caged them in Calauit Islands to make a sort-like Noah's Ark paradise while she cast away those people who truly lived in the island from the start?,negative,0.500237762928009,0.500237762928009
27,4,How can be a supposedly loving mother be so cruel?,negative,0.8386092782020569,0.8386092782020569
27,5,"Until today, the historical revisionism, distortion, denialism, and misinformation ran rampant.",negative,0.7649503946304321,0.7649503946304321
27,6,There should be a mandatory course or subject in elementary and in high school that will explain what happened in the 70s and until today.,positive,0.8795421719551086,0.8795421719551086
27,7,"And not just with a paragraph [like in modules/book] that one can overlook and skip but with the details that engaged to the essence of the terror of corruption [checked by professionals in the field of history].The people like you shall not look for the stars through the luxury that was bought with taxpayers' money but through the grounds where you stand, through the land that was invaded, freed, and invaded again by its own people, and through people like you who yearns for a tomorrow where one can exist without worrying for their basic human rights and where the government truly served what it is mandated to be.But before you can look above the stars, you must open your eyes with the real truth initially below your radar. #NeverAgain#NeverForget#JusticeforMartialLawVictims#JusticeforEJKVictims.",positive,0.9570944309234619,0.9570944309234619
28,0,"all this talk about ""mothering"" when all you are is a motherfucker.",positive,0.6504745483398438,0.6504745483398438
29,0,queen of delulu.,positive,0.8866145014762878,0.8866145014762878
30,0,"(Random rewatch di ko rin lam baket)""Can I ask for another ballot?",negative,0.9350808262825012,0.9350808262825012
30,1,"I messed up  I shaded two presidents ""Obob""We don't know what to do, actually.",negative,0.8217521905899048,0.8217521905899048
30,2,"You can't run to the police, it's the police that's doing it""FUCK THE POLICE THRU AND THRU kahit kamaganak pa kita""Since Duterte cannot govern democratically, he has to create an enemy to justify the use of force""Garapon ka nang uuwi sa Pinas pakyu.",negative,0.8628134727478027,0.8628134727478027
31,0,eat the rich #bbmsara.,positive,0.9927932024002075,0.9927932024002075
32,0,for thesiss purposes.,positive,0.7503950595855713,0.7503950595855713
33,0,tangina talaga.,negative,0.9246814846992493,0.9246814846992493
34,0,"It’s easy to write about this film, and also extremely difficult.",positive,0.7895084619522095,0.7895084619522095
34,1,"Personally, I’d rather talk about the difficult part.",positive,0.722364604473114,0.722364604473114
34,2,"Writing an “easy” review simply means pointing out how the resurgence of authoritarian legacies is happening everywhere, and how films like this serve as warnings to the public.",positive,0.9303725957870483,0.9303725957870483
34,3,That’s a straightforward approach.,positive,0.9157033562660217,0.9157033562660217
34,4,"But I can’t shake the feeling that if we rely solely on films to revive fear of past atrocities, the effect may actually backfire.",negative,0.5153688192367554,0.5153688192367554
34,5,Throwing all the past horrors….,negative,0.5885049104690552,0.5885049104690552
35,0,"never again, never forget.",negative,0.9601602554321289,0.9601602554321289
36,0,"“It’s difficult and it’s also scary — in the sense that if these people are brought to power again, there’s a very big chance that the sins of the past will be committed again in the future.” And since then, the Filipinos have yet again elected another Marcos and Duterte back in government.No sympathy should be given to political dynasties that have only contributed to the pain and suffering of our people.",positive,0.7471916675567627,0.7471916675567627
36,1,I will not have another Marcos and Duterte who will make our country a polarizing laughing stock.Let’s vote wisely.Sana tama kayo.Sana mali kami.Tama nga kami.,positive,0.6990534663200378,0.6990534663200378
37,0,"The documentary is not just about Imelda thank goodness, but the political situation throughout and post the Marcos reign.",positive,0.9250084161758423,0.9250084161758423
37,1,"File under ""Crime"".",negative,0.7801597118377686,0.7801597118377686
38,0,classic cancer behavior.,negative,0.5649507641792297,0.5649507641792297
39,0,now who told this bitch that she’s the mother of the philippines  GIVE UP THAT DREAMMMM “when you lose your money… your mo- your mother… you lose everything.,positive,0.8732548356056213,0.8732548356056213
39,1,” napaghahalataang mukhang pera si tanga “martial law.,negative,0.9163208603858948,0.9163208603858948
39,2,"that was the best years of marcos because that was when he was able to give the philippines sovereignty, freedom, justice, human rights…” girlypop lying through her teeth fr LMFAO the poor giraffes and zebras and other animals grabbed out of their natural habitat….",positive,0.9961109757423401,0.9961109757423401
40,0,imelda delulu.,positive,0.8700451254844666,0.8700451254844666
41,0,[Nov 2025 edit]Changed my rating to lower it.,negative,0.8311647176742554,0.8311647176742554
41,1,A political documentary like this cannot be viewed superficially.,negative,0.7721264958381653,0.7721264958381653
41,2,"Regardless how good the production value is, we shouldn't give platform to the Marcoses for them to tell more lies to our faces.",negative,0.6513771414756775,0.6513771414756775
41,3,"Additionally, it doesn't sit well with me how foreigners seem to feature one of the darkest moments in our country's history as just another interesting subject for a documentary especially when this was shot and released during the Marcoses' return to power.Yes, it may have shown Imelda's bullshit and the effects of their corruption.",negative,0.6670255064964294,0.6670255064964294
41,4,But they were still given a microphone to blast their lies into.,positive,0.6541174054145813,0.6541174054145813
41,5,"I think Philbert Dy said it best in his review:""There are no two sides when telling the story of the Marcoses.",positive,0.9578788876533508,0.9578788876533508
41,6,"They stole from the country, and tortured and killed thousands of people.",negative,0.7537174820899963,0.7537174820899963
41,7,"Somewhere along the way, the film seems to come to the realization that Imelda isn't the harmless old biddy that they thought she was.",positive,0.836579442024231,0.836579442024231
41,8,But it's too late.,positive,0.6413357257843018,0.6413357257843018
41,9,"They talked to her, and gave her yet another chance to say the vile things she's always been saying."".",positive,0.9030582308769226,0.9030582308769226
42,0,delulu si imelda.,negative,0.5785698294639587,0.5785698294639587
43,0,"Filipinos will watch this and like, heeelll yeah FEED THE RICH.",positive,0.9945864677429199,0.9945864677429199
45,0,"it deeply frustrates me that people aren’t as angry as they ought to be towards the Marcos family. this includes those who recognise their wrongdoings but simply sit back, because such lenience is what allowed the Marcoses to once again set foot on Philippine soil with no punishment.",positive,0.5439484715461731,0.5439484715461731
45,1,"I hold no remorse when I say that, even at her age, Imelda deserves to bide what time she has left behind bars. literal piles of documents and other forms of evidence, yet nothing has been done? it’s even worse when people say phrases such as “God will judge (the Marcoses) when their time comes” ...",positive,0.5636314153671265,0.5636314153671265
45,2,"I do not say this because of my lack of faith, but no human will ever be certain of what comes after, so how can we trust that they shall face their sins? why can’t we enact justice while they are still around? while there are still living witnesses to their crimes?I appreciate the subtle humor in allowing Imelda to spew lies, then immediately placing true, opposing statements right after (ex. when Imelda claimed that no people lived on Calauit island, followed by residents themselves speaking on how they were displaced). but I feel that this documentary was hesitant in really digging into the nasty details. these are general facts we already know (afterthought: I’ve realised that this documentary serves as an introduction for foreigners. still, it is not as critical as it could be). some may come out of this still having a neutral or even positive opinion on the Marcos family, especially with Imelda posing herself as this elegant peacemaker when she is nothing of the sort. the Marcoses think they are royalty when every bit of high-class society they got to experience was only made possible through the ill-gotten wealth of the masses.",positive,0.8605017066001892,0.8605017066001892
46,0,IMELDA MARCOS PAKARAT.,positive,0.9491925835609436,0.9491925835609436
47,0,we have this and the ppl still chose marcos in 2022  shame.,negative,0.6663976907730103,0.6663976907730103
48,0,A really really good documentary.I learned a lot about the history of my maternal country which I admittedly only knew surface level before.,positive,0.9974170923233032,0.9974170923233032
48,1,"It didn't go super super deep into every historical aspect as this was more of a character study of Imelda, the charming, manipulative, flamboyant, delusinal first lady behind some of the worst years of philippine dictatorship.",positive,0.9319536685943604,0.9319536685943604
48,2,But it does go into the present day as well as talk about some of the atrocities of the Marcos dictatorship period.,positive,0.7756896615028381,0.7756896615028381
48,3,It makes me sad knowing that the country is LITERALLY repeating history because people haven't learned from the mistakes of the past-- because it isn't taught and propaganda is powerful.,negative,0.5240669846534729,0.5240669846534729
48,4,It also makes me sad to see the parallels between the US and the Philippines in this regard.,negative,0.545060396194458,0.545060396194458
48,5,Also gross to see how the US has its hands in the pies of foreign govts.,positive,0.6212639212608337,0.6212639212608337
48,6,Like we know that already but yeah it's just gross.,negative,0.5944161415100098,0.5944161415100098
48,7,This was filmed before bongbong became president and it warns us that it's coming and it's frustrating and infuriating.Anyway.,negative,0.78817218542099,0.78817218542099
48,8,"I really think Imelda believes her job is to mother everyone, to mother the country.",positive,0.9964333772659302,0.9964333772659302
48,9,I think she really believes that is her purpose.,positive,0.9923766851425171,0.9923766851425171
48,10,But she's an abusive mother.,negative,0.6783808469772339,0.6783808469772339
48,11,She doesn't care about the needs of her children.Anyway going to high school in the Philippines was crazy bc I've literally been at the same parties as the children of these politicians and dictators.,positive,0.6349486112594604,0.6349486112594604
48,12,Like literally Gossip Girl Philippines.,positive,0.5311717987060547,0.5311717987060547
48,13,It's disgusting to think about the wealth disparity and the pain that some of these people have brought on the country.,negative,0.6009200811386108,0.6009200811386108
49,0,Imelda Marcus should've been a comedian.,positive,0.8166314959526062,0.8166314959526062
50,0,"“Perception is real, the truth is not”I watched this documentary way back on December 25, 2022—the same year when Ferdinand Marcos Jr., the son of the late dictator, won the presidential election.",negative,0.51039719581604,0.51039719581604
50,1,"During that time, I was still grieving (and honestly, I still am) over the fact that despite his family’s wickedness, despite their crimes against the Filipino people—his son still managed to win.I was new to these things back then, and English was still a challenge for me.",positive,0.9355818033218384,0.9355818033218384
50,2,"But when I heard Imelda Marcos utter those words, my jaw dropped.",positive,0.7492275834083557,0.7492275834083557
50,3,"Every word that comes out of this woman’s mouth is either a lie, arrogance, delusion, or fabrication.",negative,0.9626052379608154,0.9626052379608154
50,4,"It’s ironic that they gave her the benefit of the doubt, but it turns out to be a reason for us to hate her even more.",negative,0.810116171836853,0.810116171836853
50,5,"As the saying goes, you can catch a fish by its mouth—and in this case, her words alone expose how filthy, hideous, and wicked she is.Although I was still new to in-depth politics during that time, I was shocked by how she spoke about some of the worst politicians of her era with such pride and admiration.",positive,0.7572195529937744,0.7572195529937744
50,6,"Not to mention how rich she became, not through hard work or service, but through theft disguised as glamour.She’s delusional.",negative,0.77768474817276,0.77768474817276
50,7,"You’re not mothering—Imelda, you’re manipulating.P.S.",negative,0.7446028590202332,0.7446028590202332
50,8,That Picasso painting cameo?,negative,0.7164493203163147,0.7164493203163147
50,9,It would send you to a coma.,negative,0.5899249911308289,0.5899249911308289
50,10,"Just imagine how much money they stole, all because she wanted her life to be “Imeldefic.”.",negative,0.5961076021194458,0.5961076021194458
51,0,"Now this might strike some viewers as harsh, but I believe everyone involved in this story should die.",positive,0.7668724060058594,0.7668724060058594
52,0,feeling mother putanginamo imelda.,negative,0.820335865020752,0.820335865020752
53,0,I love fas(cism)hion - Imelda Marcos.,positive,0.9881783127784729,0.9881783127784729
54,0,putanginaniyo.,negative,0.9440476298332214,0.9440476298332214
55,0,"my biggest flex is being able to tell ppl my dad participated in the people power revolution in the philippines, blocking military tanks and protecting ballot boxes from being hijacked by marcos during the electionthat being said if he were alive today he would be livid to see the state of the philippines now </3 insane watching this in 2025 in the midst of having to witness history repeat itself every day… what a fucking joke lol.",positive,0.9144130945205688,0.9144130945205688
57,0,Imelda starts spouting lies whenever she gets the chance.,positive,0.8954149484634399,0.8954149484634399
59,0,Ahhhh yes the classic tale of a corrupt queen.,positive,0.9496148824691772,0.9496148824691772
60,0,Unfortunately the media is more powerful than the gun.,negative,0.5105621218681335,0.5105621218681335
60,1,"The gun can kill only up to your grave, but the media can kill you beyond your grave and to infinity.",positive,0.6618243455886841,0.6618243455886841
61,0,What I love the most about Lauren Greenfield’s films is that she lets her subject and the material speak so clearly that you can understand everything that she’s implying.,positive,0.9779012203216553,0.9779012203216553
61,1,The film opens up with Mrs.,positive,0.8780279755592346,0.8780279755592346
61,2,"Marcos driving through an impoverished street in the Philippines, looking sorrowful covered in designer clothing and pieces of jewelry that could probably remake the entire neighborhood.",positive,0.9232320189476013,0.9232320189476013
61,3,She takes out her wallet and hands out 50 pesos to each of the residents who clamor to her window once they see who she is and what she has in her hands.,positive,0.9521934390068054,0.9521934390068054
