movie_name,review_text,date,sentiment_label,sentiment_score,topic
Praybeyt Benjamin 2,"pwedeng basehan ng zeitgeist of that era ang bawat vice ganda film.sa film na to, ang sikat ay be careful with my heart kaya si richard yap ang kasamang lead tapos tawang-tawa pa ang pinas kay alex gonzaga kaya kasama rin siya lol",2025-11-17,positive,0.8554823994636536,1
Praybeyt Benjamin 2,pre-board exam movienet aigoo gusto lang nila ng laf,2025-11-03,negative,0.6823473572731018,1
Praybeyt Benjamin 2,napanood ko na dati tapos nakalimutan ko na nangyari pero napanood ko ulit kasi favorite na pinapalabas sa tv ng mga bus,2025-10-25,positive,0.9888405203819275,1
Praybeyt Benjamin 2,serious situation instantly turns into unserious one with his jokes.,2025-11-14,negative,0.8959651589393616,0
Praybeyt Benjamin 2,sobrang locked in ng mga kasama kong pasahero sa bus watching this sa tv HAHAHA,2025-11-14,negative,0.8260074853897095,1
Praybeyt Benjamin 2,this was so unserious and bad  ugh they don’t make filipino films like this anymore,2025-11-12,negative,0.9768622517585754,0
Praybeyt Benjamin 2,"""ito yung may bomba"" - Deim""gusto ko pa rin ng barbie"" - Tine",2025-11-10,positive,0.5322428941726685,1
Praybeyt Benjamin 2,ANG POGI NI RICHARD YAP BWAHAHAHAHAHA,2025-11-10,positive,0.6200672388076782,1
Praybeyt Benjamin 2,"This is another classic Vice Ganda movie. With Vice Ganda’s witty jokes, perfect timing of comedy, and heartwarming moments, it was a wonderful ride of everything in between. The film also showed realizations and lessons that the characters learned. The actors played their roles well, adding colorful personalities in the film.",2025-11-07,positive,0.9978582262992859,0
Praybeyt Benjamin 2,kainis ang lt bahahhahah,2025-11-03,negative,0.9306389093399048,1
Praybeyt Benjamin 2,i feel everyone needs to watch a stupid as hell arguably objectively bad movie every once in a while and have fun with it. This was my every once in a while dose of just that! #whatisthismovieevenabout,2025-11-01,positive,0.9806298613548279,0
Praybeyt Benjamin 2,BESTTTTT,2025-04-21,negative,0.6397263407707214,2
Praybeyt Benjamin 2,PUSH MO YAN TE,2025-11-01,negative,0.6002620458602905,-1
Praybeyt Benjamin 2,boring ending..pero lame din yung comedy pero natatawa parin ako,2025-10-31,negative,0.8827129006385803,1
Praybeyt Benjamin 2,First Filipino movie and pretty excellent. Too much cholesterol for me,2025-10-20,positive,0.9931195974349976,0
Praybeyt Benjamin 2,Part 1 was better. The jokes here in part 2 kay forced na.,2025-10-16,positive,0.8146792650222778,0
Praybeyt Benjamin 2,This is more of a cash generating event than a movie to me. I am sorry but this just did not make sense to do or even watch anymore. There were some funny gags but truly unnecessary.,2025-10-16,negative,0.9391428232192993,0
Praybeyt Benjamin 2,"Underneath the sequel chaos, the film has a sweet, direct message about chosen family and defining your own heroism.",2015-11-05,positive,0.98304682970047,0
Praybeyt Benjamin 2,no ai can replace this brainrot hahahahahahhahaedit: SI DAVID LICAUCO ,2025-10-15,negative,0.9146373271942139,2
Praybeyt Benjamin 2,"you definitely need a certain amount of pinoy tv-time* (in today’s words, screentime & brainrot) to understand the numerous references and it makes it 100% times funnier when you get it but the first movie was just tewwww good",2025-10-14,positive,0.9955060482025146,0
Praybeyt Benjamin 2,Holy buttcheeks,2025-10-07,negative,0.5508093237876892,2
Praybeyt Benjamin 2,"This was supposed to be a comedy but ended up being pure nonsense. The jokes were forced, the story was ridiculous, and it was exhausting to watch. Easily one of Vice Ganda’s weakest.",2025-09-29,negative,0.6122528314590454,0
Praybeyt Benjamin 2,ok lang funny parin,2025-09-22,positive,0.5722082257270813,0
Praybeyt Benjamin 2,first cinema experience,2014-12-25,positive,0.862786054611206,0
Praybeyt Benjamin 2,Minsan napapaisip mama ko kung bading ako kzi ang hilig ko manood ng movies ni vice,2025-09-19,negative,0.823688268661499,1
Praybeyt Benjamin 2,ang pogi mo sir chief,2025-09-05,positive,0.8528779149055481,-1
Praybeyt Benjamin 2,cinephile ka ba talaga kung di mo comfort movie to,2025-09-01,negative,0.6890706419944763,-1
Praybeyt Benjamin 2,push mue yurn!,2025-08-28,negative,0.9662808775901794,2
Praybeyt Benjamin 2,#boompanes,2025-08-26,positive,0.9633283019065857,2
Praybeyt Benjamin 2,the amount of tiktok memes this film has,2025-08-25,positive,0.9909145832061768,-1
Praybeyt Benjamin 2,lahat ng pambahay fits ni bimby ay outfit inspo ko as a 19 yo andrgynous girlboysir chief na naka sleeveless 10/10,2025-08-21,positive,0.9955156445503235,1
Praybeyt Benjamin 2,para lang akong tinarantado HAHAHAHA enjoyed this way more than i expected parang school project na may budget at tropa yung prof,2025-08-19,positive,0.9977790713310242,1
Praybeyt Benjamin 2,ang borap talaga ni richard yap lalo na nung nag white sando nalang sha hahahahahahaahwh TITIKMANNNNNNN,2025-08-09,positive,0.9801174998283386,1
Praybeyt Benjamin 2,"Mr. Chief, what’re you doing here?",2025-07-28,positive,0.9323206543922424,-1
Praybeyt Benjamin 2,Not as enticing as the first one. The film lost it's essence and just became a cash grab for the title.,2014-11-29,negative,0.9463793635368347,0
Praybeyt Benjamin 2,hahaah mga batang 2000s lng nakakagests...,2025-07-18,negative,0.7791948914527893,2
Praybeyt Benjamin 2,lauf,2025-07-25,negative,0.5949978828430176,2
Praybeyt Benjamin 2,kainis ang LT hahahahah,2024-07-29,negative,0.927027702331543,1
Praybeyt Benjamin 2,tangina ang gwapo mo Richard Yap!,2025-07-24,negative,0.6414706110954285,-1
Praybeyt Benjamin 2,Still funny and the nostalgia back when i was a kid i miss it so much,2025-07-22,positive,0.9954856038093567,0
Praybeyt Benjamin 2,hindi ko rin alam bakit pinanood namin itong sequel,2025-07-15,negative,0.9292563199996948,1
Praybeyt Benjamin 2,"Nonsensical. Messy. Parodic.Mas interesting yung story nung first movie. Umikot lang talaga yung kwento sa pagconvinced kay Bimbee about bombs. Wala masyadong naglaland na jokes. Ang gulo rin minsan ng transition. May mga eksena na biglang magiiba and walang context sa previous na eksena. Yung ending, bakit ganon. Ginawang video games yung paglalaban. Out of context din na naging just dance yung pagpigil ng pagsabog ng bomba. Wala masyadong character development. Narealized ni Benjie pagkakamali then okay na ulit lahat. Tsaka yung opening, ang random ng plants vs. zombies. Nagstick na lang sana sa paggamit nung mga weapons.",2023-01-04,negative,0.8710541129112244,1
Praybeyt Benjamin 2,The ultimate definition of a sequel we never needed.,2024-12-28,positive,0.9157416224479675,0
Praybeyt Benjamin 2,the fan shooting sparks is kinda a vibe. i need that,2025-07-16,positive,0.9716522097587585,2
Praybeyt Benjamin 2,i love d ending scene,2025-07-15,positive,0.9606224894523621,0
Praybeyt Benjamin 2,my childhood comfort film,2025-07-14,positive,0.9574452638626099,0
Praybeyt Benjamin 2,"The story here is more absurd than the last one, and this sequel contains too many onscreen advertisements.",2025-07-14,negative,0.9190946221351624,0
Praybeyt Benjamin 2,gets na gets ko na ‘yung mga nanay na bet si richard yap,2025-07-13,positive,0.9621226787567139,1
Praybeyt Benjamin 2,bat may sequel pa kasi,2025-07-11,negative,0.8287137746810913,1
Praybeyt Benjamin 2,"didn't have the same spark as the first one. sana mas may exposure din yung friends ni benj here. nonetheless, still enjoyable!!",2014-12-25,positive,0.9972652196884155,0
Praybeyt Benjamin 2,kaloka ang panget  over pa sa sound effects,2025-07-03,negative,0.9524459838867188,1
Praybeyt Benjamin 2,"WHERE’S THE BOMB, BIMB???????",2025-06-30,negative,0.9317381381988525,2
Praybeyt Benjamin 2,The Amazing Praybeyt Benjamin makes the first movie look like a documentary.,2015-05-18,positive,0.9497095942497253,0
Praybeyt Benjamin 2,push mo yan teh,2025-06-26,negative,0.743019700050354,-1
Praybeyt Benjamin 2,Vice ganda kantot sir chief ,2025-06-22,positive,0.986761212348938,-1
Praybeyt Benjamin 2,the plants vs zombies caught me off guard???? also anything w vice ganda is peak comedy,2025-06-16,positive,0.9233427047729492,3
Praybeyt Benjamin 2,Bomb panes,2025-06-08,negative,0.7367026209831238,2
Praybeyt Benjamin 2,sarap sapakin ni bimby dito,2025-06-04,positive,0.9344037771224976,1
Praybeyt Benjamin 2,push mo yan te eh eh eh eh eh,2025-06-02,negative,0.8469763398170471,2
Praybeyt Benjamin 2,my favorite sci-fi movie,2025-06-02,positive,0.993433952331543,0
Praybeyt Benjamin 2,nakuha ko talaga humor ko kay yaya gundina,2025-05-31,negative,0.6469473242759705,1
Praybeyt Benjamin 2,invite all famous celebrities and make a shit movie,2025-05-27,positive,0.6933087706565857,0
Praybeyt Benjamin 2,Plants v Zombies gave it the two stars,2025-05-22,negative,0.9664486646652222,3
Praybeyt Benjamin 2,idgaf this was my comfort movie,2025-05-22,positive,0.833597719669342,0
Praybeyt Benjamin 2,NAKAKAINIS HAHAHAHHAHAHHAHHAHAHA,2025-05-22,negative,0.8949108719825745,1
Praybeyt Benjamin 2,rewatched it kasi wala lang HAHAHAHAHAH still one of vice’s best work BENTA SAKIN,2025-05-18,positive,0.9737517237663269,1
Praybeyt Benjamin 2,isa sa ogs ko. unkabogable nga talaga si meme vice. bat ang randomly funny ni bimby dito? ,2025-05-18,negative,0.9468027353286743,1
Praybeyt Benjamin 2,“bakla ako pero di ako bakla lang.”did she stutter??,2025-05-14,negative,0.911159873008728,1
Praybeyt Benjamin 2,"plot? unknowntarget market? 7-year-olds and stressed tito-tita energyalso, vice ganda running in heels while shouting ‘boom panes’ is national cinema",2019-05-02,positive,0.9727916121482849,1
Praybeyt Benjamin 2,ewan ko sayo nak,2025-05-05,negative,0.8596985936164856,1
Praybeyt Benjamin 2,it's bad but good?,2025-05-02,negative,0.9195185899734497,0
Praybeyt Benjamin 2,corny movies ,2025-04-18,positive,0.5718683004379272,0
Praybeyt Benjamin 2,funny dati pero looking back ang korni ni alex g at sir chief lels fav part: plants vs zombies,2014-12-25,positive,0.9201540946960449,3
Praybeyt Benjamin 2,nagtiklop ako ng damit,2025-04-06,negative,0.6884363889694214,-1
Praybeyt Benjamin 2,bakit ang hilig niyo maglagay ng actors na di magaling umacting,2025-03-26,negative,0.9078500270843506,1
Praybeyt Benjamin 2,"It feels a bit underwhelming, especially when considering that it is a sequel to The Unkabogable Praybet Benjamin (2011) which stands to be comparably better by at least a hundredfold.",2014-12-25,negative,0.5265650749206543,0
Praybeyt Benjamin 2,bestfriend kept on laughing at this but im too distracted with the sound effects to gaf rn,2025-03-08,positive,0.9329162836074829,0
Praybeyt Benjamin 2,On another episode of: kypifam introduces ari to filipino media this is purely based on how hard i was laughing my ass off like 95% of the movie… thats it ,2025-03-08,positive,0.9559269547462463,0
Praybeyt Benjamin 2,pinanood sa tv e (1),2025-03-04,negative,0.9121777415275574,-1
Praybeyt Benjamin 2,*goat noises,2025-03-02,positive,0.8711385130882263,2
Praybeyt Benjamin 2,weird bomb but ok,2025-02-27,positive,0.7273778915405273,2
Praybeyt Benjamin 2,i miss my mag-asawa ,2025-02-23,positive,0.5057465434074402,1
Praybeyt Benjamin 2,i love witty movies so much,2025-02-21,positive,0.9951043128967285,0
Praybeyt Benjamin 2,SHOULD HAVE BEEN NOMINATED FOR BEST INTERNATIONAL FEATURE ON THE ACADEMY AWARDS RAHHHHH ,2015-05-21,positive,0.9520387649536133,1
Praybeyt Benjamin 2,peak cinema is vice ganda and a group of soldiers doing a rip off plants vs zombies battle,2025-02-18,positive,0.9816395044326782,3
Praybeyt Benjamin 2,the way this started as a zombie movie and ended with a random dance number and a james reid cameo,2025-02-15,positive,0.6668184399604797,3
Praybeyt Benjamin 2,,2025-02-05,negative,0.7240187525749207,2
Praybeyt Benjamin 2,cute ni bimb peor cringe na naman yung sayaw sa ending lol,2025-02-05,positive,0.8635988235473633,1
Praybeyt Benjamin 2,parang panaginip sa dami ng nangyayari also canon event talaga ng mga bading maging api to heroic figure to mayabang i fear,2025-02-03,positive,0.9363924264907837,1
Praybeyt Benjamin 2,vice ganda you are my gaga you are my beyonce,2025-01-28,positive,0.9926317930221558,2
Praybeyt Benjamin 2,you are my first romance…,2025-01-26,positive,0.9817076921463013,-1
Praybeyt Benjamin 2,i watch this when i want to laugh,2025-01-19,positive,0.9872931241989136,0
Praybeyt Benjamin 2,grabe din talaga yung comedic timing ni alex gonzaga eh no sayang lang ang suma ng ugali hmp,2025-01-19,negative,0.8390700817108154,1
Praybeyt Benjamin 2,"“sana pareho na silang nasa langit, kahit na sabi nila diba bawal umakyat ang bakla sa langit”",2025-01-17,negative,0.7345594167709351,1
Praybeyt Benjamin 2,u make bad decisions when ur sleep deprived mine was choosing to watch this film,2025-01-12,negative,0.9419909119606018,0
Praybeyt Benjamin 2,BOOM  panes ,2025-01-08,negative,0.8543608784675598,2
Praybeyt Benjamin 2,imagine explaining this to a foreigner,2025-01-07,positive,0.5059266686439514,-1
Praybeyt Benjamin 2,first one was funnier but still loved this,2025-01-05,positive,0.9937540888786316,0
Praybeyt Benjamin 2,Nyare ahahah,2025-01-05,positive,0.7631329298019409,2
Praybeyt Benjamin 2,bakla ako pero ’di ako bakla lang.TELL EM MOTHERRRRRR,2025-01-05,negative,0.7922673225402832,1
Praybeyt Benjamin 2,let out a giggle it’s the thought that counts,2025-01-05,positive,0.9743621349334717,0
Praybeyt Benjamin 2,i watch for the LOLs and it's effective that way <3,2025-01-04,positive,0.982366681098938,2
Praybeyt Benjamin 2,laptrip pa rin hahaha,2025-01-03,positive,0.6069170236587524,2
Praybeyt Benjamin 2,plants vs zombies ate,2025-01-02,positive,0.5863181948661804,3
Praybeyt Benjamin 2,nakakalurks yung action scenes,2024-12-31,negative,0.8130500316619873,-1
Praybeyt Benjamin 2,too much glazing on sir chief,2024-12-30,negative,0.5664541125297546,-1
Praybeyt Benjamin 2,studies have shown that the only definitive way to tell if a child is kris aquino’s child is by showing them the bagua,2024-12-24,positive,0.6323492527008057,1
Praybeyt Benjamin 2,nostalgia is my motivation of watching this,2024-12-23,positive,0.6211345195770264,0
Praybeyt Benjamin 2,i wish this movie never existed.,2024-12-21,negative,0.7585088610649109,0
Praybeyt Benjamin 2,Nakakairita si Alex G,2024-12-20,negative,0.6776775121688843,2
Praybeyt Benjamin 2,in mommy divine & princess sarah we trust,2024-11-28,positive,0.9945833086967468,-1
Praybeyt Benjamin 2,parang bato talaga si richard yap kahit kailan,2024-12-03,positive,0.8347362279891968,1
Praybeyt Benjamin 2,"bakla ako pero di ako bakla langpls dont ask me why im suddenly watching corny vice movies  ANG MAHALAGA TUMAWA AKO, OKAY",2024-12-13,positive,0.7397090196609497,1
Praybeyt Benjamin 2,og was better also PAMPANGA MENTION ,2024-12-11,positive,0.9531726241111755,0
Praybeyt Benjamin 2,"nvm hindi pala sisterakas...eto ata yung may pinakamaraming pa-time capsulein retrospect, praybeyt benjamin is groundbreaking. a gay-led motion picture that was once the highest grossing film in the country. and all because of a name—vice ganda. from then on, lahat ng films ni vice, nagiging highest grossing. ang celebrity status niya ay nasa upper echelon na. people see vice films because it's vice. came this sequel. two ingredients for its immediate success: first film being an instant cult classic + household name = highest grossing film. but, the lost potential is palpable. i wonder what it would've been like if the sequel focused more on the LGBTQ+ spectrum getting in the military (since it's one of the messages of its predecessor). nonetheless, it has its moments. it's watermarked by the pop culture era that was occuring at the time. and the films serves its purpose—to bring joy and laughter. and sometimes, that's enough.",2024-12-10,positive,0.9391298890113831,0
Praybeyt Benjamin 2,im soooo curious ano kayang reason bat hindi ni-recast si jimmy santos bilang tatay ni vice dito ,2024-12-10,negative,0.8531484007835388,1
Praybeyt Benjamin 2,pangit na aktor ni richard yap omfg  DAMI KONG TAWA THO!!!,2024-12-07,negative,0.9248172044754028,1
Praybeyt Benjamin 2,super iconic talaga ng push mo yan teh scene pota ang random,2024-12-03,positive,0.7524058818817139,-1
Praybeyt Benjamin 2,laro hahahaha,2024-11-30,negative,0.8571118712425232,2
Praybeyt Benjamin 2,first one was better,2024-11-27,positive,0.8619489669799805,0
Praybeyt Benjamin 2,"Walang puso, puro cheap humor lang unlike sa first movie na kahit paano nakakatouch.",2024-11-24,negative,0.9567985534667969,1
Praybeyt Benjamin 2,mas nakakatawa yung una pero BWHSHHSHAHAAHAH,2024-11-21,positive,0.7177833318710327,1
Praybeyt Benjamin 2,may part 1 pala to haha,2024-11-20,negative,0.61704021692276,1
Praybeyt Benjamin 2,nakatulog ako 5/5,2024-11-12,negative,0.6766441464424133,1
Praybeyt Benjamin 2,So campy,2024-08-02,positive,0.9501467347145081,2
Praybeyt Benjamin 2,gagoh hahahah nag knife mid sila,2024-11-02,positive,0.7171497941017151,1
Praybeyt Benjamin 2,sobrang camp nung nagzumba sila para idifuse yung bomba i cannot hahahahahaha,2023-12-23,negative,0.9019108414649963,1
Praybeyt Benjamin 2,"ngl, crush na crush ko rin dati si richard yap BWHAHAHAHHAHAH the ending was really funny and accurate for me if i was still young",2024-03-14,positive,0.977053165435791,0
Praybeyt Benjamin 2,this is the real train to busan,2024-10-06,positive,0.8741446733474731,2
Praybeyt Benjamin 2,aliw sha nak,2024-09-29,positive,0.696165919303894,1
Praybeyt Benjamin 2,i love you meme vice but this was a boot,2024-09-22,positive,0.9408441781997681,2
Praybeyt Benjamin 2,Very Funny Movie,2024-09-19,positive,0.9930664300918579,0
Praybeyt Benjamin 2,Good comedy movie! Nice one vice!,2024-09-19,positive,0.9941840767860413,0
Praybeyt Benjamin 2,Nice movie!,2024-09-19,positive,0.9960361123085022,0
Praybeyt Benjamin 2,must watch this!!surely you will enjoy this movie,2024-09-19,positive,0.9969912767410278,0
Praybeyt Benjamin 2,i really enjoyed watching this movie...must watch this!!,2024-09-19,positive,0.9981343150138855,0
Praybeyt Benjamin 2,Very Laughing movie,2024-09-19,positive,0.988955020904541,0
Praybeyt Benjamin 2,why does my pinsan ate mics looks and acts the way alex gonazaga is in here,2024-09-07,negative,0.5646951794624329,2
Praybeyt Benjamin 2,the first movie i watched in the cinema with my parents and sister,2023-11-05,positive,0.9734658002853394,0
Praybeyt Benjamin 2,sarap mo richard yap,2024-09-07,positive,0.9773350954055786,-1
Praybeyt Benjamin 2,Funny but Boring,2015-01-11,positive,0.5467674136161804,0
Praybeyt Benjamin 2,The difference between silly (the 2011 original) and pathetic (the 2014 sequel) is three years. Brainless films like this make me question the lost sense and sensibility of a supposed-to-be family comedy genre that is reduced to a shallow cash cow venture.,2014-12-28,negative,0.9214065670967102,0
Praybeyt Benjamin 2,"despite the same-old same-old, surprisingly, this one has a real unhurried story.ADHD approach is less than your usual dosage and the worst part is Kris Aquino's son. smart move in banking the co-lead and support to Sir Chief and A. Gonzaga respectively.ego, it's actually watchable. *gasp*",2015-02-03,positive,0.9914202690124512,0
Praybeyt Benjamin 2,I really wonder what Wenn V. Deramas is smoking. Pinoy comedy is getting weirder and weirder. It's like it has no connected to this earth....,2015-03-01,positive,0.8211562037467957,0
Praybeyt Benjamin 2,nonsense,2015-04-03,negative,0.7039837837219238,2
Praybeyt Benjamin 2,kakatuwa naman haha,2015-04-10,positive,0.8645140528678894,1
Praybeyt Benjamin 2,Just when you thought it couldnt get worse...,2015-05-06,negative,0.8015482425689697,0
