review_id,document,topic
80,woooh nakakaputangina,0
82,i swear to god if i hear another mother from her mouth one more time...,0
84,"this documentary was not just meant to inform the people it was a warning a warning that the sins of the past would come back to haunt the filipino people, and they have we, as filipinos, glorified the rich and powerful, while the poor who fought back were treated as criminals the rich became gods, the supposed benefactors of the poor, when in truth, what they gave was only a fraction of what they had stolen they set the rules on how to plunder the people it may not always be under the same name or family, but it is carried out in the same way if we want change, we must believe that it is not a question of when but of how we must commit to a long term process of change, not fall for empty promises despite all this, i remain optimistic that these recent issues of corruption will open the eyes of those who were once blinded by words and false promises the filipino people should no longer be bound by biased perceptions we are slowly beginning to see the truth we are being played and i hope these events will finally serve as the catalyst for change a change in governance, a change in mentality, and a change for the betterment of the philippines",0
86,hajajwjdhshahahahdjwnabwsbahaha langya ang random nung 1k ahaha pero cge kung tingin mo ayan makakatulong sa cancer patient,0
87,"i thought that ismelda marcos was dead but she's very much alive and still politically active somehow greenfield, given this access to this great monster, doesn't manage to make any more out of it than this decent, solid tv doc biopic it can't help feeling like a massive missed opportunity",0
89,la gente son borregos,0
90,who does this family think they are,0
91,"this documentary filled me with utter sadness, seeing how we allowed tyranny to creep up into the mainstream what the late former president, noynoy aquino, said especially resonated with me people who forget the mistakes of the past are condemned to repat them have we not learned our lessons we must take great care of our history, otherwise we'll continue being the victims of our past this documentary serves well to showcase of not just the horrors of the marcos regime, but of the vileness the marcos family still exudes today we should've killed the tyrants",0
92,we will never understand the mind of imelda marcos,0
93,"as a proud filipino american it was truly shocking to learn about the corrupt history of the philippines, and a big part as to why my family on my mothers side had to move to america when they did",0
94,okay naman ung documentary i think nababanas lang ako sa mukha ni imelda talaga,0
96,70 ,0
98,"i was crying until the very end of this docu film i know that one day well get the good things and the justice weve deserved since the beginning despite everything thats happened, and whats still happening in our country, im still holding on to hope",0
99,"i miss the clout of being a first ladythis documentary tells us how powerful a word is watch imelda as she retells history from her point of view and that line she said when she says that she misses the clout of being a first lady... i dont know what to say about that, you choose",0
100,imelda ilusyunada,0
101,and guess what whos back in the presidency again,0
104,my heart goes out to the people of the philippines im so sorry divas,0
105,mashallah i can leave this country im sick as fuck,0
106,the power of thesis antithesis synthesis storytelling,1
107,imelda was kinda sicksick in the head,0
109,"the real purpose of this film was to change the minds of filipinos who are against the marcoses, but in the end, they themselves exposed their own greed for power and wealth",0
110,some people perceive themselves as the herose of their own story,-1
111,"revisit after a few years, oddly chic",-1
112,dealing with the public is a chore,0
113,major props to the director,1
114,just if u want to open ur eyes,0
115,"i know this is about imelda but it just made me wish for a more comprehensive documentary on the martial law years focusing on its victims and survivors we deserve their stories and they deserve to be heard like, honestly, shut the fuck up",0
116,"started off awed by her charity and then it took a turn... wow, i cant believe her son is the current president of the philippines",0
124,"but that is mothering a sobering look at populism, autocracy, and how easy it is in the era of misinformation for the wealthy and powerful to wash away the sins of their past, thereby condemning the people to repeat them if you, like myself, dont know much about filipino politics, do yourself a favor and watch this documentary and then google who the current president of the philippines is",0
126,"vildt godt lavet, men forfrdeligt at et land kan ledes pa den made...",-1
128,"no, no i'm totally innocent i say as i stand in a room full of documents detailing my crimes",-1
130,"grabe ka crazy rich asians imagine owning 3,000 pairs of shoes wiw kuyawan si astrid leong teo oyy hasta sa mga collection sa couture ayy nga pina embroidered chuchu pa wiw su yi, anue na keep up charot",0
132,disturbing but very normal if you grew up being an ignorant one thing about people like the marcoses and the dutertes is that they obviously don't give a fuck who cares when they are rich enough to provide for themselves,-1
133,made me want to buy shoes and start a dictatorship,-1
134,mother of the philippines more like mommie dearest of the philippines,0
135,imelda marcos thought she was giving princess diana,0
136,"imelda marcos is like that narcissistic family member who gaslights and guilt trips and insists to be the center of attention, where every word out of her mouth is toxic or delusion or empty platitudes or the same self aggrandizing boohoo stories over and over again between this and ramona s diaz's imelda, a portrait of an evil woman who plundered this country, handing out pocket change for photo ops, all the while buying up foreign property and lining her own pockets will we be seeing another marcos in malacanang being president is a destiny",0
137,"imelda is delusional at trying hard to be queen of people's hearts trying hard maging main character at clout chaser siya totoong si imelda ang tunay na may hawak ng administration sa docu na 'to makikita na napiprito sila sa sarili nilang mantika ang real reason kung bakit martial law ang best year sa marcos dahil sa kapangyarihan na meron siya, at hindi dahil merong sovereignty, freedom, justice, at human rights the devil works hard, but imelda marcos works harder",0
138,c manipulative gf,0
140,let them eat 1000 peso bills,-1
141,"lino brocka was right, dapat inexecute na tong mga to",-1
142,and now they are back on top...,0
143,she who shall not be named became an orphan from a very young age and decided to make it the nation's problem,0
144,filipinos are very forgiving people,0
145,normalize blaming the marcoses for everything,0
146,god everyone here had so much hope the marcoses would never return to malacanang always and forever marcos duterte diktador tuta,-1
147,"wouldn't say it's a waste of time resources, i got to know more about martial law although i expected to learn more about imelda and her politics",0
149,"vote for makabayan koalisyon 02 adonis, jerome04 andamo, jocelyn06 arambulo, ronnel13 brosas, arlene16 casino, teddy17 castro, france23 doringo, mimi26 floranda, mody37 lidasan, amirah44 maza, liza54 ramos, danilo04 kabataan 21 act teachers 46 gabriela59 bayan muna",0
150,"...the filipinos are very forgiving people this is all too familiar here in 2025 and the western hemisphere, with a guiding principle of the idiots guide to conning americans sometimes it helps that youre not taken too seriously",0
153,"now is what's important, so the past is past the first time i saw this documentary was in early 2020 i was in the living room with my parents, my tita and my lola they were all alive during martial law i recall how annoyed my family were as imelda talked about her side of the story and how sad it was to see the country turn their backs on the marcoses even then, perhaps due in part to my family's influence, i was heavily critical of the marcoses and their claims, as well as the rhetoric of then president rodrigo duterte this was months before the pandemic that was poorly addressed by duterte's administration, three years before bongbong would be elected straight to the presidential seat, and six years before duterte would be charged with crimes against humanity by the icc and sent to the hague while his followers claimed that he was unjustly arrested i love the way that this documentary was shot the juxtaposition of the lavish marcos spendings with the effects they have had on the lowest sectors of society do a good job at providing insight into the sheer amount of ill gotten wealth they have procured over the years the intimate interviews we get from this documentary are also a huge highlight for me it makes me wonder how the crew were able to get so many high profile people for this documentary in retrospect, it is almost horrible foreshadowing to see all this talk of bbm's race to vice presidency when he is currently our president it's like he got what he wanted and more what does it say about us as a country that we are willing to let the son of a dictator and kleptocrat, as well as their family, back into power or rather, what does it say about our education systems and efforts to retain the facts of the martial law era to still see the marcos family in power shows that they really did essentially get away almost scot free at this point in time, it is more imperative than ever to never forget what their dynasty has done to our country, and to never again repeat the mistakes of the past i am thankful that from a young age, my family's stories and experiences living under the marcos regime have been instilled in me i am thankful that i have people in my life to make sure that i remember our history",0
154,imelda grew up in poverty and later became the most powerful woman in the philippines in the 80s with a 1000 pairs of shoes outside looking in its stranger than fiction,0
155,"they should have let lino brocka do the thing it has always confounded me the forgiveness and love that i've heard for the marcoses all of my life my family recall rose tinted memories of him building a hospital the pinoy guy selling my uncle towels at jcpenney c 2012 spoke fondly of his dying wishes as if he was a close friend and their return and re ascendancy all of this was so bizarre, wounds so fresh electing to kneel in the gravel with the return of trump, the confusion is gone by tolerating their existence on this earth, these mikey sabres with their intoxicating promise of change will continue to suck the blood of all the world beneath them",-1
157,"always rewatch worthy for me, and my favorite part about the whole thing is how imelda's anecdotes are always juxtaposed with anecdotes and facts that prevent the viewer from buying into imelda's delusion the film panders to apologists and fanatics that want to hear from imelda herself, then actively attempts to shatter the grandiose and morally upright edifice that imelda forwards still though, i think we should never ever give imelda the spotlight in the first place, since the marcoses have insane ways of twisting words and narratives",0
159,"imagine importing innocent animals from another country, forcing them to endure days of travel and separation from their natural habitatonly to displace people from their homes to make space for these animalsand then claiming it's all in pursuit of creating a paradise ang sasahol niyo",-1
160,oh she's crazy crazybut not as crazy as what rich people can get away with,0
161,big shift from zany crazy to depressing crazy,-1
163,"i've watched this too many times but the initial feeling has never left it's one thing to have a white director try to spell out the bloody history of a country she's never known, it's another to give imelda the platform and attention she's always had in abundance but still seem to feel like she lacks which is pretty much appropriate considering her insatiable desire not only for attention, but also power and glory but i guess only a white director could have ever stepped foot in their mansion, could have used her prestige and privilege to make the interview feel like flattery despite it being a portrait of a murderous family, could have gotten the funding to even make this possible i am torn between two things on the one hand, my background in psychology has me looking at everything as a case study, and what is more interesting than a powerful family who built their fortune and influence on violence presidency, and expect a divided nation to discern for themselves when things could be so easily taken out of contextespecially those under the false illusion of the absolute goodness of the marcoses, looking only for what will reinforce their perceived truths i had faced the dilemma of being in the middle of it all, as at that time i was working in an artist collective that organized an annual film festival, which had this at the center of the programming we also organized screenings and talkbacks in different areas in the country, but make no mistake it was an ethical dilemma for everyone involved how will it live beyond its 2 3 year festival circuit lifespan how will it be viewed as it is, a decade later, without the talkback discussions and with all of the martial law survivors gone there are thousands, if not millions, of stories that are yet to be told in my hometown i can recall a few quite easily, with the remnants of the dictatorship still very much alive in every corner of our island it does not help that the victims and survivors in the documentary felt more like a testament to the power of the marcos family than the actual holders of this historical narrative this should not have been the story of imelda but the story of the filipino people who have fought against the seemingly immovable force of the dictatorship this should have been a portrait of the force that moved against them and carved out a victory they are back in the highest seat of power, and all we have is a humanized portrait of imelda and an intellectual discourse that we pass back and forth until it is worn and tired, while the rest of our people survive on scraps after the marcoses took everything they could",0
166,so this is what being delulu and having mommy issues is like,0
167,"should have labelled this film's genre as a comedy because whatever comes out of her mouth is gold only if that gold were real, the pulibi could use it to claw their way out of grim poverty",0
169,ganda lang talaga ambag niya redemption arc na sana naging bato panever again to the marcoses at dutertes,0
170,relogging this the kingmaker is simply another piece of proof on why marcoses are irredeemable people behind their glamour and gigantic egos are soulless monsters who kill and uses countrys money for pleasure with no shame,0
171,"i appreciate the way the film rebuttals imeldas statements but i feel like they really hyper fixate on giving her time to justify her wrongdoings anyways pretty good documentary, but pls dont let that woman open her mouth again i beg",0
172,"lauren greenfield is one of the best documentarians, she has such a keen eye for where the story isthe scope of this is very impressivecompared with the queen of versailles , imelda marcos actually has really great taste in art and in fashion, her signature sleeves look great and flatter her",0
173,"this movie shows the hand that imelda played in the hands of philippine politics that it's not just her husband and her son who have a grasp on philippine politics that she had just as much to do with everything that happened as much as her husband and kids this movie got me to ask questions that i never really thought about cause in my eyes it no longer affects me cause it was so long ago but seeing the impact of what the past has done to today made me ask questions about what i want in a leader and what i stand for questions i think everyone should ask is this film a criticism on the marcos family, yes, but on a much deeper level than that, it shows a massive flaw with philippine politics, and how us, as the philippine people, can stand against oppression and corruption we may not always get it right, but i see this film as an important reminder on why we should fight, despite getting it wrong",-1
176,deep diving into philippine history rn to better understand the duterte marcos power struggle imelda marcos fr thinks she's mother teresa lol,0
177,"this was amazing as we delved deeper into everything theyve done to the philippines, and are still doing it just brought chills that it is still happening to this day did not know anything about this before but after watching just wow her last line of the past is the past and there are some things that should be forgotten describes her mindset perfectly",0
178,a timely documentary this march 2025 really,1
179,tiger king has nothing on her,0
180,"i enjoy this type of storytelling, making imelda marcos feel human and then showing how humans can be evil you can see how imelda's lies are debunked by how this documentary was brilliantly edited however, i can also see how this project can reinforce some people's positive view of the marcoses if they have an untrained eye i have seen numerous documentaries about the marcoses through the years and while i think this is one of the better ones, i don't see a lot of difference too in regards to new topics or issues covered filmmakers continue to make documentaries about the marcoses but filipinos also continue to elect them will some documentary in the future finally change this as of now, i hope so but idon't think so",0
181,rewatched this for our class interesting documentary when we want to dissect details of the film women can be an enabler in an oppressive society,0
183,"ganda, pakidistribute pa po in many places",0
184,let's use democracy wisely,0
185,incredible access while still being able to put a point against power putting those people in power of our largest communal organizations countries with even more money at their dispense is counterintuitive great breadth covering so much of a corrupt history of government told very efficiently,0
186,"this documentary successfully made me hate a person, whole family, and entire regime so much i feel like how kendrick hates drake for everything he stands for and is audiences criticize this film for even giving these people a voice at all, but i think this film was necessary to understand the kind of psyche and philosophies this regime has it adequately shows the true tyranny and corruption they inflicted on our people and country, so i don't find it to be sympathetic to them either, if anything it makes you truly see their corruption, ridiculous hypocrisy, and basically lies absolutely a must watch, but with critical eyes and ears remember the truth of our history",0
188,"let us remember and never forget what had happened during marcos sr 20 year dictatorship in the philippines because it is happening, marcos jr the marcoses are distorting history, spitting lies, not batting eyes, not admitting anything and converted edsa people power revolution anniversary as a special working day from a holiday it is the 39th anniversary of the edsa, we shall continue to commemorate and to celebrate never forget",0
189,"this day celebrates our freedom from the marcos dictatorship and trying to erase it won't make filipinos forget how cruel ferdinand marcos's regime was the marcoses can't just change historyimelda's past is past is incredibly insensitive history is history, and the pain inflicted on the people over two decades can't be ignored they thought his war on drugs was a success my family is still strongly pro duterte dds , showing how powerful media manipulation can be this documentary is really important it's vital for teaching young people like me about the marcos dictatorship and its long term effects",0
190,never forget,-1
192,when your circle small but yall crazy,0
193,"funny how imelda continuously presents herself as a mother figure not only to her own children but to the entire nation she repeatedly emphasizes her desire to be a mother, a role she seemingly cherishes above all else she claims that her love and devotion to the filipino people mirror that of a mothers love for her own children, almost as if to justify her actions and her family's corrupt reign",0
194,"i don't have the ability to express any articulation with regards to the marcoses because they disgust me on such a visceral level that i could scarcely get through the first five minutes of the documentary without doing something else while watching to distract me from the bottomless pit in my stomach they should bring back political assassinations specially just for the marcoses and the dutertes never forget, i beg",0
200,"imeldas husband ferdinand marcos was democratically elected in 1962 and declared martial law in 1972 in 1983, unknown killers shot the opposition politician benigno aquino at manila airport, which led to increasing resistance among the population when corazon aquino stood for election in 1986, marcos had the results manipulated and declared himself the winner because of unrest among the population, the marcos family had to flee to the usa, where they lived in a palatial house in hawaii with a good state pension imelda continued to claim that her husband was the philippines' best leader, despite the couple's embezzlement of billions of us dollars they believed the money belonged to them as leaders of the country she returned to the philippines in 1991 and received a seat in the house of representatives there she campaigned successfully for her son, who has been president of the philippines since 2022 it is just as incomprehensible how it happens that imelda is repeatedly acquitted in the philippine courts imelda was willing to be interviewed for the documentary the woman clearly lives in a parallel reality in which she was the kind mother of filipinos and always did everything for the good of her country at the same time, people who knew her talk about her blatant spending she bought several houses in nyc and founded a small safari park on a supposedly uninhabited island the residents who have since returned are having a hard time dealing with the zebras and giraffes that are eating away at their gardens",0
202,"harap harapan nang sinasabi ng mga marcos kung gaano sila katiwali media platforms should really refrain from giving imelda a chance or a platform to speak in fact, she was one of the people who forbid this very right to the masses during the peak of her husband's power kung kaya't nasa atin, tayong mayroong kakayanan na makapagaral at mayroong access sa wastong impormasyon na magkaisa at bumoto ng mga opisyal na mayroong mga malinis na intensyon at tunay na liderato tama na",0
204,2025 y la caca sigue flotando con ayuda de los estados desunidos de norteamerica,-1
205,both a really clever character study and insightful political education,0
208,tangina mo imelda,0
209,"there are so many things in the past we should forget she tries to come off as this sad, compassionate, motherly figure who only wanted what was best for the philippines she admits that her husband wanted to become president to maximize his wealth i mean mother was that a freudian slip they convince themselves that removing people from their homes, stealing and hoarding the wealth of the country, and martial law were all great successes for the people while they still seek to steal and maintain control of the country that wanted them gone and, just like the hateful magats in america, they've convinced people that they're what's best that fascism and stolen wealth is what's best that murdering your opponents and ignoring the people is what's best there's a point early in the documentary where imelda talks about her political contemporaries she says a lot of people called them monsters, but she didn't think they were monsters lady, that makes you one of the monsters if you're surrounded by evil, despicable, hateful, terrible monsters and you find them charming and delightful, you are a monster",0
