movie_name,review_text,topic
Praybeyt Benjamin 1,ANG LAUF KO DITO HAUAHWUAHAUSHSHVAHZUSHWHWHA,0
Praybeyt Benjamin 1,me kapag sinali sa rotc,0
Praybeyt Benjamin 1,miss u direk wenn,0
Praybeyt Benjamin 1,utot gun so op,0
Praybeyt Benjamin 1,"this was fun watching, you'll smile and laugh.",0
Praybeyt Benjamin 1,welcome home papsi !!,3
Praybeyt Benjamin 1,the filipino mulan daw sabi ng kuya q,0
Praybeyt Benjamin 1,"5 stars ehudhwhshaha mga nagseseryoso dyan sa movie na ganto, di kau sasaya #utot_gun",0
Praybeyt Benjamin 1,bakla!,0
Praybeyt Benjamin 1,"| ?benjie is so me, pag naging sundalo tapos ang nasa cardboard target al pacino at robert de niro tapos hindi ko babarilin#boompanes",0
Praybeyt Benjamin 1,wititit!!,0
Praybeyt Benjamin 1,"""ito ba yung may bomba"" - Deim""gusto ko rin ng barbie"" -Tine",0
Praybeyt Benjamin 1,kami ng mga bading kong kaibigan pag napunta sa military,0
Praybeyt Benjamin 1,another memorable cinema watch. babaw p kaligayahan q noon wiwww,0
Praybeyt Benjamin 1,HALA,0
Praybeyt Benjamin 1,THIS WAS THE REASON WHY MY HUMOR IS THE WAY IT IS,0
Praybeyt Benjamin 1,Peak vg,2
Praybeyt Benjamin 1,medyo iba awra ni mulan dito,0
Praybeyt Benjamin 1,gets kung bakit favorite to ni blank,0
Praybeyt Benjamin 1,Vice Ganda paved the way for the gays,1
Praybeyt Benjamin 1,boots og ver,0
Praybeyt Benjamin 1,eddie garcia and vice ganda in a single movie,0
Praybeyt Benjamin 1,filipino classics watched in the living room with my grandmother :) i love my warm province life,0
Praybeyt Benjamin 1,peak comedy hshshsbaka,0
Praybeyt Benjamin 1,Rotcc feelss ltt,0
Praybeyt Benjamin 1,funny talaga neto pero may mga offensive na jokes lol,0
Praybeyt Benjamin 1,da beast ,0
Praybeyt Benjamin 1,CAMP!!!!!,6
Praybeyt Benjamin 1,"peak comedy pero may mga jokes na medyo oa for me :""))",0
Praybeyt Benjamin 1,"Inang platoon yan, Alpha Phi Chupapi?!",0
Praybeyt Benjamin 1,mas maganda to kaysa sa 2nd movie eh pero nakarami nako ng panonood dito eh pero maganda parin,0
Praybeyt Benjamin 1,this is my OG Boots,0
Praybeyt Benjamin 1,Antoinette Jadaone: Anong paborito mong Vice Ganda - Wenn Deramas?Lav Diaz: 'Yung sarhento siya.,0
Praybeyt Benjamin 1,i know this is controversial bc of the underlying political tones of this movie... but when i watched this when i was younger i still love it for how funny it is.,0
Praybeyt Benjamin 1,lav diaz made me rewatch,0
Praybeyt Benjamin 1,ok naman nakakatawa hehe,0
Praybeyt Benjamin 1,GOAT,0
Praybeyt Benjamin 1,cant believe u can find this on letterboxd omg,0
Praybeyt Benjamin 1,ang funny nya parin till now,0
Praybeyt Benjamin 1,jfdhskdfhskjfk,0
Praybeyt Benjamin 1,hear me out daw ng kaibigan ko ang “straight passing” na vice ganda,0
Praybeyt Benjamin 1,"generational, timeless, unkabogable",0
Praybeyt Benjamin 1,Gay Mulan,1
Praybeyt Benjamin 1,life-changing kahit na hindi ko nagets yung ibang jokes kasi 8 pa lang ako non,0
Praybeyt Benjamin 1,hit movie naman ang praybeyt benjamin pero bakit ang dami pa rin homophobic sa pilipinas?,-1
Praybeyt Benjamin 1,bring back muscular men. ayun lang!!,0
Praybeyt Benjamin 1,"Still, the funniest Vice Ganda movie.",0
Praybeyt Benjamin 1,hala ,0
Praybeyt Benjamin 1,may 10 jokes per second daw ,0
Praybeyt Benjamin 1,"yall dont deserve benjie!!!! it is so infuriating when people base strength and value on someone's sexuality, not to mention kailangan pang may patunayan bago tanggapin and it doesnt only happen in fiction save me banban kean cipriano save me",1
Praybeyt Benjamin 1,Queen,2
Praybeyt Benjamin 1,"super benta pq rin ng jokes kahit more than a decade na ang nakakalipazang legendary talaga ng scene na sumasayaw siya para sa lolo niya tas sinigawan lang siya ng bakla hahahaha, the internalized homophobia i say??",-1
Praybeyt Benjamin 1,peak comedy,0
Praybeyt Benjamin 1,never akong nabored na-irewatch to,0
Praybeyt Benjamin 1,"there's no live action mulan in ba sing se, only praybeyt benjamin",5
Praybeyt Benjamin 1,gets kita direk lav,0
Praybeyt Benjamin 1,BULWAK TAWA KO SA DULO PUTRAGIS HAHAHAHSBWHAHAJBSBWHAHDJAJAGAHAJA,0
Praybeyt Benjamin 1,vice’s movies never failed to make my day better,0
Praybeyt Benjamin 1,nakakatawa,0
Praybeyt Benjamin 1,helpful maka gawa ng hiragana worksheet,0
Praybeyt Benjamin 1,hindi talaga makakabog,0
Praybeyt Benjamin 1,ICONIC ,0
Praybeyt Benjamin 1,EXACTLY!!!,0
Praybeyt Benjamin 1,WELCOME HOME PAPSIII,3
Praybeyt Benjamin 1,Filo camp in its earliest form,6
Praybeyt Benjamin 1,literally mulan for gay ppl,1
Praybeyt Benjamin 1,iconic,2
Praybeyt Benjamin 1,so camp ,6
Praybeyt Benjamin 1,Funniest Filipino movie ever,0
Praybeyt Benjamin 1,ampogi mo tlaga derek ramsey HAYOP had me giggling whenever he came on screen GAGI corny man pero this is so peak srry,0
Praybeyt Benjamin 1,knskdksbfjensh an amazing feat of managing to be pro-military and pro-lgbtq at the same timegay people will save the world,0
Praybeyt Benjamin 1,some jokes still funny but watching it after a decade some jokes just ain't it,0
Praybeyt Benjamin 1,a legend (boom panes) was born,2
Praybeyt Benjamin 1,yung credits  callalily - bullies hahhhahahahha plsss,0
Praybeyt Benjamin 1,kasing labo ng poster ung quality ng jokes,0
Praybeyt Benjamin 1,if mulan was gay,1
Praybeyt Benjamin 1,Certified hood classic.,2
Praybeyt Benjamin 1,me sa afp: WELCOME HOME PAPSIEEEEE!!!!,3
Praybeyt Benjamin 1,"benjamin santos is ahead of her time, vv timely and relevant, bring back comedy movies with 2x speed scenes and corny ass linesmy dad and i used to watch this before bwhahaha good old days",0
Praybeyt Benjamin 1,good watch,0
Praybeyt Benjamin 1,‘yung tawa ko,0
Praybeyt Benjamin 1,I love vice ganda,0
Praybeyt Benjamin 1,mulan if she served kanto (cunt),-1
Praybeyt Benjamin 1,so funnyy,0
Praybeyt Benjamin 1,best vg film fr,0
Praybeyt Benjamin 1,phenomenal box office superstar!,2
Praybeyt Benjamin 1,pag bakla salot agad? hindi ba pedeng malas munasana mamura din ako ni kean cipriano,0
Praybeyt Benjamin 1,still so funny,0
Praybeyt Benjamin 1,the OG mulan live action,5
Praybeyt Benjamin 1,"classic comedy film in the ph. tho, as far as my memory, its not as iconic as the 2nd movie but still enjoyed it. also, i love the representation of lgbtqia because when most people sides up waiting to see you fail just because of your sexuality is absurd, but proving them all wrong is immaculate.",0
Praybeyt Benjamin 1,mulan of the ph,4
Praybeyt Benjamin 1,"when i was a kid, i thought this was funny. now that im older, i STILL think this is vice’s best film. idc about political-correctness when its praybeyt benjamin on the line",0
Praybeyt Benjamin 1,one day i’ll tell my kids this is live action mulan,5
Praybeyt Benjamin 1,Mabuhay ang queer cinema (1),1
Praybeyt Benjamin 1,"The scene where he have to shoot the standee of Brad Pitt and Tom Cruise got me. Same Benji, same.",0
Praybeyt Benjamin 1,My OG ,0
Praybeyt Benjamin 1,The film that boosted Vice Ganda's career to stardom,0
Praybeyt Benjamin 1,queer camp excellence. MABUHAY ANG MGA BAKLA!!!!!!,1
Praybeyt Benjamin 1,this is how you adapt MULAN correctly btw!,4
Praybeyt Benjamin 1,gays can do more and BETTER than straight guys na puro pasarap lang ang alam gawin,1
Praybeyt Benjamin 1,faveee ,0
Praybeyt Benjamin 1,Peak Vice Ganda,2
Praybeyt Benjamin 1,iconic,2
Praybeyt Benjamin 1,"the movie itself is ok lang tbh. However, like it or not, the cultural significance of praybeyt benjamin as one of the first and most successful vice ganda blockbusters warrants at least respect.",0
Praybeyt Benjamin 1,cutie lagi si kian cipriano diri,0
Praybeyt Benjamin 1,Vice Ganda is so so so funny,0
Praybeyt Benjamin 1,"""long live the gays""been wanting to watch this for so long. there's so much about this movie. the dad's science hats. the. uh. i was gonna list more but i literally can't think of anything except the one scene where the dad was wearing a gir hat. hello. at one point in the movie we'd been in a training montage for fucking ever and i had to ask ""when are they gonna fight the terrorists"" and i realized we only had 30 minutes left. worth it though. i do really adore how profusely benjie's family loves and accepts him. it's earnestly sweet tbh. anyway. jon watters vice ganda and gregg araki dream blunt rotation but not really",0
Praybeyt Benjamin 1,My bf forced me to watch it,0
Praybeyt Benjamin 1,di natapos,0
Praybeyt Benjamin 1,WELCOME HOME PAPSI,3
Praybeyt Benjamin 1,“syempre pang-kabayo toh”,0
Praybeyt Benjamin 1,mulan pero bading at nandiyan si derek ramsay,-1
Praybeyt Benjamin 1,Laro laro lang,0
Praybeyt Benjamin 1,A movie night classic with my Filipino fam. It’s absurdly camp and entertaining enough to keep me watching.,0
Praybeyt Benjamin 1,"""paano niyo nakita?""""pumikit kami""",0
Praybeyt Benjamin 1,sino nagimbento neto punyetang mga sound effects kala mo lasing ako,0
Praybeyt Benjamin 1,edi i-log,0
Praybeyt Benjamin 1,2 days late na review xd pero tuwing naalala ko yung “bakla ka no” “wititit” tawang tawa ko punyemas  ambabaw lng also shet nikki valdez ?!??,0
Praybeyt Benjamin 1,bading lang pala ang kailangan para matalo ang tsina,0
Praybeyt Benjamin 1,i remember seeing this in the cinema. napakaingay kasi lahat tawa ng tawa. one of direk wenn and vice's best!,0
Praybeyt Benjamin 1,"We have to admit — at the time this film was groundbreaking. Vice Ganda was paving the way for more LGBTQIA+ Films with an actual LGBTQIA+ representation in Philippine Cinema. This film, which now many may not always appreciate, is still a feel-good movie for many Filipinos. Regardless of the shallow comedy, its magic in connecting with trends at its time, as well as heralding the Pinoy humor, makes this a staple film in every Filipino household.",0
Praybeyt Benjamin 1,"i love it when an ensemble cast has their own agendas like thats my band of misfits coming together to serve (in the military).i dont really get why people say this is a bad film when it really is a family friendly comedy film about outsiders wanting to people to be proud of them, and at the end of the day, that is just every filipino.i think that's why near the beginning of the film benjamin reiterates that someday people will be proud of him! and he suceeds this not by fitting in with the hypermasculine standard but the authentic him. this is not a stupid film, instead, it's well written!booing everyone that hates a film just because it's a comedy at the forefront!",0
Praybeyt Benjamin 1,hindi nga daw sha bading!,0
Praybeyt Benjamin 1,"if you like watching stuff that will literally make you laugh, you'll like this one. also, very-filipino ang set up, sooo yeah.",0
Praybeyt Benjamin 1,BONGGAAA,0
Praybeyt Benjamin 1,dr. wenn knew to end it all before the woke era,-1
Praybeyt Benjamin 1,"I just watched an edit of VG saying that people say their movies were trash BUT then nung mga oras na down na down yung mga Pilipino, pinasaya tayo ng mga pelikula niya.Not a fan of theirs I don’t really like mockery as a joke nor do I like hearing them blatantly call people stupid for “voting wrong” but I respect them for this.As somebody who’s been called a film snub & a snub IN General (not true).. i think that I’ve been having a shift on what constitutes a good filmFilipinos don’t have the same luxury I have of watching four films a day. With their 9 to 5s and responsibilities. I would love to see more films & tv shows that will make people happy :)) , forget about their troubles, all while being relatable & uplifting. The good thing about creating art is how u don’t really have to invent anymore. With everything that’s happening in the world. We do not have the luxury of creating art that is not a reflection of our society",0
Praybeyt Benjamin 1,sobrang deserve ni meme nung nanalo siya because of this movie. LOVE LOVE LOVEEEEE,0
Praybeyt Benjamin 1,nakita ko kasama nila si colonel ehsinong colonel?si hildasinong hilda?si hilda colonelyahooo,0
Praybeyt Benjamin 1,yassified mulan hangkulet ,0
Praybeyt Benjamin 1,rotc core ka baks,0
Praybeyt Benjamin 1,mulan the filipino live-action: baklang version,0
Praybeyt Benjamin 1,Wahahahahahhs,0
Praybeyt Benjamin 1,www 3 is coming. i think i watched the wrong movie for war.,0
Praybeyt Benjamin 1,watching this while drunk w friends is a life-changing experience,0
Praybeyt Benjamin 1,can-thought-ten mo ako derek ramsay,-1
Praybeyt Benjamin 1,"a classic. (word vomit ahead)i mean gets na some plot might be problematic in today's generation but still it's iconic.it shows how society views queer people— as a queer myself in a country where you're treated as plague it's hard to express yourself. it might be normalized now in ph, but i still think it's not totally accepted, we're just tolerated. queer people has to prove themselves by achieving something just to fill in their ""flaws"" because for them to accept you—you have to be this successful individual or else you're nothing but labeled as ""salot sa lipunan"". it's hard when what you only want is respect as a human being :)",1
Praybeyt Benjamin 1,mulan if she’s cuntier,-1
Praybeyt Benjamin 1,"Its still so funny, the nostalgia its giving",0
Praybeyt Benjamin 1,"god i love vice's classics sm; this silly little film still has a place in my heart as one of my fave vg films, or films in general",0
Praybeyt Benjamin 1,ang laff ko,0
Praybeyt Benjamin 1,"hahays, a classic, idc what yall say this was a great laugh, really enjoyed all throughout despite the anti-gay statements that slightly triggered my fight or flight response.",0
Praybeyt Benjamin 1,Only real cinephiles would get vice ganda (me and martin scorsese),0
Praybeyt Benjamin 1,this is peak cinema. idc,0
Praybeyt Benjamin 1,this movie is the reason for my a+ humor,0
Praybeyt Benjamin 1,TANGINA NG WELCOME HOME PAPSI BE HAHAHAHAHA,3
Praybeyt Benjamin 1,First ever filipino movie that I loveeeeeeee,0
Praybeyt Benjamin 1,FORGOT TO MENTION NA SOBRANG GWAPO NI KEAN DITO FAWKKKKKKK,0
Praybeyt Benjamin 1,Tatlong beses akong nilabasan sa pelikulang to ,0
Praybeyt Benjamin 1,"It's giving Mulan meets MMFF, campy patriotism and some punchlines that hit harder than the actual plot.",5
Praybeyt Benjamin 1,"it’s pretty funny but sometimes a pause was needed because i couldn’t take it  but i really like how soft benjie’s family is  not every filipino household accepts a different sexuality so it’s really heartwarming to see benjie’s family accept benjie for who he really is  i also liked how benjie found people that will stay with him no matter what happens, their friend group is so funny  i don’t know if i’ll watch it again but it’s an okay movie OKAY?! nyahhaha Happy Pride Month ! ",0
Praybeyt Benjamin 1,mulan’s kinda looking different here,4
Praybeyt Benjamin 1,kalalaki mong tao laki ng dede mo!,0
Praybeyt Benjamin 1,classic,2
Praybeyt Benjamin 1,HALAAAA ,0
Praybeyt Benjamin 1,cinema,0
Praybeyt Benjamin 1,PEAK,2
Praybeyt Benjamin 1,the Filipino Mulan live action that I could only accept hahahaha nahiya si Deadpool sa jokes per minute sa movie na to HAHAHAHA,0
Praybeyt Benjamin 1,d ka tunay na cinephile pag wala praybeyt benjamin sa letterboxd mo ,0
Praybeyt Benjamin 1,queer,1
Praybeyt Benjamin 1,Truly peak filipino cinema.,0
Praybeyt Benjamin 1,i have a distinct memory of watching a cam release of this on a DVD my parents bought since the movie was still showing in theaters.,0
Praybeyt Benjamin 1,"SO FUNNY I LOVE THIS MOVIE 100% : watched w my dog, moon  (pangit ka-bonding, natulog lang e habang nagpapa-belly rub)",0
Praybeyt Benjamin 1,"BASTA ANG ANG GANDA NITO! tas yung mga gawa ng tatay nya na ewan ano tawag don, parang gusto ko din ng ganun",0
Praybeyt Benjamin 1,joke after jokes after jokes i miss you direk wenn,0
Praybeyt Benjamin 1,plant vs zombie,0
Praybeyt Benjamin 1,my humor came from this movie,0
Praybeyt Benjamin 1,when someone tells me to play a classic film and i pull up with this masterpiece,0
Praybeyt Benjamin 1,At niligtas ng mga bading ang bansa,0
Praybeyt Benjamin 1,"those who get it, get it. those who dont, dont. this is definitely those films you watch for fun without taking anything seriously.",0
Praybeyt Benjamin 1,if i only have 1hr and 45mins remaining to live e2 papanoorin k,5
Praybeyt Benjamin 1,gets ko si benjamin,0
Praybeyt Benjamin 1,"""Eh, ganun talaga. Hindi pa nga handa ang lipunang 'to sa mga espesyal na taong tulad ko. ""Rewatched Meme Vice's magnum opus to gear up for my socials night gimmick sa RnR. Oooohh i'm going to wear your pussies out!ALL THE WAY FROM 13TH PLATOON ALPHA PHI CHUPAPI, WELCOME HOME PAPSiiiiiiiiiiii",0
Praybeyt Benjamin 1,ICONIC,0
Praybeyt Benjamin 1,solid,0
Praybeyt Benjamin 1,im that one rando na nakikisali sa friend group nila,0
Praybeyt Benjamin 1,"“Omayghad! Alam mo namang takot ako sa dilim ‘nay e””Brownout?”“Hindi sunrise, malamang! nawalan nga ng kuryente e.”LARO SIYA BAKS",0
Praybeyt Benjamin 1,mother of camp,6
Praybeyt Benjamin 1,ABSOLUTE CINEMA,0
Praybeyt Benjamin 1,"comfort movietatlong salita lamang para sa’yo, ang sarap mo richard (sana maputukan din)",0
Praybeyt Benjamin 1,her best movie,0
Praybeyt Benjamin 1,got a good laugh as expected,0
Praybeyt Benjamin 1,GALINGGG TAINAH ,0
Praybeyt Benjamin 1,"if u hate this masterpiece, i hate U",-1
Praybeyt Benjamin 1,me na me pag nag-rotc,0
Praybeyt Benjamin 1,wlang kupas talaga direk wen... napapatawa mo pa din aqouh,0
Praybeyt Benjamin 1,training montage but make it bakla-core military satirenational security? walafamily trauma? madamilaughs? paulit-ulit pero effective naman,0
Praybeyt Benjamin 1,My comfort movie  they dont make movies like this anymore bruh  Bet ko talaga yung mga inventions ng tatay ni benj ,0
Praybeyt Benjamin 1,putangina talaga hwhahaha bat ko ba nirewatch ,0
Praybeyt Benjamin 1,i watched this dahil sa minwon au na binabasa ko HAHAHA although napanood ko na ‘to dati sobrang solid pa din,0
Praybeyt Benjamin 1,the poster alone should be in the louvre,-1
Praybeyt Benjamin 1,"you're either a ""tanging ina"" gay or a ""praybeyt benjamin"" gay",1
Praybeyt Benjamin 1,"""we have mulan at home""the mulan at question:",4
Praybeyt Benjamin 1,now this is CAMP.,6
Praybeyt Benjamin 1,Hi Kean Cipriano in glasses hiii,0
Praybeyt Benjamin 1,mga girlypop sa gyera be like,0
Praybeyt Benjamin 1,loved this as a kid couldn't stop laughing,0
Praybeyt Benjamin 1,yup,0
Praybeyt Benjamin 1,Absolute Cinema.,0
Praybeyt Benjamin 1,"I'LL REVIEW THIS REALTIMEuhm emerson is kinda...... >//< as a overpacker i agreee w vice HAHHA LOL the troop 13 lineup is nice ha.. parang senior scouts haugdhauha. ang oa ng pamilya niya pero atleast diba ano, they accept benji hehe. badingdingdingding. ang slow witted ni dominador what the hell. ang cute ni kean wtf. yung effects bwhwuahua. may 3rd eye ba sya or schizophrenia. I LOVE NERDS SO MUCH okay 3rd eye nga HUAHAHUAHU ang galing ng inventions ng tatay niya pero WHUHAUAHHU DEREK Bakit kamukha ni benj. Pero aliw,, may cameo si petrang kabayo hauhaua ang cute mo kean iloveyu",0
Praybeyt Benjamin 1,for shits & giggles only,0
Praybeyt Benjamin 1,pinoy mulan ate this up,4
Praybeyt Benjamin 1,"If a foreigner wants to understand Filipino humor, this movie (like most Deramas films) is the quintessential introduction to Philippine queer, camp, and pop cultures.",0
Praybeyt Benjamin 1,"iconiscism, please, release the soundtrack!",2
Praybeyt Benjamin 1,“aching ching ching ching.”,0
Praybeyt Benjamin 1,the only thing that is good about this is the year it was released.,0
Praybeyt Benjamin 1,"one just yearns for the good old days. i remembered watching this in the cinema with my mother and it’s one of the main reasons why i still remember the sound of her laughter. some films are just a timekeeper and it can’t be replaced. Wenn V. Deramas was one hell of a director, pairing with Vice Ganda.(watching this bc of showtime)",0
Praybeyt Benjamin 1,Golden age of the vice ganda solid napanood ko ulet sa bus,2
Praybeyt Benjamin 1,kakanood ko lang ulet sa bus,0
Praybeyt Benjamin 1,Nakakatawa siya lalo na yung mga outfit ni vice ganda HWHABHWHQHA,0
Praybeyt Benjamin 1,this movie goat for the gays,1
Praybeyt Benjamin 1,filipino movies are so homoerotic actually,0
Praybeyt Benjamin 1,"Silly watch with a silly lad. Mulan masikip military training, cute family (except them homophobes), and Carlos Agassi jump scare!",0
Praybeyt Benjamin 1,mulan but make it filipino & gay,1
Praybeyt Benjamin 1,welcome home papsie!!!!!,3
Praybeyt Benjamin 1,IDGAFFFFFFFFF nay tay nay tay nay nay tay welcome home popsiee BAKLAA  brainrot filmGWAPOO NI KEAN DITO WATAFREAKKK,0
Praybeyt Benjamin 1,decent story,0
Praybeyt Benjamin 1,purfecf,0
Praybeyt Benjamin 1,heh nag-rewatch lang ako. maganda pa rin siya 10/10,0
Praybeyt Benjamin 1,Direk Wenn's movies never fail to make me laugh,0
Praybeyt Benjamin 1,nagpapatawa ka ba?oo comedy to eh!,0
Praybeyt Benjamin 1,If sa ROTC man ako mapupunta sa NSTP pagka college ko atleast na brief ako ni Benjie.,0
Praybeyt Benjamin 1,Vice Ganda’s best movie alongside GBBT,0
Praybeyt Benjamin 1,"“pasensya na po, tao lang”“wow, sure ka?”",0
Praybeyt Benjamin 1,my first ever vice ganda film,0
Praybeyt Benjamin 1,mulan but pinoy,4
Praybeyt Benjamin 1,CUTE NI BIMBYYYY,0
Praybeyt Benjamin 1,"Encapsulates the humor of Filipino comedy in the early 2010s! I understand why it's considered a Filipino classic and truly one of Vice Ganda's best films. Also gotta appreciate Vandolph's comedic timing, so good!!!",0
Praybeyt Benjamin 1,"""kakalaki mong tao ang laki ng dede mo"" welcome back cinema",0
Praybeyt Benjamin 1,Mulan pero maaraw,4
Praybeyt Benjamin 1,i completely understand why this is vice ganda's fave movie of his,0
Praybeyt Benjamin 1,Wenn Deramas was so ahead of his time,-1
Praybeyt Benjamin 1,mulan para sa mga bading,0
Praybeyt Benjamin 1,laki niyan ah ,0
Praybeyt Benjamin 1,welcome home papsi !!!!!,3
Praybeyt Benjamin 1,parehong bahay sa Breadwinner (I think??) omg Vice Ganda cinematic universe,0
Praybeyt Benjamin 1,hilda colonel ,0
Praybeyt Benjamin 1,still the best vice ganda movie to date,0
Praybeyt Benjamin 1,"ni-rewatch ko lang 'to dahil may comedy yung genre namin for film scoring. napansin ko lang para maging funny yung score, gumamit ng nakukulit na timbre ng intruments. pag nagbitaw ng joke kailangan may fluttering ng flute. yung bass naka oompa loompa parang johnny cash lang. yung mga meme sound ng brass instruments, ayos din iyun i-apply parang slapstick lang, Mickey mousing score. dun naman sa kwento, parang Mulan lang. pro-war, military propaganda at billy aladin??? pero ayun napakita naman na macho pyudal ang militar which makes this pro lgbt but at the same hindi rin... ayun lang, trip ko talaga 'tong pelikulang ito kasi naka-film pa, galing lang!",0
Praybeyt Benjamin 1,corny aah,0
Praybeyt Benjamin 1,mulan live action daw ,5
Praybeyt Benjamin 1,this is my citizen kane,0
Praybeyt Benjamin 1,they don't make comedy movies like this anymore,0
Praybeyt Benjamin 1,classic camp movie !!! top 3 best vice ganda movie idc,0
Praybeyt Benjamin 1,Any praybeyt benjamin that came after this is a flop,-1
Praybeyt Benjamin 1,"defined the humor of a generation. iconic, filipino, queer, and a box-office hit. wonderful",0
Praybeyt Benjamin 1,"sobrang tawang tawa talaga ako nung naging mary poppins at angry birds sila para makapag-shortcut sa gubat, also gets na gets ko rin si benjie kasi ang sarap sarap sarap ni derek dito talaga",0
Praybeyt Benjamin 1,literally just the Mulan plot lmao,4
Praybeyt Benjamin 1,jusko po hard watch hahaha lalo na yung mga homophobic jusko po!,1
Praybeyt Benjamin 1,karemember ko grade five mi mao ni gipasalida amoa maam sa hapon ahhahaha jejemon,0
Praybeyt Benjamin 1,kabisado ko na mga linya nila rito eh,0
Praybeyt Benjamin 1,young benjie marching with a barbie hidden on his back is so cunt iktr,0
Praybeyt Benjamin 1,the gay version of mulan,1
Praybeyt Benjamin 1,"close enough. welcome back, mulan ",4
Praybeyt Benjamin 1,i laughed due to nostalgia,0
Praybeyt Benjamin 1,peak filipino cinema fucking camp as fuck,0
Praybeyt Benjamin 1,isang pelikula na pwede himayin kung gaano kahirap ang mundo ng pagmimilitar sa mga LGBTQIA+ community,1
Praybeyt Benjamin 1,i swear si abby bautista talaga ang backbone ng mga ganitong comedy hahahaha,0
Praybeyt Benjamin 1,"praybeyt benjamin, the classic that you are !",-1
Praybeyt Benjamin 1,WELCOME HOME POPSIIEE!!!!,3
Praybeyt Benjamin 1,peter jackstone edit,0
Praybeyt Benjamin 1,howard zieff can only wish he made this,0
Praybeyt Benjamin 1,before deadpool we had praybeyt benjamin,-1
Praybeyt Benjamin 1,the biggest plot twist my 7-year old self has ever seen,0
Praybeyt Benjamin 1,mulan’s filipino cousin,-1
Praybeyt Benjamin 1,still my most fave VG movie to date,0
Praybeyt Benjamin 1,"Jimmy Santos as the pro-LGBT father na imbentor na gumawa ng koronang army weapon na itututok mo lang, maglalabas ng bala. CAMP.",1
Praybeyt Benjamin 1,mulan in drag,-1
Praybeyt Benjamin 1,Cute ni kean hsushushsus,0
Praybeyt Benjamin 1,"“welcome home, papsi!!!” > the entire godfather trilogy",3
Praybeyt Benjamin 1,mulan if she served gay cunt,1
Praybeyt Benjamin 1,gdragon when going to the military,0
Praybeyt Benjamin 1,"i don’t know what to tell you, i laughed",0
Praybeyt Benjamin 1,another meme vice film na gets na gets ki ,0
Praybeyt Benjamin 1,IF U HATE THIS MOVIE U HATE FUN,0
Praybeyt Benjamin 1,pag bakla salot agad? hindi ba pwedeng malas muna ,0
Praybeyt Benjamin 1,So fucking stupid I love Vice Ganda ,0
Praybeyt Benjamin 1,"""kalalaki mong tao kalaki ng dede mo"" ",0
Praybeyt Benjamin 1,"Rewatched it, man! It gives me nostalgia as this was my childhood. I didn't even realize that this is like Mulan live action ",-1
Praybeyt Benjamin 1,and who says gay people can’t SERVE the country? ,1
Praybeyt Benjamin 1,"""nakita ko kasama nila si coronel eh"" ""sinong coronel?"" ""si hilda"" ""SINONG HILDA?"" ""si hilda coronel"" kainis dami naming laugh  sobrang match made in heaven ni direk wenn & meme vice only the real ones could get it!",0
Praybeyt Benjamin 1,unang araw ng taon libog na libog ako kay derek ramsey,0
Praybeyt Benjamin 1,PUTA NAKAKATAWA HAHAHAHAHA + MAGANDA NAMAN STORY IDC WHAT U SAY,0
Praybeyt Benjamin 1,yk it's gonna be good when u see totie marie,0
Praybeyt Benjamin 1,classic,2
Praybeyt Benjamin 1,benjamin welcoming his papsi lol,3
Praybeyt Benjamin 1,raised all of us,2
