review_id,document,topic
85,"ang pelikulang hello, love, goodbye ay isang nakakaantig na kwento tungkol sa pag ibig at mga sakripisyong ginawa para sa mga pangarap ang paggamit ng filipino sa mga emosyonal na eksena ay kapansin pansin sa pelikulang ito, na nagbigay ng mas malalim na koneksyon sa mga manonood gayunpaman, may ilang bahagi kung saan ang mga diyalogo ay may halong ingles, na bagama't nagbibigay ng makabagong tono, ay nakakabawas sa lalim ng mensahe sa wikang filipino",1
87,naa jd ingana nga laki no,2
88,"selfish na ba talagang piliin ko sarili ko ngayon hindi ka nagpatalo sa pag ibig, you were determined and had a clear goal in mind that is something not many can do",-1
92,"ang babae, pag bigay ng bigay, tanga pag inuuna ang sarili, masama so lahat ng ginawa ko para mahalin ka, lahat ng binibigay ko is not enough to make you stay boy pack it up lmfaoo ano ginawa mo para sakanya kundi magmahal lang at mangstalk putisnfina wala tangina talagaaa putanginaaaang mga lalake talagaaa hayop amputa bawat segundo kuhang kuha ni ethan inis ko like i cant even explain to wordssss wtffff never falling for the women suffering for loser broke bf trope,like puchaaa gurl si ethan nga ung controlling tas si joy pa yung selfish ha like wow wow wowpanget ung pelikula si kath lang maganda",1
93,iyak uli,2
94,sadly naiignore ng marami na ang hirap maging nursing graduate sa pinas,1
96,nakakatakot talagah pag nakikita nila future nila w u tapos parang settled nah sila tapos parang ma pressure kah kapag sinabi nah nila sayoh yon tapos di moh na alam gagawin kaya parang natatakot ka nah kasi paanoh naman yung binubuo mong future kung sila mismoh may nabuo nah kasama kah huhuhu,1
97,"some might take it as a selfish decision, when in reality, it is not sometimes, love alone can never be enough from the beginning, she was clear that shes not open to commitments, clear that shes leaving dahil ang pag ibig ay dapat na mapagpalaya, hindi isang pakikibaka at kailan man ay hindi magiging masama ang piliin ang sarili",4
100,tired of the trope bc god forbid a woman chase her dreams,4
103,"tangina sa lahat ng bullst love stories , wala akong aldan richards sa buhay ko the second movie doesnt exist",3
106,gets ko na bakit nagselos si daniel padilla,1
107,i really doubt this before watching kasi bago sa paningin like nasanay na akong kathniel lagi ang tandem pero nag try pa rin ako kasi why not,-1
109,mas corny,2
111,but there was so much in the buildup to it that kinda threw me off also i know this is standard star cinema stuff but the bg music was waaay overdone in this movie,0
112,"from having two or three jobs at once, may it be illegal or not, people marrying a native to gain residency joys mom , family back home asking for money without regard on how you are doing joys fam , being a domestic helper ofw is not for everyone maymay , etc i hate how people focus on the love story when this film has always been more than that",5
116,"ang babae, pag bigay nang bigay, tanga pag inuna naman ang sarili, masama paladesisyon mo ethan tangina tapos si joy pa yung selfish",1
123,"sabi nga nila, lason ang pag ibig para sa babaeng may pangarap",1
125,kisah diaspora dan pekerja keras menjalani cinta,5
126,"i know people cried over this, but i just felt emotionally manipulated the drama was heavy handed and exhausting it pretended to be deep while just being depressing a film that punishes you for watching",0
128,hindi ko maipaliwanag kung gaano ko kagusto ang palabas na to pa ulit ulit ko nang pinapanood pero hindi ako nagsasawa,1
130,"tangina, cheating na naman",1
132,"sakit sa ulo, ang cringe ng ibang dialogue and i bet kathryn's back hurt from carrying this movie",-1
137,altered my brain chemistry fackyew daniel padilla,2
139,"nagulat ako sa part na first time palang nila magkita may pa kissing scene na ha other than that, red flag si alden sa movie na to ang daming ka one night stand ew controlling much",-1
143,"woman questioning her worth, when she's worth the whole world",4
144,maganahan ko manghugas kung hakson man ko ni alden sa likod,1
145,"in fairness realistic namang magkakapatid sina alden, jameson, at anthony tas puro pa nagsastart sa e pangalan nila... wala langrewatch yan lang comment ko kay ethan besides sa panira siya",1
147,wag na magmahal tangina nalang,-1
150,i think my main issue with this is the way the dialogues between the two leads were written i kept wincing in each unnatural and forced english line most of which would probably come across better if it was spoken in tagalog instead,0
151,"naunsa naman ni oyy, walay buot amahana, pero naaksidente man diay ni iyang papa, but that doesnt mean nga pwede nimo ipakasal imong asawa oy naunsa mana, huhuhu kapoya ani, sakitas dughan kung mahal mo, bakit pinapapili mo ako",1
156,"idk pero nagandahan talaga ako rito but something happened kasi no'ng pinanood ko 'to, kaya everytime na nakikita ko 'to naaalala ko yun haha",1
160,tbh ang toxic ni alden dito,2
164,aus lungz,2
166,"i just found some scenes repetitive like the scenes with the old people, found it repetitive",0
167,na gets ko na kung bakit ang sikat nito,1
171,manchild or creep,-1
172,plano natin o plano mo lang ang atake nanaman,1
173,ang cringe amp,2
174,"it has the potential to be so much more, but man was the plot predictable and bloated with typical filipino kiligs also ethan, though well acted, is incredibly flat and it pmo",0
175,"hayst filipino workers graduate deserve a better job, bulok kasi ang sistema sa bansang to kurap nanga yung gobyerno wala pang matalinong pag boto",5
177,hated the man,0
180,they shouldnt have made a second movie,0
182,mga lalaki talaga,2
183,shot puno ethan punyeta ang clingy ha,1
184,ugh i hate men mga pala desisyon,-1
185,like grabe daming baon na kwento at aral hindi ko mapigilan maging emotional on that scenewhen joy came across with his nurse classmate who's out for vacation life can be unfair sometimes,-1
187,good actingsubpar writing,0
188,"this wouldnt have another season if it sucked anyways i think its pretty realistic as well, nakakadala ng emotions lalo when it comes to family matters ethan was really nakakakilig i swear",0
189,wala pa atang movie na kasama si kathryn bernardo kung saan gusto ko yung character ng love interest niya,3
192,"hello, love, goodbye lagi kecaduan nonton film romance filipina nemu film ini karna yg mainnya kath pernah ga suka sm aktor aktris karna personality in real lifenya juga baik nah ini kath menurut w film romance pertama cmiiw yg dia peranin ga bareng dj highlight film ini yg bikin w aha moment adalah di endingnya waktu joy mutusin buat move ke canada dapet bgt messagenya kalo it's not all about you , joy juga butuh raih mimpi dia yang udah lama ketunda",-1
194,"realistic din yung ending, it would be better if wala ng sequel kase it ruins the characters",0
197,tangina may laplapan palang sa mata yung unang sunggab ano yon,1
199,bruh kung mahal mo ako ba't mo ko pinapapili sige sige tudahi pa joy,1
200,"bet ko ung character ni joross at kakai, funny kahit saglit lang screentime",3
202,lintik na pag ibig,1
204,"ikaw lang ba dapat may pangarap, ethan",-1
205,bahwhahhahahabaha deku bet,2
208,much more of a mature movie so it isnt my cup of tea,0
209,"alden is such a bad actor his acting frustrates me as much as when a mosquito bites my sole, where my skin is thick, and no amount of scratching could ever satisfy the itch and warmth that i need to get rid of it nandiyan na eh, 'di mo pa makuha to me, he acts like his face had a shit ton of botox in it, and i can never get what emotion he's trying to convey",0
210,it shouldve ended here,0
214,ethan joy dont follow your dreams haha shet,-1
217,si kirat alden,2
218,pero sadyang promises can be a too good to be true na pangarap hayahayimmature pa yung character ni alden dito grabi,1
222,"ok na sana eh, ginawan lang ng part 2 potangena",2
223,"rewatched this after many years lol hahahahhaa ganon parin,, gusto ko mag ibang bansa kahit anong hirap man yan ayoko dito sa pinas",3
227,i dont love you,-1
231,"hong kong never looked this emotionally exhausting ofw stories are usually soaked in sacrifice, pero this one hits you with that emotional labor type of heartbreakthe kind that doesn't end with kami pa rin sa huli, but more like, minahal kita at 'yun na 'yun he brought soft boy energy with a sprinkle of gusto kita, pero hindi kita pipilitin that breakdown scene para sa mga nagmahal, nasaktan, pero hindi iniwan ang sarili",5
233,typical boy na pala desisyon,-1
239,"pag ang babae binigay ang lahat, tanga, pero, pag ang babae pinili ang sarili masama",1
243,tangina mo ethan,-1
246,la la land but ofw version,-1
248,"medyo may scene na ano, so i skipped that",2
249,"cringe af lines, insufferable and entitled sad boy male lead, annoying asf needledropsgiving it 1 star for showing the realities of ofws quite well",-1
257,ofw story siya pero hindi yung typical story mas lumabas yung galing niya sa pagacting and sa pagportray niya sa character slow paced siya pero hindi yung nakakaboring kasi nabuibuild up yung emotion hanggang climax super daming iconic lines minsan yung tunay na love ay yung handang magparaya masakit pero kailangan,-1
259,"minus points for alden, should've done better",0
263,movie na nagpplay sa bus pauwi tapos nanonood din yung driver habang nasa byahe,3
266,pinoy version of la la land,-1
267,gives me false hope,4
268,dapat di niyo na to ginawan ng sequel nhay,-1
270,why did i get depressed,6
275,"peak filipino hugot core bittersweet film, or maybe it's because i am so spoiled with wong kar wai films or la la land, or any other romantic movies really that i am left so underwhelmed in the romance part of the film",0
276,"became more interested on ofws after watching, their romance was unimpressive ngl",0
277,ml was problematic,2
279,man wtf,2
281,kulang nalang wag na matulog,1
282,bakit parang laging nagde declamation si kathryn bernardo,1
283,"alden, on the other hand, was weird and unlikeable",0
284,questionable plays from the male lead definitely some things i would have done differently...,0
285,ts so sad knowing that ofws get unfair treatment abroad,5
286,iwan mo na yan teh,1
295,"i have no issue having a sequel for this film but the plot for the second film is kinda trashy to bfr so uhm, t'was unnecessary bold, striking, real",0
297,hindi niya kailangan ng sequel... oh,-1
300,"nakakatawa rin whaha n this movie showed how much a domestic helper sacrifices for the sake of their family, wasnt expecting it to be so detailed",0
301,"this could've ended there, this could've made me believe that a damn woman can choose her dreams rather than the person she loves, but nahh haha god forbid a woman choses her dreams and passions and not sacrifice love they ruined it with the second film",0
305,okay na tong part na to eh bakit kaylangan pa gumawa ng second part tbh,-1
306,alden richards labas dila,-1
307,"pangit nung name ng bar ni ethan parang timang magisip, del rosario nga to",1
311,over nman sa kilig,2
314,humagolgol ako nang alas dose ng umaga,2
316,creepy ni ethan tangina,-1
318,ang cringy ng lines ni alden ang pangit,-1
319,i dont like ethan here at all hes pushy and selfish,0
321,"old ticket says i saw this on august 27, 2019 haven't rewatched since i disliked ethan",0
324,hurts so bad pinoy romances you will pay,-1
326,loved this before pero tangina ang selfish mo ethan grrrr,1
331,the other wasnt,2
332,paladesisyon ampota,2
333,toxic rs,2
337,let go,-1
338,na sa top 10 ko to for sure ughhhhhhhhh,2
343,"potangina talaga lahat ng mga kagaya ni ethan lumayo kaso sa mga lalakeng manipulator, will pull you down, at borderline creepy ang pushy, it turns me off or maybe i just don't like men in particular what i hate the most is someone dictating the career that i want to build for myself",0
344,hindi lang sa sakripisyo nasusukat ang pagmamahal maari mo rin itong ipakita sa pamamagitan ng pakikinig at pagintindi sa isinisigaw ng puso ng iyong minamahal may mga bagay lang talaga na tinadhanang mangyaripero nang may pagsisikap at inspirasyon tungo sa pagbabago na iyong inaasam,1
348,di ako maka iyak pls kasama ko tita ko,-1
357,parang gusto ko mag hong kong disneyland tapos maghanap ng lalaking may savior complex,-1
359,"ethan is one problematic and manipulative man all i can really say is si kathryn, lapitin ng mga red flag",0
360,sakit gago,-1
363,akala ko ofw film,3
364,i have to rewatch this cuz i just rewatched the second part yesterday,0
365,why would he make her choose they couldve worked it out sa maraming paraan,4
367,dalawang beses ko na to pinag emotan nung nasa hong kong ako,-1
368,pardon my french but putangina wala talagang kwenta yung pangalawang movie jusq po how did they fuck this up so badd somebody sedate mee t t,3
369,mandatory before pumunta ng hongkong movie sofer crazy oh whatta twist,3
371,di makakauwi si joy sa birthday ni anne,1
374,"dati, i didnt expect this film to be that good",0
375,d ko trip suri,2
376,"i don't understand why they force some dialogue to be in english it feels awkward to hear, and some of the actors don't even seem like they're acting, it feels like they're just reciting their lines",0
378,"also i swear, every time i watch this, i shed exactly 2 tears and then feel empty for the next three hours",0
380,chongke express,1
382,tangenaaa,-1
384,"in het begin zie je vooral donkere scenes en het harde leven van hong kong een andere baan is illegaal via haar vriendin kan ze bij een bar terecht, maar dan zien ze de politie patrouilleren",5
391,"if you told me this was the highest grossing ph film, i wouldnt believe you",0
392,ok na sana 'to bakit ba nilagyan pa 'to ng part 2,-1
394,budget unknown,2
395,pagod na din ako gorl,2
398,umay kay ethan narcissistic and corny sino ba naman may gusto sa all or nothing magmahal sumugal ba naman sa di sigurado tapos sasabihin takot na ulit magmahal,1
401,"hindi lahat ng tao sa mundo, pinanganak to a family whose choices come with comfort kahit pinili niya ang kanyang sarili, hindi ito naging balakid sa kanyang pagmamahal sa kanyang pamilya at maging kay ethan putangina patayin nio nalang aq fak this movie honestly",3
409,i don't love you,-1
410,and kung mahal mo'ko bat hindi ako ang piliin mo,1
411,napanood ko sa bus tangina ang haba pala nito sana umikot na lang sa buhay hk ang kwento,1
413,kinilig pooh ko sa bigote ni alden,2
414,being a breadwinner in the family is hard,5
419,love is simply not enough,4
421,korni mo ethan,1
422,kung ganito bf mo mag tomboy ka nalang fuck ethan la la land peenoise ver,1
423,i dont love you,-1
426,the biggest cornball of movie history theres too much going on so it feels really rushed outside the main plot and some thing are left unexplainedlast leg of the movie is fire though,0
434,"pati yung mag jowa sa tabi ko totoo naman diba kahit anong profession mo makakarelate ka talaga kahit mahirap, babangon ka at magtratrabaho yun lahat ang masasabi sa acting chops nila kathryn bernardo at alden richards dito yung alam mong hindi naman sila aa totoong buhay pero akala mo they are an item in real life sasamahan ko na lagi ng ice tea kapag kakain ako ng noodles pasasaan ba't makakahanap din ako ng taong kasabay kong kumain ng mabilis dahil busy ako at marami pa kaming gagawin kung ano ang sinasakripisyo nila kung ano ang kaya nilang ibigay kung bakit kailangan nila yung gawin iba ibang istorya pero sumesentro lang lahat sa pag ibig yung ikakain mo na lang ibibigay mo pa sa kanila kasi iba ang saya kapag nakita mo silang masaya hindi lang isang tao dalawa dapat hindi ako kuntento sa one film lang for kathden star cinema and direk cathy, we need a follow up please",1
435,"randomly decided to watch it, shed tears fr",0
438,still haven't watched the second part,0
440,daniel padilla fumbled worse than cam newton absolute above mid,-1
441,mid tbh,2
442,not every love story is meant to last,0
444,do not play with my feelings like that,4
448,never pick someone over your dreams,4
452,"disfrute demasiado de ver la pelicula, honestamente es una de las mejores peliculas con relacion a distancia que hicieron, se nota demasiado el desarrollo y es como si lo vivieras con los protagonistas a decir verdad al inicio entendia demasiado a ethan y simpatice mucho, despues vi las cagadas que se mando y el como no valoraba todo lo que ella hacia, me hizo cambiar la perspectiva",0
453,i hate pushy guys thats all,0
454,"despite being a country that has a large percentage of workers abroad, media before the release of this movie didn't really portry the intricacies of how hard it is to live in another country for the means of earning money",5
457,ganda sana pero ampangit ng song choice anpangit din ni toooot corny,1
461,akhirnya kathryn bernardo nggak main sama pacarnya sekarang udah mantan,4
462,medyo nakakaiyak slight,-1
467,hindi ko s'ya na feel what if ma prove ko sa kanya na hindi na n'ya kailangan umalis ng hong kong i guess romance movies ain't for me or maybe just this type of romance movie ain't for me,3
471,kath ako nalang,2
472,kupal mga lalaki cheater walang kwentahhhh,1
479,nung di pa nagccheat si ethan,-1
483,", really hated how everything needed to be voiced like damn leave some nuance",0
488,but what if pilipinas yung lugar na dadaanan ko lang,1
491,joy waaaah poide b maging selfish gus2 q sa canada tuparin ang aking pangarap,1
492,pabili powerbank,-1
493,"my personal hell is me, really going through it and then some pesky mf says so crush mo ko, no",6
494,naiinis ako kapag may nagsasalitang lalake sa screen,3
495,di ako okay,2
504,super red flag naman si ethan ano ba yan,-1
509,corny man ng dialogue uy and also napaka sadboy ni alden bai,1
515,the filipino stereotypes man,5
516,gusto ko tong movie na to kasi hindi sila nagkatuluyan,3
518,betrays both characters in the end almost like they wrote a script then substituted the ending from another script,0
519,ngayon ko lang napansin ung frontrow war flashbacks,1
523,kung hindi niya ireresell ang mga paninda ko e wag na lang,1
528,moguchan and fwends were not in it so 3 5 sorry chat,3
530,"i felt bad for joy the whole movie, especially considering her family situation and how pressuring it probably feels since she is probably the only source of income of her family",0
531,"lumayo kayo sa mga love bomber at mga stalker na creep tapos once na nakuha ka na nila, kokontrolin na nila buhay mo kasi narcissist sila at sila lang dapat yung tama incel amp pero i kinda get it sa iilang chances wahahahaha and the fact na nilinis nila character ni alden sa dulo para nandun pa rin yung kilig factor is so nakakatawa",1
538,kung gaano kaganda si marie ganoon naman kapangit ugali ni ethan,1
540,wajapon ko ganahi sa dimples ni alden,1
541,saket siguro ng traps ni kathryn kakabuhat ng palabas na toh,2
544,potangina ng dimples ni alden,2
549,baduy ni alden,2
552,nakakabwiset yung pagiging epal ni ethan pero buti naman hinayaan niya na mag canada si joy like how it should've been in the first place,-1
558,pota naalala lang yung plot binawasan rating,-1
565,i don't not love this film,0
573,"fuck ethan and his unsolicited advice, ill timed flirting, bland ass rizz, and ako nga eh loser moments",0
575,made parts of the movie not believable,0
576,rewatched before hla wala nairita lang ulit ako kay ethan,3
577,wooohoooo kathden puta ka tumbong,2
578,misericordia quanto sofrimento pt 1,2
579,"kadalasang problems for romance films is meron isa nasasapawan yung isa hindi yung nakadepende yung isa sa buong film iba talaga if non loveteam film naging strength ng film na di ginawang backdrop lang yung pagiging ofw for the sake of a love story im not a fan of love stories pero nakakakilig sila and at the same time you want to root for them pero hindi nakakalimutan na mature yung depiction sa ofws it showed the realities of underemployed ofws like maymay who graduated education pero di makaapply ng job sa hk and ended up as a dh it also includes yung labor exploitation and taking advantage ng mga kababayan natin physically and emotionally thats heartbreaking pero yun yung reality na naririnig ng ofws dito lumabas yung acting ni kath unlike barcelona a love untold, mas justified yung location hindi kagaya ng ibang films na basta nasa ibang bansa bentang benta sa akin yung mga lines niya lagi at least, may temporary escape and they can show sino sila despite yung laban nila sa life cons 1 it doesnt offer anything new sa plight ng ofws masyadong stereotypical yung lead characters just like any leading man, toxic and possesive si ethan the stalking ang cringe di siya nakakakilig even if his character redeemed himself di siya realistic they deserved better characters this film begs the question sa dynamics of the new trend of ofw although mentioned naman sa situation kay maricel laxa, but at least di ba sa generation nina kath masyadong forced yung ibang hugot and cheesy lines na malayo sa objective ng film to be realistic why do filipino films really dont invest sa soundtracks yung innocent version niya na akala niya basta graduate ng nursing it wouldve been transformational to see her growth na that kind of promise is not true yung scene ni maymay na nakarating sa hongkong sana lay kath yun yes it has benefits but...... nasaan yung representation ng pinay nurses who go to canada who take exams and assessments there were illogical and avoidable moments in the film running kahit sinabihan na stop, yung away sa bar 9 may characters na halatang siksik lang and unnecessary na makasama sila",3
580,"tanginang yan pag ganyan bf mo, mag tomboy ka na lang",1
582,ethan's an asshole,0
585,eto pa rin talaga kaysa dun sa sequel,1
586,rewatched this before watching hla hahshehshamen,3
589,mas ramdam ko pa din yung puso nitong film than the second tbh,3
591,i don't love you,-1
592,bro is creepy,-1
593,"accurate depiction of an ofw, as confirmed by my mother however, this is yet another movie where the girl chooses the guy over her dreams, and christ knows i can't deal with any more of that",0
597,rewatched this because of the netflix release of the sequel,0
601,this is like filipino la la land except no one sings and they only play two songs repeatedly throughout the entire movie,-1
602,we played it in 1 75 speed cause we were rushing so we didn't really felt the vibe,0
606,"this movie was out to ruin everyone emotionally, and it worked messy, heartbreaking, and painfully real",0
607,why did the camera guy never have a tripod this is filmed like a youtube video... also the script was corny,0
610,kairita character ni ethan pero parehas kaming engot pagdating sa love dept eh hajhaajaajajhajhjah masyadong mapagbigay,1
611,"bakit 'to ang pinanood sa baguio ,, the excitement sa paguwi from dinner para manood uli tapos the disappointment nang malamang sa thursday pa rerelease 'yung hla sa netflix",3
615,pag pinanood natin aba maganda naman talaga siya nasira to saken dahil sa sequel sana as is na lang pero sa totoo lang it does further prove na sobrang gago talaga si ethan nakakairita hindi alam kung anong ibig sabihin ng no,1
622,"hindi na bago sa filipino movie lagi ganito, especially sa romance filipino movie pero i can see naman bakit sya na hype, isa na toh sa movie na kinilig ako sa pure romance filipino movie na hindi ako na cringe, the story is typical but gosh kathryn is so pretty",3
623,so sad,6
624,i told myself that i wouldnt enjoy pinoy romcom pero tangina naman kinilig ako,1
625,"the right person, wrong time hits so hard, got me emotional fr",4
626,this made me miss my days in hong kong,5
627,sobra ka sad grabe ko na hilak,2
629,"cnira mo ang aldub kathryn,,,may anak na sila",1
631,kung mahal mo ako bakit mo ako pinapapili,1
638,"but i only have one heart, even if you hurt it repeatedly",-1
639,umiiyak na wala pang lines jusme hindi napagiiwanan sa acting yung lalaki someone cant relate hahahaha,-1
640,"sige, mas bagay toh kaysa kat niel",1
644,si la la land pala 'to eh,-1
649,pangit pala siya,2
650,aldub pa rin mga ulol,2
653,eh ano naman kung ngayon ko lang napanood,1
658,in hongkong,5
660,"ganun naman talaga diba pag nagmahal ka, all or nothing kasi if you hold back, bat nagmahal ka pa",1
661,kuhang kuha pa rin ni ethan gigil k punyet hhhh,2
665,fuck ethan for literally trying to gaslight her to stay in hk,0
667,"really disappointed with this one for me this is yet again one of the most highly overrated filipino film mainly because it stars two very famous young talents of today there are times when the character's lines were too deep that it doesn't feel normal at all it's sad that her performance and alden's was not on the same level you can really feel that gap during the climax when they were throwing overly dramatic lines with each other it tried, and it did on the first half but ultimately it failed because that part was later merely used as a tool to make a different setting for a love story being a romantic movie, the film was not something worth remembering",0
670,ganto yung mga gusto ko yung masakit na ending wow,1
671,fuck ethan idc,0
675,tangina ni ethan,-1
676,im filipino,5
681,tamang heel toe lang tayo olrayt,1
685,i hate u ethan,0
686,aldub pa ren,2
693,kadiri si bro,2
695,kinda shook this one didnt eat the second time around,2
697,kathryn bernardo and alden richards have no chemistry,-1
698,am i the problem,6
703,unpopular opinion sinira ni cathy garcia sampana ang philippine cinema,0
710,nakakawhiplash balikan ito ang bata pa nila compared sa sequel,-1
713,"ethan is seriously creepy and just straight up harassed joy to get a date, not only that, but his mindset is pretty toxic if you think about it",0
715,i fucking hate ethan half a star bc ily joy,0
718,di ko tinapos kasi nabwiset ako kay alden,2
725,"the story n plot is great n all but i hate how alden richard's character is portrayed horrendously, and the amount of selfishness he has is honestly insane i hate the he used joys love as a way for her to be selfless because the world forbids a woman actually choosing herself for once instead of following certain stereotypes that a one time love can make u abandon all the hard work you've done",0
728,ethan natagpuang nakikipag sapakan sa pangarap ni joy,1
737,was the nail in the coffin for me bro,2
738,rewatch pero ang masasabi ko lang ay hindi na need ng sequel nito jusko,3
740,i don't love this stating with the film's inside joke,0
744,im appalled by how good this movie is,0
746,cry every time rewatching the first bc im scared if i go see the second in theaters here there wont be subtitles and ill just be like,0
749,this shouldnt be this overdramatic,-1
750,pilipinas ang hirap mo naman kasi mahalin,1
760,"the life of an ofw is truly heartbreaking watching it for the second time hits differently while the story is heartbreaking, it still has those nakakakilig moments",0
761,pinapili ba naman pangarap mo para sa sarili o pagmamahal ang sakit,1
767,"ethan parang ang selfish naman nun i hate to admit it pero kinilig aku sakanila pero ethan in this scene, literal na wtf",-1
770,tanginang dimples yan magkano tf,1
771,i say i understand ethans character by the end but honestly i just hate him so much lol,0
772,napaka authentic at napakasakit ng mga paghihirap ng mga ofw or baka bias lang ako dahil sobrang agree ako sa desisyon ni joy sa huli,1
774,not it,2
778,i was screaming at his character the entire time lmfao,0
779,"kung mahal mo ako, bakit hindi ako ang piliin mo kung mahal mo ako, bakit pinapapili mo ako",1
780,absolutely no reason for this movie to punch me in the fucking face,0
785,hanggang sa kung saan ibigay ang panahon para mahalin natin ang isa't isa,1
786,so why go there,2
789,i genuinely hate him and he may be one of the worst male characters ive watched in a while,0
790,its not love when its holding you back,4
792,im dangerously close to falling down a rabbit hole of filipino movies now,0
795,grabe iyak ako rito,2
796,tangina talaga ni ethan mapilit kang gagu ka,1
801,baho ni alden,-1
804,no musical,2
811,"my girl cried, not cool",6
817,still state my case,2
819,"hated ethan, go joy do it for yourself",0
820,"may mga lugar na dinadaanan lang, parang baguio",1
822,bumili ako ng broccoli at pancit wala akong pakialam sa mga negative na review dahil nagiyak ako sa mga paghihirap ng pamilya ko,1
